"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.912549845E0,-6.872031838E-3,2.456369549E-1,1.440072358E-1
1.917446147E0,-3.313846514E-2,2.938938737E-1,1.385096163E-1
1.922342449E0,-5.696150661E-2,3.256579340E-1,1.348445266E-1
1.927238804E0,-7.406523079E-2,3.555894494E-1,1.299577504E-1
1.932135106E0,-8.261708915E-2,3.934620023E-1,1.299577504E-1
1.937031408E0,-8.689302206E-2,4.295019805E-1,1.262926757E-1
1.941927762E0,-8.689302206E-2,4.502707720E-1,1.195733473E-1
1.946824064E0,-8.017370105E-2,4.514924884E-1,1.104106456E-1
1.951720366E0,-6.612421572E-2,4.466057122E-1,1.000262350E-1
1.956616668E0,-5.085303262E-2,4.514924884E-1,8.658760041E-2
1.961513022E0,-3.008422814E-2,4.734829962E-1,7.437065244E-2
1.966409324E0,-1.374406274E-3,4.948626459E-1,6.337540597E-2
1.971305626E0,2.489202656E-2,5.003602505E-1,4.871506989E-2
1.976201981E0,4.810422286E-2,4.966951907E-1,3.710897267E-2
1.981098283E0,7.375980914E-2,4.997494221E-1,2.916795574E-2
1.985994585E0,1.043021679E-1,5.119663477E-1,2.733541466E-2
1.990890939E0,1.403421611E-1,5.229616165E-1,3.222219273E-2
1.995787241E0,1.745496094E-1,5.241833329E-1,3.955236077E-2
2.000683543E0,2.093679011E-1,5.247941613E-1,5.360184610E-2
2.005579845E0,2.417428046E-1,5.327351689E-1,7.314895838E-2
2.010476199E0,2.686200738E-1,5.467846394E-1,9.941539168E-2
2.015372501E0,2.918322682E-1,5.602232814E-1,1.324011385E-1
2.020268804E0,3.113794029E-1,5.626666546E-1,1.672957987E-1
2.025165158E0,3.229855001E-1,5.498389006E-1,1.996707022E-1
2.030061460E0,3.211529553E-1,5.296809077E-1,2.241045833E-1
2.034957762E0,3.052709103E-1,5.101338029E-1,2.375432253E-1
2.039854116E0,2.802261710E-1,4.997494221E-1,2.405974567E-1
2.044750418E0,2.564031482E-1,5.015819669E-1,2.320456058E-1
2.049646720E0,2.319692522E-1,5.150206089E-1,2.118876427E-1
2.054543074E0,1.983726472E-1,5.302917957E-1,1.807344258E-1
2.059457554E0,1.507265568E-1,5.535039902E-1,1.464506239E-1
2.064335679E0,9.452861547E-2,5.962632895E-1,1.207950488E-1
2.069232033E0,4.443913698E-2,6.304707527E-1,1.104106456E-1
2.074128335E0,-1.985253533E-3,6.365792155E-1,1.140757278E-1
2.079027918E0,-3.802524135E-2,6.090910435E-1,1.336228400E-1
2.083920991E0,-6.245913357E-2,5.657209158E-1,1.697391868E-1
2.088820626E0,-7.467607409E-2,5.247941613E-1,2.112767994E-1
2.093713595E0,-7.773031294E-2,4.808131456E-1,2.522035539E-1
2.098613335E0,-8.261708915E-2,4.240043461E-1,2.900761068E-1
2.103506251E0,-9.361234307E-2,3.555894494E-1,3.273377717E-1
2.108402554E0,-1.113269106E-1,2.883962691E-1,3.627669215E-1
2.113298908E0,-1.400367320E-1,2.218139172E-1,3.939201236E-1
2.118195210E0,-1.809635013E-1,1.558424085E-1,4.189648628E-1
2.123091564E0,-2.310529798E-1,9.964445978E-2,4.379011393E-1
2.127987866E0,-2.841966748E-1,6.299362332E-2,4.562265575E-1
2.132884168E0,-3.330644667E-1,5.077667907E-2,4.757736623E-1
2.137780470E0,-3.672719002E-1,5.199837312E-2,4.928773940E-1
2.142676824E0,-3.935383558E-1,5.566345528E-2,5.057051778E-1
2.147573126E0,-4.198047817E-1,7.276718318E-2,5.221980214E-1
2.152469481E0,-4.442386627E-1,1.143047959E-1,5.435777307E-1
2.157365783E0,-4.607315361E-1,1.778329015E-1,5.661790371E-1
2.162262085E0,-4.637857676E-1,2.438044101E-1,5.942780375E-1
2.167158439E0,-4.546230733E-1,2.975589633E-1,6.187118888E-1
2.172054741E0,-4.350759685E-1,3.311555684E-1,6.394807100E-1
2.176951043E0,-4.069769979E-1,3.598653972E-1,6.584169865E-1
2.181847397E0,-3.733803928E-1,3.977379203E-1,6.797966361E-1
2.186743699E0,-3.397837877E-1,4.435514808E-1,7.042305470E-1
2.191640001E0,-3.000787199E-1,4.704287350E-1,7.262210250E-1
2.196536356E0,-2.585411072E-1,4.685961902E-1,7.408813834E-1
2.201432658E0,-2.298312783E-1,4.539358616E-1,7.378271222E-1
2.206329012E0,-2.212794125E-1,4.545467198E-1,7.225559354E-1
2.211225314E0,-2.377723008E-1,4.973060191E-1,7.017871737E-1
2.216121616E0,-2.750339806E-1,5.877113938E-1,6.761315465E-1
2.221017970E0,-3.239017725E-1,7.178218961E-1,6.431457996E-1
2.225914272E0,-3.758237660E-1,8.564842343E-1,6.064949632E-1
2.230828751E0,-4.362976551E-1,9.731560349E-1,5.704549551E-1
2.235706929E0,-5.071559548E-1,1.067226529E0,5.411342978E-1
2.240603231E0,-5.829010010E-1,1.177178979E0,5.228089094E-1
2.245499533E0,-6.397097707E-1,1.289574862E0,5.325824618E-1
2.250395887E0,-6.464291215E-1,1.319506407E0,5.735092163E-1
2.255292189E0,-6.000047326E-1,1.195504427E0,6.382590532E-1
2.260206720E0,-5.639647245E-1,9.670475721E-1,7.121715546E-1
2.265084845E0,-5.535803437E-1,7.227086425E-1,8.007444143E-1
2.269999376E0,-5.267030597E-1,5.070796013E-1,9.051992893E-1
2.274877501E0,-4.821111858E-1,3.421508074E-1,1.004767418E0
2.279773804E0,-4.289674759E-1,2.334200144E-1,1.078069091E0
2.284670106E0,-3.813214004E-1,1.912715435E-1,1.131212711E0
2.289584637E0,-3.422271907E-1,2.114295065E-1,1.173361182E0
2.294462762E0,-3.104631305E-1,2.633515298E-1,1.197184324E0
2.299359116E0,-2.756448388E-1,3.195494711E-1,1.200238466E0
2.304255418E0,-2.334963679E-1,3.830775917E-1,1.183134794E0
2.309169949E0,-1.827960461E-1,4.618768692E-1,1.145873070E0
2.314048074E0,-1.272089481E-1,5.541148186E-1,1.081123233E0
2.318944376E0,-7.040014863E-2,6.396334171E-1,9.852202535E-1
2.323840731E0,-2.275406010E-2,6.872795224E-1,8.563315272E-1
2.328737033E0,9.009997360E-3,6.933879852E-1,6.975111961E-1
2.333633387E0,2.550287358E-2,6.689541340E-1,5.197546482E-1
2.338627241E0,4.260659590E-2,6.225296855E-1,3.273377717E-1
2.343425939E0,6.276455522E-2,5.590016246E-1,1.317902952E-1
2.348322345E0,1.000262350E-1,4.716504514E-1,-4.413371533E-2
2.353218647E0,1.598892659E-1,3.684172630E-1,-1.663031727E-1
2.358115001E0,2.258607745E-1,2.719033957E-1,-2.328855246E-1
2.363011304E0,2.673983872E-1,1.979908645E-1,-2.732014358E-1
2.367907606E0,2.631224692E-1,1.625617296E-1,-3.147390485E-1
2.372803960E0,2.209739983E-1,1.747786701E-1,-3.623851240E-1
2.377700262E0,1.659977436E-1,2.321983129E-1,-4.075878263E-1
2.382596616E0,1.140757278E-1,3.177169263E-1,-4.369085133E-1
2.387590470E0,7.742489129E-2,4.056789279E-1,-4.466820657E-1
2.392389220E0,5.238015205E-2,4.734829962E-1,-4.301891923E-1
2.397285574E0,4.627167806E-2,5.107446909E-1,-3.880407214E-1
2.402181876E0,6.093201414E-2,5.131880641E-1,-3.220692277E-1
2.407078231E0,8.597674966E-2,4.838673770E-1,-2.475458533E-1
2.411974533E0,1.104106456E-1,4.264477491E-1,-1.754658818E-1
2.416870887E0,1.256818175E-1,3.574219942E-1,-1.119377613E-1
2.421767189E0,1.330119967E-1,3.000023663E-1,-6.551336497E-2
2.426663543E0,1.366770715E-1,2.670166194E-1,-3.558185324E-2
2.431559845E0,1.421747059E-1,2.486911863E-1,-2.275406010E-2
2.436456199E0,1.488940120E-1,2.413610220E-1,-2.275406010E-2
2.441352501E0,1.568350345E-1,2.493020445E-1,-3.252761811E-2
2.446248804E0,1.580567211E-1,2.719033957E-1,-5.207473040E-2
2.451145158E0,1.513374150E-1,3.085542321E-1,-8.139539510E-2
2.456041460E0,1.403421611E-1,3.519243896E-1,-1.174353883E-1
2.460937814E0,1.342336833E-1,3.952945471E-1,-1.553079188E-1
2.465834116E0,1.360662282E-1,4.441623092E-1,-1.907370538E-1
2.470730470E0,1.409530044E-1,5.003602505E-1,-2.200577259E-1
2.475626772E0,1.391204596E-1,5.431195498E-1,-2.438807636E-1
2.480523126E0,1.256818175E-1,5.718293786E-1,-2.658712566E-1
2.485419429E0,1.024696305E-1,5.901548266E-1,-2.848075330E-1
2.490315731E0,7.498150319E-2,5.962632895E-1,-3.006895781E-1
2.495212085E0,4.993676394E-2,5.974849463E-1,-3.104631305E-1
2.500108387E0,3.161134571E-2,6.023717523E-1,-3.129065037E-1
2.505004741E0,1.389677543E-2,6.145886779E-1,-3.129065037E-1
2.509901043E0,-4.428642802E-3,6.371900439E-1,-3.086305857E-1
2.514797397E0,-3.191677108E-2,6.640673280E-1,-3.019112647E-1
2.519711876E0,-6.551336497E-2,6.946097016E-1,-2.988570333E-1
2.524590054E0,-9.116895497E-2,7.141568065E-1,-3.025220931E-1
2.529486356E0,-1.039967462E-1,7.111025453E-1,-3.067980409E-1
2.534382710E0,-1.021642014E-1,7.019398808E-1,-2.915268540E-1
2.539297189E0,-9.116895497E-2,6.982747912E-1,-2.463241518E-1
2.544175366E0,-7.773031294E-2,6.927771568E-1,-1.919587553E-1
2.549071668E0,-6.673506647E-2,6.848361492E-1,-1.455343664E-1
2.553968022E0,-6.368082762E-2,6.756734252E-1,-8.444963396E-2
2.558864324E0,-7.528692484E-2,6.622347832E-1,-2.153236605E-2
2.563760626E0,-8.506047726E-2,6.585696936E-1,-1.298050396E-2
2.568656981E0,-6.856760383E-2,6.762842536E-1,-4.291202128E-2
2.573553283E0,-4.596625641E-2,6.713975072E-1,-4.902049154E-2
2.578449637E0,-3.558185324E-2,6.133670211E-1,-4.230117425E-2
2.583345939E0,-3.008422814E-2,5.199073553E-1,-3.374931216E-2
2.588339793E0,-2.031067200E-2,4.252260625E-1,-2.702999115E-2
2.593138543E0,-8.704573847E-3,3.494809866E-1,-2.764083818E-2
2.598034949E0,4.123218823E-3,3.036674559E-1,-3.436015919E-2
2.602931251E0,9.620844387E-3,2.871745825E-1,-5.573981255E-2
2.607827606E0,6.566607859E-3,2.969481349E-1,-9.116895497E-2
2.612723908E0,-7.635590737E-4,3.409291208E-1,-1.204896197E-1
2.617620262E0,-2.641914412E-2,4.026246965E-1,-1.424801201E-1
2.622516564E0,-7.467607409E-2,4.722612798E-1,-1.864611208E-1
2.627412918E0,-1.278197914E-1,5.822138190E-1,-2.286095917E-1
2.632309220E0,-1.815743446E-1,7.202652693E-1,-2.463241518E-1
2.637205574E0,-2.279987335E-1,8.363262415E-1,-2.487675399E-1
2.642101876E0,-2.615953386E-1,8.998543620E-1,-2.377723008E-1
2.646998231E0,-2.866400778E-1,8.937458992E-1,-1.992889196E-1
2.651894533E0,-3.263451457E-1,8.161683083E-1,-1.485885978E-1
2.656790887E0,-3.727695346E-1,7.080483437E-1,-9.910997003E-2
2.661687189E0,-4.167505503E-1,6.066476703E-1,-5.268557742E-2
2.666583543E0,-4.534013867E-1,5.327351689E-1,-1.114796288E-2
2.671479845E0,-4.741701782E-1,5.083012581E-1,2.305948362E-2
2.676376199E0,-4.686725736E-1,5.431195498E-1,5.971032009E-2
2.681272501E0,-4.442386627E-1,6.176429391E-1,9.391776472E-2
2.686168856E0,-4.216373265E-1,7.056049109E-1,1.134648770E-1
2.691083387E0,-4.075878263E-1,7.972320318E-1,1.201841980E-1
2.695961512E0,-3.972034156E-1,8.766421676E-1,1.177408099E-1
2.700857814E0,-3.788780272E-1,9.255099297E-1,1.091889441E-1
2.705754168E0,-3.379512429E-1,9.395594597E-1,1.024696305E-1
2.710650470E0,-2.719797492E-1,9.206231833E-1,9.758284688E-2
2.715546824E0,-1.962346882E-1,8.827506304E-1,9.330692142E-2
2.720443179E0,-1.211004704E-1,8.430455923E-1,9.147437662E-2
2.725339481E0,-5.024218559E-2,8.173899651E-1,9.819369763E-2
2.730253491E0,1.572931744E-2,8.143357635E-1,1.049130186E-1
2.735132137E0,6.459710002E-2,8.222767711E-1,1.165191159E-1
2.740028491E0,9.208522737E-2,8.234984875E-1,1.330119967E-1
2.744924793E0,1.024696305E-1,8.021187782E-1,1.532463133E-1
2.749821147E0,1.097997949E-1,7.422557473E-1,1.654632539E-1
2.754717449E0,1.195733473E-1,6.286382079E-1,1.599656194E-1
2.759631981E0,1.250709742E-1,4.747046828E-1,1.372879148E-1
2.764510106E0,1.195733473E-1,3.067216873E-1,1.110214889E-1
2.769424637E0,9.941539168E-2,1.533990204E-1,9.086353332E-2
2.774302762E0,6.520794332E-2,2.817532979E-2,7.070557028E-2
2.779199116E0,-1.374406274E-3,-6.406260282E-2,-2.458660305E-2
2.784095470E0,-5.024218559E-2,-8.422056586E-2,-9.239064902E-2
2.789009949E0,-7.956285775E-2,-7.750124484E-2,-1.033858955E-1
2.793888126E0,-1.149920002E-1,-7.627955079E-2,-9.361234307E-2
2.798784429E0,-1.589729935E-1,-7.017108053E-2,-6.856760383E-2
2.803680783E0,-1.895153672E-1,-3.413109109E-2,-6.261184346E-3
2.808577085E0,-2.005106062E-1,3.550549597E-2,8.108997345E-2
2.813473439E0,-2.231119573E-1,1.222458109E-1,1.415638477E-1
2.818369741E0,-2.640387416E-1,2.309766263E-1,1.709608734E-1
2.823266095E0,-2.982461751E-1,3.500918448E-1,1.795127392E-1
2.828162397E0,-3.116848171E-1,4.618768692E-1,1.807344258E-1
2.833058751E0,-3.013004065E-1,5.510605574E-1,1.868429035E-1
2.837955106E0,-2.774773538E-1,5.999283791E-1,1.917296797E-1
2.842851408E0,-2.408265322E-1,6.255839467E-1,1.819561273E-1
2.847747762E0,-1.968455315E-1,6.408551335E-1,1.446180940E-1
2.852644064E0,-1.534753740E-1,6.396334171E-1,9.391776472E-2
2.857540418E0,-1.039967462E-1,6.323032975E-1,3.527642787E-2
2.862436720E0,-4.657710344E-2,6.243622303E-1,-2.275406010E-2
2.867333074E0,6.566607859E-3,5.925981998E-1,-5.635065958E-2
2.872229429E0,5.787777901E-2,5.309026241E-1,-1.107160673E-1
2.877125731E0,1.165191159E-1,4.692070484E-1,-1.882936656E-1
2.882022085E0,2.002051920E-1,3.946836889E-1,-2.927485406E-1
2.886918387E0,3.052709103E-1,3.189386129E-1,-4.173613787E-1
2.891814741E0,4.121691883E-1,2.346417010E-1,-5.328115225E-1
2.896711095E0,5.050179958E-1,1.326302141E-1,-6.482616663E-1
2.901607397E0,5.716003180E-1,2.267770469E-2,-7.655443549E-1
2.906503751E0,6.070294380E-1,-7.933378965E-2,-8.864920735E-1
2.911400054E0,6.045860648E-1,-1.703500301E-1,-1.023932695E0
2.916296408E0,5.508314967E-1,-2.509818673E-1,-1.174811959E0
2.921192710E0,4.634803534E-1,-3.041255772E-1,-1.288429618E0
2.926089064E0,3.669664860E-1,-3.450523317E-1,-1.348292589E0
2.930985418E0,2.753393948E-1,-3.963635266E-1,-1.372115612E0
2.935881720E0,2.020377368E-1,-4.433987439E-1,-1.360509515E0
2.940778074E0,1.550024897E-1,-4.623350203E-1,-1.321415305E0
2.945674376E0,1.330119967E-1,-4.513397813E-1,-1.269493341E0
2.950570731E0,1.360662282E-1,-4.030828476E-1,-1.204743505E0
2.955467085E0,1.550024897E-1,-3.371113241E-1,-1.130831003E0
2.960363387E0,1.879882365E-1,-2.625879645E-1,-1.042868972E0
2.965259741E0,2.283041626E-1,-1.984490007E-1,-9.530744553E-1
2.970156043E0,2.637332976E-1,-1.520246118E-1,-8.687775135E-1
2.975052397E0,2.845021188E-1,-1.184280142E-1,-7.960866690E-1
2.979948751E0,2.832804024E-1,-9.277242422E-2,-7.423321605E-1
2.984845054E0,2.606790662E-1,-6.345175952E-2,-7.062921524E-1
2.989741408E0,2.240282297E-1,-3.229855001E-2,-6.812474132E-1
2.994637710E0,1.812689304E-1,-4.199574701E-3,-6.641436815E-1
2.999534064E0,1.372879148E-1,7.406522986E-3,-6.543701291E-1
3.004430418E0,9.330692142E-2,-3.588727675E-3,-6.476507783E-1
3.009330314E0,5.176930502E-2,-2.680092305E-2,-6.390989423E-1
3.014223074E0,1.389677543E-2,-5.062396824E-2,-6.201626658E-1
3.019119376E0,-2.275406010E-2,-8.299887180E-2,-5.908420086E-1
3.024015731E0,-5.268557742E-2,-1.214822456E-1,-5.517477989E-1
3.028912085E0,-7.467607409E-2,-1.495812237E-1,-5.053234100E-1
3.033808387E0,-9.361234307E-2,-1.544679999E-1,-4.534013867E-1
3.038704741E0,-1.107160673E-1,-1.349208951E-1,-3.923166394E-1
3.043601095E0,-1.327065676E-1,-8.666395396E-2,-3.226800561E-1
3.048497397E0,-1.601946950E-1,-2.313583903E-2,-2.432699203E-1
3.053393751E0,-1.901262105E-1,4.222481698E-2,-1.528645307E-1
3.058290054E0,-2.267770469E-1,1.118614078E-1,-5.146388337E-2
3.063186408E0,-2.683146596E-1,1.924932450E-1,7.253811508E-2
3.068082762E0,-3.104631305E-1,2.853420377E-1,2.186069638E-1
3.072979064E0,-3.465031087E-1,3.751365840E-1,3.737621605E-1
3.077875418E0,-3.703261614E-1,4.319453537E-1,5.325824618E-1
3.082771772E0,-3.794888556E-1,4.521033168E-1,6.944569945E-1
3.087668074E0,-3.721587062E-1,4.453839958E-1,8.581640720E-1
3.092564429E0,-3.520007432E-1,4.105657041E-1,1.011486650E0
3.097460731E0,-3.324536085E-1,3.513135314E-1,1.137321234E0
3.102357085E0,-3.202366829E-1,2.780118585E-1,1.231391668E0
3.107253439E0,-3.116848171E-1,2.059318870E-1,1.291865587E0
3.112149741E0,-3.061871827E-1,1.430146098E-1,1.320575476E0
3.117046095E0,-3.043546379E-1,8.926005661E-2,1.322407961E0
3.121942449E0,-3.061871827E-1,4.772244394E-2,1.301028252E0
3.126838751E0,-3.147390485E-1,2.939702384E-2,1.257047296E0
3.131735106E0,-3.342861533E-1,4.222481698E-2,1.196573377E0
3.136631460E0,-3.617742956E-1,7.032378763E-2,1.122050047E0
3.141527762E0,-3.874298632E-1,9.048175067E-2,1.037753105E0
3.146424116E0,-4.075878263E-1,9.720107168E-2,9.522345066E-1
3.151320418E0,-4.179722369E-1,9.720107168E-2,8.813762665E-1
3.156216772E0,-4.130854607E-1,7.826480269E-2,8.221240640E-1
3.161113126E0,-3.904841244E-1,4.405735806E-2,7.702020407E-1
3.166009429E0,-3.550549746E-1,4.963133950E-3,7.195017338E-1
3.170905783E0,-3.196258247E-1,-3.046600707E-2,6.675797105E-1
3.175802137E0,-2.884726226E-1,-6.833853573E-2,6.132143140E-1
3.180716616E0,-2.634278834E-1,-1.013242900E-1,5.521295667E-1
3.185594793E0,-2.493783981E-1,-1.184280142E-1,4.886014462E-1
3.190491147E0,-2.567085624E-1,-1.129303873E-1,4.336251915E-1
3.195387449E0,-2.756448388E-1,-8.360971510E-2,3.963635266E-1
3.200301981E0,-2.994678617E-1,-4.329380020E-2,3.682645559E-1
3.205180158E0,-3.208475113E-1,2.519744914E-3,3.432198167E-1
3.210094637E0,-3.361186981E-1,4.711159319E-2,3.096232116E-1
3.214972814E0,-3.446705639E-1,8.009734750E-2,2.650313675E-1
3.219869168E0,-3.495573401E-1,9.903360903E-2,2.021140903E-1
3.224765470E0,-3.471139669E-1,1.069746241E-1,7.864658535E-2
3.229680001E0,-3.098522723E-1,1.460688561E-1,-1.565296054E-1
3.234558179E0,-2.670929730E-1,1.760003716E-1,-3.025220931E-1
3.239472710E0,-2.328855246E-1,1.503447890E-1,-3.672719002E-1
3.244350835E0,-1.864611208E-1,9.109259397E-2,-4.271349311E-1
3.249265366E0,-1.394258887E-1,4.963133950E-3,-4.637857676E-1
3.254143491E0,-9.972081333E-2,-9.643751383E-2,-4.668400288E-1
3.259039845E0,-6.306997687E-2,-1.898971349E-1,-4.393518865E-1
3.263936199E0,-2.458660305E-2,-2.693072855E-1,-3.965925872E-1
3.268832501E0,1.084253844E-2,-3.346679509E-1,-3.550549746E-1
3.273728856E0,4.077405483E-2,-3.817031682E-1,-3.239017725E-1
3.278625210E0,6.520794332E-2,-4.024719894E-1,-2.915268540E-1
3.283521512E0,7.681404054E-2,-3.963635266E-1,-2.499892414E-1
3.288437501E0,7.437065244E-2,-3.664320111E-1,-1.980672181E-1
3.293314220E0,5.665608495E-2,-3.175642192E-1,-1.375933439E-1
3.298210522E0,3.466558084E-2,-2.467059344E-1,-6.978929788E-2
3.303106876E0,1.328592747E-2,-1.569113880E-1,-3.817795310E-3
3.308003231E0,-6.261184346E-3,-5.917582661E-2,5.360184610E-2
3.312899533E0,-2.641914412E-2,2.145601064E-2,1.024696305E-1
3.317795887E0,-4.413371533E-2,7.887565345E-2,1.464506239E-1
3.322692241E0,-4.963133857E-2,1.198024154E-1,1.843995154E-1
3.327588543E0,-4.413371533E-2,1.503447890E-1,2.186069638E-1
3.332484897E0,-3.436015919E-2,1.601183414E-1,2.442625463E-1
3.337381251E0,-2.825168520E-2,1.503447890E-1,2.625879645E-1
3.342277554E0,-2.947338112E-2,1.369061470E-1,2.741940618E-1
3.347173908E0,-3.436015919E-2,1.338519007E-1,2.876327038E-1
3.352070262E0,-4.169032723E-2,1.424037665E-1,3.029038906E-1
3.356966564E0,-5.085303262E-2,1.625617296E-1,3.163425326E-1
3.361862918E0,-6.429167092E-2,1.912715435E-1,3.279486299E-1
3.366759272E0,-8.444963396E-2,2.193705291E-1,3.407764137E-1
3.371655626E0,-1.046075895E-1,2.413610220E-1,3.609343767E-1
3.376551929E0,-1.235438585E-1,2.499128878E-1,3.847574294E-1
3.381448283E0,-1.369825006E-1,2.480803430E-1,4.061370790E-1
3.386344637E0,-1.473668963E-1,2.309766263E-1,4.201865494E-1
3.391240939E0,-1.528645307E-1,2.059318870E-1,4.293492734E-1
3.396137293E0,-1.553079188E-1,1.839413792E-1,4.348468781E-1
3.401033647E0,-1.510319859E-1,1.662268043E-1,4.403445125E-1
3.405930001E0,-1.394258887E-1,1.582857966E-1,4.446204603E-1
3.410826304E0,-1.241547018E-1,1.607291847E-1,4.452312887E-1
3.415722658E0,-1.119377613E-1,1.741678268E-1,4.421770573E-1
3.420619012E0,-1.107160673E-1,1.888281554E-1,4.342360497E-1
3.425515314E0,-1.192679256E-1,1.937149316E-1,4.238516390E-1
3.430411668E0,-1.296523362E-1,1.906607002E-1,4.134672284E-1
3.435308022E0,-1.394258887E-1,1.723352820E-1,4.061370790E-1
3.440222501E0,-1.485885978E-1,1.411820799E-1,4.000285864E-1
3.445100679E0,-1.565296054E-1,1.057529300E-1,3.994177580E-1
3.450015210E0,-1.650814712E-1,6.726955622E-2,3.994177580E-1
3.454893335E0,-1.754658818E-1,2.817532979E-2,4.000285864E-1
3.459807866E0,-1.827960461E-1,-1.336228382E-2,4.043045342E-1
3.464686043E0,-1.834068894E-1,-3.962871432E-2,4.122455418E-1
3.469582397E0,-1.766875684E-1,-4.268295318E-2,4.183540046E-1
3.474478699E0,-1.699682474E-1,-3.657447919E-2,4.201865494E-1
3.479375054E0,-1.687465608E-1,-2.069245093E-2,4.110238552E-1
3.484271408E0,-1.742441803E-1,8.017370477E-3,3.988068998E-1
3.489167710E0,-1.827960461E-1,4.100312293E-2,3.890333474E-1
3.494064064E0,-1.876828223E-1,6.971294433E-2,3.847574294E-1
3.498960418E0,-1.858502775E-1,9.659022093E-2,3.859791160E-1
3.503856720E0,-1.791309565E-1,1.155264899E-1,3.908658922E-1
3.508753074E0,-1.724116355E-1,1.253000498E-1,3.945309818E-1
3.513649429E0,-1.650814712E-1,1.295759678E-1,3.939201236E-1
3.518545783E0,-1.583621502E-1,1.314085126E-1,3.890333474E-1
3.523442085E0,-1.522536725E-1,1.332410574E-1,3.841465712E-1
3.528338439E0,-1.491994411E-1,1.332410574E-1,3.762055635E-1
3.533234793E0,-1.577513069E-1,1.344627589E-1,3.639886081E-1
3.538228647E0,-1.785201132E-1,1.399603784E-1,3.468848765E-1
3.543027397E0,-1.998997629E-1,1.387386769E-1,3.279486299E-1
3.547923804E0,-2.139492482E-1,1.314085126E-1,3.114557564E-1
3.552820158E0,-2.176143378E-1,1.185807213E-1,2.943520248E-1
3.557716460E0,-2.200577259E-1,1.075854748E-1,2.790808380E-1
3.562612814E0,-2.225011140E-1,1.149156392E-1,2.693072855E-1
3.567509168E0,-2.334963679E-1,1.393495351E-1,2.760266066E-1
3.572405470E0,-2.548760176E-1,1.601183414E-1,2.967953980E-1
3.577301824E0,-2.817533016E-1,1.698918939E-1,3.261160851E-1
3.582198179E0,-3.031329513E-1,1.796654463E-1,3.591018319E-1
3.587094533E0,-3.171824515E-1,2.034884989E-1,3.939201236E-1
3.591990835E0,-3.318427801E-1,2.364742458E-1,4.336251915E-1
3.596887189E0,-3.465031087E-1,2.706816792E-1,4.751628041E-1
3.601783543E0,-3.587200642E-1,2.902288139E-1,5.118136406E-1
3.606679897E0,-3.642176688E-1,2.969481349E-1,5.399126410E-1
3.611576199E0,-3.574983478E-1,2.926721871E-1,5.472427607E-1
3.616472554E0,-3.336753249E-1,2.871745825E-1,5.435777307E-1
3.621368908E0,-2.958027720E-1,2.835094929E-1,5.283065438E-1
3.626265210E0,-2.506000996E-1,2.804552615E-1,5.050943494E-1
3.631161564E0,-2.115058601E-1,2.792335451E-1,4.751628041E-1
3.636057918E0,-1.791309565E-1,2.786227167E-1,4.409553707E-1
3.640954272E0,-1.534753740E-1,2.749576271E-1,4.000285864E-1
3.645850574E0,-1.302631795E-1,2.694599926E-1,3.493282795E-1
3.650746929E0,-1.131594554E-1,2.737359405E-1,2.870218456E-1
3.655643283E0,-1.143811494E-1,2.908396423E-1,2.210503519E-1
3.660539637E0,-1.320957243E-1,3.091650605E-1,1.660740972E-1
3.665435939E0,-1.491994411E-1,3.048891425E-1,1.360662282E-1
3.670332293E0,-1.498102844E-1,2.633515298E-1,1.207950488E-1
3.675228647E0,-1.327065676E-1,2.040993422E-1,1.189625040E-1
3.680124949E0,-1.088835225E-1,1.436254680E-1,1.207950488E-1
3.685021304E0,-8.322793990E-2,1.020878479E-1,1.256818175E-1
3.689935835E0,-5.879404768E-2,8.987089992E-2,1.342336833E-1
3.694814012E0,-3.191677108E-2,9.964445978E-2,1.433963925E-1
3.699728491E0,-4.428642802E-3,1.240783483E-1,1.421747059E-1
3.704606668E0,1.695101149E-2,1.588966399E-1,1.250709742E-1
3.709521199E0,3.222219273E-2,2.022667974E-1,9.513945878E-2
3.714399324E0,4.749337584E-2,2.468586415E-1,6.154286116E-2
3.719313856E0,6.887302548E-2,2.798444033E-1,2.794626169E-2
