"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.005320124E2,5.121537685E0,6.434898376E0,-1.120768261E1
1.005369089E2,5.593223095E0,6.310471535E0,-1.143769264E1
1.005418054E2,6.023931026E0,6.198009014E0,-1.172961617E1
1.005467019E2,6.292226315E0,6.083153248E0,-1.203858948E1
1.005516165E2,6.433403015E0,5.987141132E0,-1.230658627E1
1.005564948E2,6.481259346E0,5.884250164E0,-1.251745319E1
1.005613913E2,6.380760670E0,5.771787167E0,-1.265145111E1
1.005662878E2,6.251548290E0,5.633003712E0,-1.275673580E1
1.005712025E2,6.083751678E0,5.558825970E0,-1.286919880E1
1.005760808E2,5.971288681E0,5.522933960E0,-1.309442234E1
1.005809955E2,5.897111416E0,5.525326729E0,-1.334806156E1
1.005858738E2,5.916254044E0,5.575575829E0,-1.369532013E1
1.005907885E2,6.057430744E0,5.637789249E0,-1.408056450E1
1.005956668E2,6.225227356E0,5.721538067E0,-1.439193058E1
1.006005632E2,6.416653156E0,5.896214008E0,-1.454028606E1
1.006054597E2,6.624828815E0,6.061617851E0,-1.451875019E1
1.006103747E2,6.780661106E0,6.296114445E0,-1.432014656E1
1.006152527E2,6.933801651E0,6.494719028E0,-1.395374489E1
1.006201530E2,7.034300327E0,6.650551319E0,-1.344856071E1
1.006250457E2,7.168298244E0,6.746264458E0,-1.280459213E1
1.006299422E2,7.254739285E0,6.774978161E0,-1.208883953E1
1.006348386E2,7.348059177E0,6.700800896E0,-1.131535912E1
1.006397386E2,7.388737202E0,6.605087757E0,-1.063789082E1
1.006446316E2,7.395915508E0,6.480361938E0,-1.012792110E1
1.006495281E2,7.364809036E0,6.363113403E0,-9.737891197E0
1.006544246E2,7.269095898E0,6.193223000E0,-9.507881165E0
1.006593211E2,7.199405193E0,5.953641891E0,-9.364311218E0
1.006642176E2,7.208976269E0,5.633003712E0,-9.340383530E0
1.006691140E2,7.175477028E0,5.252245903E0,-9.378668785E0
1.006740106E2,7.079763889E0,4.861916542E0,-9.474381447E0
1.006789070E2,6.912266254E0,4.467100620E0,-9.534201622E0
1.006838035E2,6.655935287E0,4.016951084E0,-9.541379929E0
1.006887975E2,6.328118801E0,3.554837227E0,-9.464810371E0
1.006935964E2,5.918646812E0,3.116651535E0,-9.409774780E0
1.006984930E2,5.487639427E0,2.743371248E0,-9.416953087E0
1.007033895E2,5.088038445E0,2.463111877E0,-9.515059471E0
1.007082860E2,4.616353035E0,2.388934374E0,-9.733105659E0
1.007131824E2,4.106382847E0,2.491825581E0,-9.943673134E0
1.007180789E2,3.670589924E0,2.721835852E0,-1.017817020E1
1.007229754E2,3.337987661E0,3.044866800E0,-1.034836006E1
1.007278719E2,3.119941711E0,3.428017616E0,-1.047517967E1
1.007327684E2,3.021835804E0,3.890131474E0,-1.052542877E1
1.007376649E2,2.976372242E0,4.357030869E0,-1.046560764E1
1.007425614E2,2.964408159E0,4.816452980E0,-1.029571724E1
1.007474578E2,2.921337366E0,5.237888813E0,-1.004895782E1
1.007523544E2,2.914158821E0,5.613861084E0,-9.701998711E0
1.007572509E2,2.868695259E0,5.956034660E0,-9.249456406E0
1.007621473E2,2.777767897E0,6.231508255E0,-8.717949867E0
1.007670438E2,2.686541557E0,6.439683914E0,-8.162516594E0
1.007719403E2,2.593221426E0,6.566503525E0,-7.652545929E0
1.007768368E2,2.480758905E0,6.614659309E0,-7.216753006E0
1.007817333E2,2.430509567E0,6.605087757E0,-6.838387966E0
1.007866298E2,2.432902336E0,6.473183632E0,-6.534499645E0
1.007915262E2,2.564507723E0,6.255436420E0,-6.294918060E0
1.007964227E2,2.787339211E0,5.984748363E0,-6.196812630E0
1.008013193E2,3.060121059E0,5.635396481E0,-6.227919102E0
1.008062157E2,3.280260801E0,5.343173027E0,-6.371787548E0
1.008111122E2,3.457628727E0,5.125426292E0,-6.620641232E0
1.008160087E2,3.617947817E0,4.977071285E0,-6.869494915E0
1.008209234E2,3.763910055E0,4.871487617E0,-7.156932354E0
1.008258017E2,3.891028643E0,4.787738800E0,-7.453941822E0
1.008307163E2,4.041776657E0,4.744668007E0,-7.729116440E0
1.008355947E2,4.156631947E0,4.737489700E0,-8.018946648E0
1.008405094E2,4.211667061E0,4.747061253E0,-8.253443718E0
1.008453876E2,4.175774574E0,4.790132046E0,-8.444869041E0
1.008502841E2,4.127918243E0,4.814060211E0,-8.545368195E0
1.008551806E2,4.058526516E0,4.799703121E0,-8.574380875E0
1.008600771E2,4.001098633E0,4.778167725E0,-8.550153732E0
1.008649736E2,3.984348774E0,4.665705204E0,-8.495118141E0
1.008698701E2,3.953242064E0,4.548456669E0,-8.420941353E0
1.008747665E2,4.025026798E0,4.352245331E0,-8.258229256E0
1.008796631E2,4.202095509E0,4.155734539E0,-8.050053596E0
1.008845596E2,4.388735771E0,3.928416491E0,-7.879864216E0
1.008894560E2,4.621138573E0,3.789632797E0,-7.745865822E0
1.008943525E2,4.855635166E0,3.727120399E0,-7.686045647E0
1.008992490E2,5.097609520E0,3.760619879E0,-7.726723194E0
1.009041455E2,5.298606873E0,3.904488325E0,-7.867899895E0
1.009090420E2,5.497210979E0,4.119842529E0,-8.078767776E0
1.009139385E2,5.617151260E0,4.388137817E0,-8.320442200E0
1.009188349E2,5.688935757E0,4.670490742E0,-8.574380875E0
1.009237314E2,5.712863922E0,4.984249592E0,-8.763413429E0
1.009286279E2,5.576473236E0,5.297709465E0,-8.926125526E0
1.009335244E2,5.286642551E0,5.618646622E0,-8.973981857E0
1.009384209E2,4.939383984E0,5.893821239E0,-8.923732758E0
1.009433174E2,4.515854359E0,6.116652966E0,-8.734700203E0
1.009482139E2,4.017848492E0,6.276971817E0,-8.454441071E0
1.009531103E2,3.567698479E0,6.384648800E0,-8.076375008E0
1.009580069E2,3.148655415E0,6.406184196E0,-7.659724236E0
1.009629034E2,2.830410004E0,6.341578007E0,-7.257431030E0
1.009677998E2,2.607578516E0,6.265007973E0,-6.893722057E0
1.009726963E2,2.444866419E0,6.186044693E0,-6.572784901E0
1.009775928E2,2.330011129E0,6.111867428E0,-6.302096844E0
1.009824893E2,2.365903378E0,6.097510338E0,-6.163312912E0
1.009873858E2,2.564507723E0,6.092724800E0,-6.134599209E0
1.009922823E2,2.780160904E0,6.128616810E0,-6.158527374E0
1.009971788E2,3.021835804E0,6.207580090E0,-6.182455540E0
1.010020752E2,3.297309637E0,6.267400742E0,-6.184848309E0
1.010069718E2,3.534198999E0,6.327221394E0,-6.184848309E0
1.010118682E2,3.747160196E0,6.336792469E0,-6.136991978E0
1.010167647E2,3.962813377E0,6.358327866E0,-6.007779598E0
1.010216612E2,4.173381805E0,6.336792469E0,-5.873781204E0
1.010265577E2,4.374378681E0,6.284150600E0,-5.701199055E0
1.010314542E2,4.546961308E0,6.198009014E0,-5.485845089E0
1.010363507E2,4.740779877E0,6.073582172E0,-5.284847736E0
1.010412653E2,4.956133842E0,5.860321522E0,-5.071587563E0
1.010461436E2,5.167001247E0,5.628218174E0,-4.884947300E0
1.010510401E2,5.370391369E0,5.340780258E0,-4.664807796E0
1.010559366E2,5.528317451E0,5.046463013E0,-4.391726971E0
1.010608511E2,5.614758492E0,4.749454021E0,-4.166801453E0
1.010657296E2,5.636293888E0,4.493422031E0,-3.948755503E0
1.010706443E2,5.545366287E0,4.232305050E0,-3.781257868E0
1.010755226E2,5.341677666E0,4.064807415E0,-3.680759430E0
1.010804190E2,5.001896858E0,3.964308977E0,-3.652045488E0
1.010853156E2,4.554139614E0,3.904488325E0,-3.656831264E0
1.010902302E2,3.967599154E0,3.844667673E0,-3.695116282E0
1.010951085E2,3.388236761E0,3.799204111E0,-3.733401537E0
1.011000050E2,2.818445921E0,3.743870020E0,-3.788436413E0
1.011049015E2,2.325225353E0,3.727120399E0,-3.793222189E0
1.011097980E2,1.891825438E0,3.710370541E0,-3.735794306E0
1.011146945E2,1.494317770E0,3.717549086E0,-3.587439299E0
1.011195910E2,1.159322619E0,3.743870020E0,-3.345465183E0
1.011244875E2,8.479565382E-1,3.777668715E0,-3.000898600E0
1.011293839E2,6.421737671E-1,3.803989887E0,-2.565105915E0
1.011342804E2,4.962115884E-1,3.859024763E0,-2.086242199E0
1.011391769E2,3.523431420E-1,3.930809498E0,-1.576271892E0
1.011440734E2,2.757728100E-1,4.095914364E0,-1.159621716E0
1.011489699E2,1.704886109E-1,4.304089546E0,-8.078767657E-1
1.011538664E2,7.238288224E-2,4.653740883E0,-6.065805554E-1
1.011587629E2,-1.794616925E-3,5.115854740E0,-5.371887088E-1
1.011636594E2,-3.529413417E-2,5.597111225E0,-5.635097623E-1
1.011685559E2,-1.136590727E-2,6.054439545E0,-6.185446382E-1
1.011734523E2,6.281159073E-2,6.473183632E0,-7.289136052E-1
1.011783488E2,1.824527234E-1,6.851548672E0,-8.365905881E-1
1.011832453E2,3.403790295E-1,7.177271366E0,-9.179465771E-1
1.011881418E2,5.560321808E-1,7.402196884E0,-9.849455953E-1
1.011930383E2,8.192426562E-1,7.545766354E0,-1.090229869E0
1.011979348E2,1.228714466E0,7.555337429E0,-1.118943691E0
1.012028313E2,1.791326880E0,7.323233604E0,-1.073480010E0
1.012077277E2,2.339582443E0,6.973582268E0,-1.059123158E0
1.012126243E2,2.763411045E0,6.554539204E0,-1.111765265E0
1.012175208E2,3.098406315E0,6.162116528E0,-1.219442248E0
1.012224172E2,3.333201885E0,5.786144257E0,-1.336989641E0
1.012273137E2,3.493520975E0,5.410171986E0,-1.492523074E0
1.012322102E2,3.589233875E0,5.039284706E0,-1.645663738E0
1.012371067E2,3.637090445E0,4.689633369E0,-1.801197290E0
1.012420032E2,3.670589924E0,4.357030869E0,-1.937887192E0
1.012468997E2,3.598805189E0,4.031308174E0,-2.110170364E0
1.012518144E2,3.546163082E0,3.710370541E0,-2.248954296E0
1.012566926E2,3.460021496E0,3.425624609E0,-2.325524569E0
1.012616073E2,3.352344513E0,3.207578659E0,-2.380559444E0
1.012664856E2,3.268296719E0,3.006581545E0,-2.382952213E0
1.012714006E2,3.153441191E0,2.865405083E0,-2.337488651E0
1.012762786E2,3.031407118E0,2.764906645E0,-2.280060768E0
1.012811751E2,2.885445118E0,2.714657307E0,-2.227418661E0
1.012860716E2,2.708076954E0,2.697907448E0,-2.162812471E0
1.012909863E2,2.483151674E0,2.738585472E0,-2.100599289E0
1.012958646E2,2.253440619E0,2.800798893E0,-2.107777596E0
1.013007792E2,2.023430586E0,2.822334290E0,-2.191526413E0
1.013056575E2,1.832004786E0,2.817548752E0,-2.347059965E0
1.013105540E2,1.664507270E0,2.784049034E0,-2.536391973E0
1.013154505E2,1.554138303E0,2.745764017E0,-2.809173822E0
1.013203470E2,1.475175142E0,2.690729141E0,-3.130111217E0
1.013252435E2,1.448854089E0,2.657229662E0,-3.493820190E0
1.013301400E2,1.412961721E0,2.678765059E0,-3.953541279E0
1.013350365E2,1.434497118E0,2.726621389E0,-4.422833443E0
1.013399362E2,1.472782373E0,2.796013355E0,-4.920839787E0
1.013448295E2,1.590030670E0,2.946761131E0,-5.481059551E0
1.013497259E2,1.776969910E0,3.102294445E0,-6.019743443E0
1.013546224E2,1.963610053E0,3.260519981E0,-6.474678993E0
1.013595189E2,2.205584288E0,3.444767237E0,-6.900900364E0
1.013644154E2,2.464009047E0,3.629014730E0,-7.250252724E0
1.013693119E2,2.770589590E0,3.801596880E0,-7.525726318E0
1.013742084E2,3.086441994E0,4.007379532E0,-7.779365540E0
1.013791049E2,3.385843992E0,4.196412563E0,-8.026124954E0
1.013840013E2,3.694518089E0,4.435994148E0,-8.229515076E0
1.013888978E2,3.969991922E0,4.675276279E0,-8.456833839E0
1.013937944E2,4.252345085E0,4.960321426E0,-8.744271278E0
1.013986908E2,4.499104977E0,5.273781300E0,-9.081659317E0
1.014035873E2,4.743172646E0,5.592325687E0,-9.366703987E0
1.014084838E2,4.982754230E0,5.908178329E0,-9.625128746E0
1.014133803E2,5.190929413E0,6.190830231E0,-9.795318604E0
1.014182768E2,5.411069393E0,6.480361938E0,-9.876674652E0
1.014231733E2,5.645864964E0,6.676872253E0,-9.881460190E0
1.014280698E2,5.839683533E0,6.877869606E0,-9.797711372E0
1.014329662E2,6.016752720E0,6.956832886E0,-9.577272415E0
1.014378627E2,6.167799473E0,7.016653538E0,-9.266205788E0
1.014427592E2,6.280261993E0,7.002296448E0,-8.868698120E0
1.014476557E2,6.411867142E0,6.875476837E0,-8.428119659E0
1.014525522E2,6.507580280E0,6.686443806E0,-7.977969646E0
1.014574487E2,6.593721867E0,6.434898376E0,-7.549654484E0
1.014623452E2,6.622435570E0,6.099903107E0,-7.144968510E0
1.014672416E2,6.581758022E0,5.721538067E0,-6.833602428E0
1.014721382E2,6.469295025E0,5.347958565E0,-6.639783859E0
1.014770346E2,6.316154480E0,4.967499733E0,-6.589534283E0
1.014819311E2,6.100800514E0,4.593920231E0,-6.752246380E0
1.014868276E2,5.822933674E0,4.308875561E0,-7.085147858E0
1.014917423E2,5.559723377E0,4.076771736E0,-7.566404343E0
1.014966206E2,5.274678230E0,3.949951887E0,-8.210372925E0
1.015015171E2,4.975575447E0,4.031308174E0,-8.892625809E0
1.015064136E2,4.642673969E0,4.313661098E0,-9.605986595E0
1.015113283E2,4.343272209E0,4.684847832E0,-1.028375340E1
1.015162065E2,4.113561153E0,5.137390137E0,-1.101147079E1
1.015211031E2,3.989134550E0,5.573183060E0,-1.157408333E1
1.015259995E2,3.967599154E0,5.996712685E0,-1.191386414E1
1.015308960E2,3.902992725E0,6.348756790E0,-1.202662563E1
1.015357925E2,3.893421650E0,6.638587475E0,-1.189472103E1
1.015407072E2,3.883850336E0,6.810870647E0,-1.157647610E1
1.015455855E2,3.859921932E0,6.880262375E0,-1.103779221E1
1.015504820E2,3.816552162E0,6.865905285E0,-1.036510944E1
1.015553785E2,3.751945972E0,6.770192623E0,-9.598808289E0
1.015602749E2,3.699303865E0,6.595516682E0,-8.849555016E0
1.015651714E2,3.663411379E0,6.365506649E0,-8.212765694E0
1.015700679E2,3.629911900E0,6.145366669E0,-7.745865822E0
1.015749644E2,3.584448338E0,5.917749405E0,-7.420143127E0
1.015798609E2,3.546163082E0,5.680860043E0,-7.276573658E0
1.015847574E2,3.598805189E0,5.414957523E0,-7.338787079E0
1.015896571E2,3.754338741E0,5.154139996E0,-7.571189880E0
1.015945504E2,3.979563236E0,4.924428940E0,-8.028517723E0
1.015994469E2,4.333701134E0,4.737489700E0,-8.672486305E0
1.016043434E2,4.659423828E0,4.579563618E0,-9.404989243E0
1.016092398E2,4.956133842E0,4.567599297E0,-1.013988495E1
1.016141363E2,5.195715427E0,4.636991024E0,-1.086790180E1
1.016190328E2,5.444568634E0,4.687240601E0,-1.153340530E1
1.016239293E2,5.720042706E0,4.739882469E0,-1.202901840E1
1.016288258E2,5.978467464E0,4.794917583E0,-1.238315582E1
1.016337223E2,6.172585011E0,4.883451939E0,-1.255573845E1
1.016386188E2,6.347260952E0,4.969892502E0,-1.260838032E1
1.016435152E2,6.459723949E0,5.082355499E0,-1.255334568E1
1.016484118E2,6.500401974E0,5.199603558E0,-1.244536972E1
1.016533083E2,6.450152397E0,5.328815937E0,-1.228265762E1
1.016582047E2,6.282654762E0,5.407779217E0,-1.208644581E1
1.016631012E2,5.990431309E0,5.475077152E0,-1.186840057E1
1.016679977E2,5.626722336E0,5.534897804E0,-1.158604717E1
1.016728942E2,5.286642551E0,5.599503994E0,-1.126032448E1
1.016777907E2,5.102395058E0,5.644967556E0,-1.097797108E1
1.016826872E2,5.023432255E0,5.697609901E0,-1.078863907E1
1.016875837E2,5.119144917E0,5.707180977E0,-1.070249748E1
1.016924801E2,5.346463203E0,5.659324646E0,-1.072163963E1
1.016973766E2,5.641079426E0,5.601896763E0,-1.082004452E1
1.017022732E2,5.956932068E0,5.515755177E0,-1.096361446E1
1.017071696E2,6.230012894E0,5.434100151E0,-1.118375397E1
1.017120661E2,6.565008163E0,5.319244862E0,-1.146879864E1
1.017169626E2,6.881159782E0,5.108676434E0,-1.182293701E1
1.017218591E2,7.197012424E0,4.905286312E0,-1.218215942E1
1.017267556E2,7.501199722E0,4.636991024E0,-1.252941799E1
1.017316521E2,7.805387497E0,4.395316124E0,-1.279502106E1
1.017365486E2,8.099704742E0,4.119842529E0,-1.298405361E1
1.017414450E2,8.271987915E0,3.899702787E0,-1.310877991E1
1.017463415E2,8.377571106E0,3.686442375E0,-1.319492149E1
1.017512381E2,8.420641899E0,3.521337509E0,-1.314945793E1
1.017561345E2,8.334200859E0,3.375375509E0,-1.299123192E1
1.017610492E2,8.090133667E0,3.322733402E0,-1.274716473E1
1.017659275E2,7.623233795E0,3.428017616E0,-1.249591827E1
1.017708417E2,6.979265213E0,3.688835144E0,-1.223480129E1
1.017757205E2,6.359225273E0,4.012165546E0,-1.193330574E1
1.017806170E2,5.885147095E0,4.304089546E0,-1.160758305E1
1.017855135E2,5.667400360E0,4.450351238E0,-1.125793171E1
1.017904099E2,5.688935757E0,4.450351238E0,-1.093490028E1
1.017953064E2,5.880361557E0,4.354638100E0,-1.061874866E1
1.018002029E2,6.143871307E0,4.184448719E0,-1.036032391E1
1.018050994E2,6.423831463E0,4.000201225E0,-1.012313557E1
1.018099959E2,6.701697826E0,3.856631994E0,-9.926923752E0
1.018148924E2,6.993622303E0,3.717549086E0,-9.761818886E0
1.018197889E2,7.228417873E0,3.638586044E0,-9.634700775E0
1.018246853E2,7.369594574E0,3.562015533E0,-9.534201622E0
1.018295898E2,7.429415226E0,3.504587889E0,-9.450452805E0
1.018344784E2,7.383951664E0,3.506980658E0,-9.409774780E0
1.018393748E2,7.285845757E0,3.538087368E0,-9.383454323E0
1.018442713E2,7.041478634E0,3.612264872E0,-9.316454887E0
1.018491678E2,6.728019238E0,3.662514210E0,-9.280562401E0
1.018540643E2,6.308976173E0,3.803989887E0,-9.232706070E0
1.018589608E2,5.796612740E0,3.952344894E0,-9.218349457E0
1.018638573E2,5.269892693E0,4.136591911E0,-9.211171150E0
1.018687538E2,4.764708042E0,4.357030869E0,-9.168100357E0
1.018736502E2,4.273880482E0,4.622634411E0,-9.043374062E0
1.018785468E2,3.809373617E0,4.910071850E0,-8.842376709E0
1.018834433E2,3.426522017E0,5.245067120E0,-8.586344719E0
1.018883397E2,3.141477108E0,5.513362408E0,-8.370692253E0
1.018932362E2,2.930908680E0,5.738287926E0,-8.200801849E0
1.018981327E2,2.940479994E0,5.881857395E0,-8.109873772E0
1.019030292E2,3.086441994E0,5.877071381E0,-8.052446365E0
1.019079257E2,3.412165165E0,5.771787167E0,-7.985148430E0
1.019128222E2,3.874279022E0,5.556433201E0,-7.896613598E0
1.019177187E2,4.324129581E0,5.331208706E0,-7.798508167E0
1.019226151E2,4.731208801E0,5.139782906E0,-7.755437374E0
1.019275116E2,5.006682396E0,4.977071285E0,-7.772187233E0
1.019324082E2,5.241178989E0,4.775774956E0,-7.848757267E0
1.019373046E2,5.420640469E0,4.572384834E0,-7.930113316E0
1.019422011E2,5.540580750E0,4.337888241E0,-8.002197266E0
1.019470976E2,5.578866005E0,4.081557274E0,-8.045268059E0
1.019519941E2,5.525924683E0,3.823132277E0,-8.069195747E0
1.019568906E2,5.291428089E0,3.569194078E0,-8.064410210E0
1.019617871E2,4.903491974E0,3.365804195E0,-8.023732185E0
1.019666836E2,4.412663937E0,3.236591816E0,-7.954041481E0
1.019715800E2,3.972384691E0,3.119044304E0,-7.884649754E0
1.019764765E2,3.589233875E0,3.037688255E0,-7.841578960E0
1.019813912E2,3.314059258E0,3.030509949E0,-7.765008450E0
1.019862695E2,3.151048422E0,3.066402197E0,-7.662117004E0
1.019911841E2,3.076870918E0,3.157329559E0,-7.573582649E0
1.019960625E2,3.103191853E0,3.277269602E0,-7.528119087E0
1.020009772E2,3.311666489E0,3.444767237E0,-7.585546970E0
1.020058555E2,3.696911097E0,3.688835144E0,-7.774580002E0
1.020107520E2,4.230809689E0,3.973880291E0,-8.069195747E0
1.020156485E2,4.671388149E0,4.308875561E0,-8.404191017E0
1.020205449E2,4.982754230E0,4.581956387E0,-8.725129128E0
1.020254414E2,5.238786221E0,4.837988377E0,-9.086444855E0
1.020303379E2,5.396712303E0,5.072783947E0,-9.369096756E0
1.020352344E2,5.518746376E0,5.266602516E0,-9.586843491E0
1.020401345E2,5.619544029E0,5.379065514E0,-9.699605942E0
1.020450274E2,5.684150219E0,5.419743061E0,-9.639486313E0
1.020499239E2,5.619544029E0,5.371886730E0,-9.414560318E0
1.020548204E2,5.415854931E0,5.249852657E0,-9.014659882E0
1.020597169E2,5.133502007E0,5.056034088E0,-8.552546501E0
1.020646134E2,4.944169998E0,4.866702080E0,-8.133802414E0
1.020695099E2,4.747958183E0,4.730311394E0,-7.753044605E0
1.020744063E2,4.561318398E0,4.675276279E0,-7.444370270E0
1.020793028E2,4.369593143E0,4.684847832E0,-7.188039303E0
1.020841993E2,4.204488277E0,4.747061253E0,-6.972685337E0
1.020890993E2,4.044169426E0,4.818845749E0,-6.788138866E0
1.020939923E2,3.910171270E0,4.924428940E0,-6.630212307E0
1.020988888E2,3.842873096E0,5.058426857E0,-6.493821621E0
1.021037853E2,3.828516245E0,5.228317261E0,-6.412465572E0
1.021086818E2,3.893421650E0,5.424529076E0,-6.405287266E0
1.021135783E2,4.082454681E0,5.714359760E0,-6.479464531E0
1.021184747E2,4.391128540E0,6.047261238E0,-6.620641232E0
1.021233712E2,4.747958183E0,6.377470493E0,-6.812067032E0
1.021282677E2,5.126323223E0,6.674479485E0,-7.034898758E0
1.021331642E2,5.511568069E0,6.904190540E0,-7.271788120E0
1.021380607E2,5.863611698E0,7.112366199E0,-7.494619846E0
1.021429572E2,6.182156563E0,7.232306480E0,-7.686045647E0
1.021478537E2,6.435795784E0,7.237092018E0,-7.808079243E0
1.021527502E2,6.612864494E0,7.162914753E0,-7.832007408E0
1.021576466E2,6.744768620E0,6.980761051E0,-7.767401218E0
1.021625432E2,6.804589272E0,6.691229343E0,-7.587939739E0
1.021674397E2,6.792625427E0,6.365506649E0,-7.338787079E0
1.021723361E2,6.639185429E0,6.020939827E0,-7.054041386E0
1.021772326E2,6.440581322E0,5.692824364E0,-6.730710983E0
1.021821291E2,6.186942101E0,5.381458282E0,-6.388537407E0
1.021870256E2,5.933003902E0,5.082355499E0,-6.007779598E0
1.021919221E2,5.712863922E0,4.840381145E0,-5.591129303E0
1.021968186E2,5.482853889E0,4.596313000E0,-5.179264545E0
1.022017151E2,5.212464809E0,4.380959034E0,-4.791627407E0
1.022066115E2,4.932205677E0,4.196412563E0,-4.418047905E0
1.022115262E2,4.664209366E0,4.079164505E0,-4.118945122E0
1.022164046E2,4.381557465E0,3.981058598E0,-3.836292982E0
1.022213010E2,4.060919285E0,3.918845177E0,-3.620938778E0
1.022261975E2,3.725624800E0,3.882952929E0,-3.417249918E0
1.022310940E2,3.428914785E0,3.873381615E0,-3.247359514E0
1.022359905E2,3.091227770E0,3.851846218E0,-3.108575821E0
1.022408870E2,2.772982359E0,3.849453449E0,-3.005684376E0
1.022457835E2,2.497508526E0,3.856631994E0,-2.931207657E0
1.022507014E2,2.229512453E0,3.875774384E0,-2.868994236E0
1.022555764E2,1.997109652E0,3.902095556E0,-2.854637384E0
1.022604911E2,1.815255046E0,3.988237143E0,-2.859423161E0
1.022653695E2,1.647757530E0,4.095914364E0,-2.907279491E0
1.022702659E2,1.506281853E0,4.225126743E0,-2.993720293E0
1.022751624E2,1.429711580E0,4.385744572E0,-3.075076103E0
1.022800589E2,1.377069473E0,4.519742966E0,-3.185146093E0
1.022849554E2,1.345962763E0,4.677669048E0,-3.266501904E0
1.022898519E2,1.336391449E0,4.782953262E0,-3.367000580E0
1.022947484E2,1.300499082E0,4.885844707E0,-3.438785315E0
1.022996449E2,1.307677627E0,4.967499733E0,-3.465106249E0
1.023045413E2,1.298106313E0,5.015356064E0,-3.424428225E0
1.023094378E2,1.286142230E0,5.065605640E0,-3.304787159E0
1.023143344E2,1.278963685E0,5.101497650E0,-3.120539904E0
1.023192308E2,1.278963685E0,5.089533806E0,-2.837887764E0
1.023241273E2,1.250249863E0,5.072783947E0,-2.522035122E0
1.023290238E2,1.233500123E0,5.070391178E0,-2.131705761E0
1.023339203E2,1.204786181E0,5.032105923E0,-1.727019787E0
1.023388168E2,1.185643673E0,5.024927616E0,-1.310668588E0
1.023437133E2,1.152144074E0,5.070391178E0,-9.179465771E-1
1.023486098E2,1.116251707E0,5.067998409E0,-5.563312769E-1
1.023535063E2,1.106680512E0,5.070391178E0,-2.667997181E-1
1.023584027E2,1.104287624E0,5.039284706E0,-1.764706708E-2
1.023632993E2,1.133001566E0,4.998606682E0,1.689931005E-1
1.023681957E2,1.178465128E0,4.922036171E0,2.742772996E-1
1.023730922E2,1.302891970E0,4.849952221E0,3.221337497E-1
1.023779887E2,1.582852125E0,4.723132610E0,3.628117442E-1
1.023828852E2,2.011466503E0,4.507778645E0,3.149552941E-1
1.023877817E2,2.401795626E0,4.366602421E0,1.522433460E-1
1.023926782E2,2.722434044E0,4.287340164E0,-9.421738982E-2
1.023975747E2,3.040978432E0,4.265804768E0,-4.797609448E-1
1.024024712E2,3.337987661E0,4.256233215E0,-1.011266708E0
1.024073676E2,3.634697676E0,4.263411522E0,-1.602592945E0
1.024122641E2,3.969991922E0,4.277768612E0,-2.184347868E0
1.024171607E2,4.302594185E0,4.289732933E0,-2.742174864E0
1.024220571E2,4.645066738E0,4.277768612E0,-3.247359514E0
1.024269536E2,4.920241356E0,4.268197536E0,-3.714258909E0
1.024318501E2,5.217250824E0,4.205984116E0,-4.102195263E0
1.024367466E2,5.449354649E0,4.172484398E0,-4.420440674E0
1.024416431E2,5.648257732E0,4.069592953E0,-4.652843475E0
1.024465396E2,5.779862881E0,3.971487284E0,-4.767699242E0
1.024514361E2,5.854040623E0,3.782454491E0,-4.784449100E0
1.024563326E2,5.851647854E0,3.605086327E0,-4.719842434E0
1.024612290E2,5.818148136E0,3.349054337E0,-4.578367233E0
1.024661256E2,5.765506268E0,3.119044304E0,-4.425226212E0
1.024710402E2,5.662614822E0,2.870190859E0,-4.310370922E0
1.024759185E2,5.590830326E0,2.640180588E0,-4.202693939E0
1.024808150E2,5.461318493E0,2.465504646E0,-4.154837608E0
1.024857115E2,5.236393452E0,2.410469770E0,-4.205086708E0
1.024906262E2,4.872385025E0,2.542074919E0,-4.384548187E0
1.024955045E2,4.444069862E0,2.726621389E0,-4.621438026E0
1.025004010E2,4.058526516E0,2.927618504E0,-4.892126083E0
1.025052975E2,3.706482172E0,3.092723370E0,-5.160121918E0
1.025101939E2,3.400201082E0,3.238984585E0,-5.433202744E0
1.025150904E2,3.119941711E0,3.356232882E0,-5.691627979E0
1.025199869E2,2.844767094E0,3.518944740E0,-5.969494343E0
1.025248834E2,2.605185747E0,3.676871061E0,-6.239883423E0
1.025297799E2,2.442473650E0,3.863810301E0,-6.558427811E0
1.025346764E2,2.318047047E0,4.074378967E0,-6.838387966E0
1.025395729E2,2.258226395E0,4.270590305E0,-7.099504948E0
1.025444694E2,2.279761791E0,4.491028786E0,-7.326822758E0
1.025494634E2,2.315654039E0,4.727918625E0,-7.489833832E0
1.025542623E2,2.408974171E0,4.941178799E0,-7.590332508E0
1.025591588E2,2.519043922E0,5.182853699E0,-7.590332508E0
1.025640553E2,2.624328136E0,5.431707382E0,-7.508976460E0
1.025689519E2,2.720041037E0,5.692824364E0,-7.420143127E0
1.025738483E2,2.816053152E0,5.951249123E0,-7.310073376E0
1.025787448E2,2.950051308E0,6.188437462E0,-7.183253765E0
1.025836413E2,3.165405273E0,6.250650883E0,-6.972685337E0
1.025886353E2,3.512663603E0,6.154938221E0,-6.771389008E0
