"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.466537146E1,8.694919348E-1,1.328315616E0,-2.309073806E-1
3.467026781E1,8.335995674E-1,1.244566917E0,-2.859423161E-1
3.467516417E1,5.225326419E-1,1.304387450E0,-4.725824594E-1
3.468006057E1,2.662015259E-1,1.421635747E0,-9.227322340E-1
3.468495693E1,9.631111473E-2,1.493420482E0,-1.473380566E0
3.468985328E1,-3.050848842E-2,1.630110383E0,-1.817947030E0
3.469474964E1,-2.557329237E-1,1.795215130E0,-1.817947030E0
3.469964599E1,-3.969094455E-1,1.914856315E0,-1.660020709E0
3.470454234E1,-4.878367186E-1,2.231008053E0,-1.480558991E0
3.470943870E1,-7.513462901E-1,2.705085993E0,-1.066301584E0
3.471433511E1,-1.036092162E0,3.337090254E0,-3.266202807E-1
3.471923146E1,-1.031306505E0,4.308875561E0,5.712863803E-1
3.472412781E1,-1.273280740E0,6.030511379E0,1.186540961E0
3.472902417E1,-2.008176327E0,8.960822105E0,1.447358608E0
3.473392052E1,-3.391826153E0,1.317906857E1,8.751748800E-1
3.473881688E1,-5.005486012E0,1.871665955E1,1.450648755E-1
3.474371323E1,-5.525027275E0,2.599233437E1,9.855438471E-1
3.474860964E1,-5.379065514E0,3.556392288E1,3.209373474E0
3.475350599E1,-7.923832417E0,4.552584457E1,6.092126369E0
3.475840234E1,-9.480064392E0,4.953112793E1,9.946365356E0
3.476329870E1,-7.682157040E0,4.551148605E1,1.404048538E1
3.476819505E1,-1.148554921E0,3.606911087E1,1.765783501E1
3.477309141E1,-9.906286001E-1,2.896810913E1,1.772483444E1
3.477798776E1,-6.873084068E0,2.816142845E1,1.578096485E1
3.478288417E1,-1.182622719E1,2.862593460E1,1.374586868E1
3.478778052E1,-1.309771252E1,2.792693138E1,1.184506989E1
3.479267688E1,-1.312642670E1,2.672244453E1,9.486943245E0
3.479757323E1,-1.200838089E1,2.544168663E1,7.506882668E0
3.480246959E1,-9.918250084E0,2.379692078E1,7.150053024E0
3.480736594E1,-7.804191113E0,2.192244339E1,7.676773071E0
3.481226229E1,-7.459624767E0,2.085225296E1,7.866105556E0
3.481715865E1,-7.552944660E0,1.992084694E1,8.201100349E0
3.482205505E1,-7.909475327E0,1.917877197E1,8.035995483E0
3.482695141E1,-8.036594391E0,1.873580170E1,7.399205685E0
3.483184776E1,-8.067700386E0,1.858983994E1,7.258029461E0
3.483674412E1,-7.358827114E0,1.824975967E1,7.325028419E0
3.484164047E1,-5.991927147E0,1.770868301E1,8.024031639E0
3.484653682E1,-4.373481750E0,1.713171196E1,8.912366867E0
3.485145141E1,-3.104687452E0,1.686371613E1,9.589835167E0
3.485632959E1,-2.716751099E0,1.712692642E1,9.793225288E0
3.486124412E1,-2.814856768E0,1.792672729E1,9.544371605E0
3.486612229E1,-3.114258766E0,1.880997849E1,8.838189125E0
3.487103682E1,-3.564408541E0,1.934387779E1,7.808677673E0
3.487591500E1,-3.856332779E0,1.931037712E1,6.690631390E0
3.488082953E1,-4.012165546E0,1.864248085E1,5.680262089E0
3.488570776E1,-4.308875561E0,1.761536217E1,4.801497936E0
3.489060412E1,-4.787738800E0,1.648056602E1,4.078566074E0
3.489550047E1,-5.338387489E0,1.530269909E1,3.602095366E0
3.490041500E1,-5.666203976E0,1.419661713E1,3.745664835E0
3.490529318E1,-5.917749405E0,1.323410416E1,4.514358997E0
3.491019334E1,-5.960820198E0,1.227667522E1,5.388038158E0
3.491508589E1,-5.632704735E0,1.134048367E1,5.864509106E0
3.491998229E1,-5.201996326E0,1.062473106E1,5.857330799E0
3.492487865E1,-4.837988377E0,1.008843899E1,5.522335529E0
3.492977500E1,-4.373481750E0,9.585647583E0,4.914259434E0
3.493467136E1,-3.908974886E0,9.118747711E0,4.080958843E0
3.493964084E1,-3.619443417E0,8.685347557E0,3.082553864E0
3.494446406E1,-3.286541939E0,8.220841408E0,1.993221283E0
3.494936047E1,-2.965903759E0,7.701299667E0,8.608179688E-1
3.495425682E1,-2.683251381E0,7.126723289E0,-2.165504545E-1
3.495915318E1,-2.472683191E0,6.593123913E0,-1.195513964E0
3.496404953E1,-2.285743713E0,6.099903107E0,-2.062314034E0
3.496894589E1,-2.113460541E0,5.647360325E0,-2.708675146E0
3.497384224E1,-1.969891191E0,5.201996326E0,-3.168396235E0
3.497873860E1,-1.668096542E0,4.699204445E0,-3.412464142E0
3.498363500E1,-1.603490233E0,4.272983074E0,-3.556332588E0
3.498862880E1,-1.323530078E0,3.856631994E0,-3.541975737E0
3.499342766E1,-1.388136268E0,3.554837227E0,-3.481856108E0
3.499832406E1,-1.206281662E0,3.209971666E0,-3.345465183E0
3.500322042E1,-9.092726111E-1,2.841476917E0,-3.235395432E0
3.500811677E1,-9.547362328E-1,2.542074919E0,-2.938386202E0
3.501301318E1,-8.685946465E-1,2.231008053E0,-2.775674343E0
3.501790953E1,-1.576271951E-1,1.718644857E0,-2.289632082E0
3.502280589E1,-7.537391186E-1,1.661217093E0,-2.146062851E0
3.502770224E1,-4.926223755E-1,1.345065475E0,-1.851745605E0
3.503259860E1,-2.413759828E-1,9.717850685E-1,-1.593021631E0
3.503749495E1,-1.456630826E-1,6.652047038E-1,-1.248156071E0
3.504239130E1,-1.025922745E-1,4.211367965E-1,-8.533403873E-1
3.504728771E1,-1.073779166E-1,2.509472668E-1,-4.342973232E-1
3.505218406E1,-6.161518395E-2,1.504487246E-1,-1.046859939E-2
3.505708042E1,-9.302098304E-2,9.780662507E-2,4.034897089E-1
3.506199495E1,-1.049850956E-1,5.712864175E-2,7.172485590E-1
3.506687313E1,-7.118647546E-2,6.191428751E-2,9.134600163E-1
3.507178771E1,-6.400800496E-2,1.001994461E-1,9.589236975E-1
3.507666589E1,-1.791625917E-1,2.102692872E-1,8.009973764E-1
3.508158042E1,-6.242275834E-1,5.120640397E-1,3.029911816E-1
3.508645860E1,-3.323032558E-1,5.670989752E-1,-1.109671518E-1
3.509135495E1,-1.336989701E-1,6.412764788E-1,-4.366901219E-1
3.509625130E1,-1.743769497E-1,8.159525394E-1,-6.017948985E-1
3.510114766E1,-1.313061416E-1,1.079462171E0,-6.879364848E-1
3.510604406E1,-1.719841212E-1,1.345065475E0,-7.265207767E-1
3.511095854E1,-1.193420291E-1,1.608574986E0,-7.432705164E-1
3.511583677E1,-9.062815458E-2,1.905285001E0,-7.097710371E-1
3.512075130E1,-2.868396044E-1,2.187937260E0,-7.576274872E-1
3.512562948E1,1.178465188E-1,2.446362019E0,-5.994020700E-1
3.513054406E1,1.010967568E-1,2.863012314E0,-4.079762697E-1
3.513542219E1,-2.389831543E-1,3.322733402E0,-2.452643216E-1
3.514032203E1,-4.232304990E-1,3.758227110E0,-7.268198580E-2
3.514521495E1,-5.333003402E-1,4.146163464E0,1.354935765E-1
3.515011130E1,-5.452644825E-1,4.531706810E0,3.125624657E-1
3.515500766E1,-7.034898400E-1,5.096712112E0,6.167500615E-1
3.515990401E1,-8.566305041E-1,5.680860043E0,9.445667267E-1
3.516480037E1,-9.930213690E-1,6.253043652E0,1.169791222E0
3.516969672E1,-1.105484009E0,6.801299095E0,1.452144265E0
3.517459313E1,-1.215852976E0,7.275377274E0,1.706082582E0
3.517948948E1,-1.419242978E0,7.816454411E0,1.998006940E0
3.518438584E1,-1.629811287E0,8.383852005E0,2.440978289E0
3.518928568E1,-1.788036704E0,8.927322388E0,2.915056229E0
3.519417854E1,-1.953141451E0,9.473184586E0,3.573381424E0
3.519907495E1,-2.118246317E0,9.915857315E0,4.246063709E0
3.520397130E1,-2.199602127E0,1.008843899E1,4.875675201E0
3.520886766E1,-2.470290184E0,1.035882854E1,5.335396290E0
3.521376401E1,-2.930011272E0,1.062473106E1,5.543870926E0
3.521866037E1,-3.573979616E0,1.074676514E1,5.496014595E0
3.522355672E1,-4.110270977E0,1.065105152E1,5.280361176E0
3.522845307E1,-4.524229527E0,1.044497013E1,5.151148796E0
3.523334948E1,-4.268197536E0,9.995119095E0,5.330610752E0
3.523824584E1,-4.418945312E0,9.891928673E0,5.761617661E0
3.524314219E1,-3.873082638E0,9.698110580E0,6.484549522E0
3.524803854E1,-3.593122244E0,9.695717812E0,7.150053024E0
3.525293490E1,-3.691227913E0,1.012672424E1,7.636095047E0
3.525783125E1,-3.676871061E0,1.082812023E1,8.012067795E0
3.526272766E1,-4.119842529E0,1.188395405E1,8.181958199E0
3.526762401E1,-4.694418907E0,1.307378483E1,8.411968231E0
3.527253854E1,-5.249852657E0,1.432582951E1,8.651249886E0
3.527741672E1,-5.209175110E0,1.549891090E1,8.893224716E0
3.528231307E1,-5.046164036E0,1.676800346E1,9.046364784E0
3.528720943E1,-4.971986294E0,1.832393646E1,9.199505806E0
3.529210578E1,-4.945665359E0,2.003091621E1,9.400801659E0
3.529700219E1,-4.907380104E0,2.186022949E1,9.652048111E0
3.530189854E1,-4.943272591E0,2.364617157E1,9.900901794E0
3.530679490E1,-4.988736153E0,2.530290222E1,1.017876816E1
3.531170943E1,-5.017449856E0,2.668655205E1,1.070309544E1
3.531658761E1,-4.971986294E0,2.778067017E1,1.146191978E1
3.532148396E1,-4.639383793E0,2.829542732E1,1.264457226E1
3.532638031E1,-5.589633465E0,2.851825905E1,1.352333641E1
3.533129490E1,-6.791429043E0,2.819492912E1,1.345633698E1
3.533617307E1,-7.581658363E0,2.737389183E1,1.246271801E1
3.534106943E1,-8.541778564E0,2.657648277E1,1.154566860E1
3.534596578E1,-9.774680138E0,2.564029121E1,1.095434189E1
3.535088037E1,-1.058614635E1,2.474507713E1,1.081077290E1
3.535575854E1,-9.140283585E0,2.427578354E1,1.157916832E1
3.536065490E1,-8.623134613E0,2.401975250E1,1.227368450E1
3.536555125E1,-8.371588707E0,2.399103737E1,1.280758286E1
3.537046578E1,-7.835297585E0,2.405325127E1,1.297508049E1
3.537534396E1,-7.054938316E0,2.407478714E1,1.242921829E1
3.538025854E1,-6.188138485E0,2.427099800E1,1.151216888E1
3.538513672E1,-5.639883041E0,2.449353027E1,9.580264091E0
3.539005125E1,-4.792524815E0,2.428774834E1,7.236494064E0
3.539492943E1,-3.422932863E0,2.346192551E1,4.610072136E0
3.539982578E1,-1.831107497E0,2.258555412E1,1.933400750E0
3.540472214E1,-3.323032558E-1,2.198465538E1,-1.396810263E-1
3.540961849E1,-2.341975123E-1,2.203011894E1,-1.382453322E0
3.541451490E1,9.053842425E-1,2.145554352E1,-1.980958104E0
3.541941125E1,2.126322031E0,2.056481552E1,-1.942672849E0
3.542430761E1,2.550150633E0,1.949492455E1,-1.765304923E0
3.542920396E1,2.442473650E0,1.825933075E1,-1.581057549E0
3.543410031E1,2.205584288E0,1.668664742E1,-1.454237938E0
3.543899667E1,1.788933992E0,1.493390560E1,-1.301097274E0
3.544389302E1,1.322034478E0,1.311207008E1,-9.729815125E-1
3.544878943E1,9.125627279E-1,1.124477100E1,-6.257231236E-1
3.545368578E1,5.823532343E-1,9.422935486E0,-2.428714931E-1
3.545858214E1,2.829512656E-1,7.572087288E0,1.666002721E-1
3.546347849E1,5.802594870E-2,5.774179935E0,5.401797295E-1
3.546837484E1,-1.863410622E-1,4.191627026E0,6.933203340E-1
3.547327125E1,-4.232304990E-1,2.791227579E0,7.220342159E-1
3.547816761E1,-5.524429083E-1,1.658824325E0,8.009973764E-1
3.548306396E1,-6.050850153E-1,6.245267391E-1,7.794619799E-1
3.548796031E1,-6.146563292E-1,-3.571287692E-1,6.191428304E-1
3.549285667E1,-7.082754970E-1,-1.228415370E0,2.455634177E-1
3.549775302E1,-7.920243144E-1,-1.987538338E0,-2.093719840E-1
3.550264943E1,-9.260223508E-1,-2.619542599E0,-7.217351198E-1
3.550754578E1,-9.762716293E-1,-3.196511984E0,-1.325025558E0
3.551244214E1,-1.024128079E0,-3.706482172E0,-1.957029819E0
3.551733849E1,-1.040877819E0,-4.216452599E0,-2.634497643E0
3.552223484E1,-9.140582681E-1,-4.630411148E0,-3.374179125E0
3.552713120E1,-7.465606928E-1,-4.970490932E0,-4.205086708E0
3.553202761E1,-5.859424472E-1,-5.200201988E0,-5.045266628E0
3.553692396E1,-5.021936297E-1,-5.372784138E0,-5.888138294E0
3.554182031E1,-3.681955934E-1,-5.449354649E0,-6.599105835E0
3.554671667E1,-2.581257522E-1,-5.377569675E0,-7.295716286E0
3.555163151E1,-1.121635586E-1,-5.222036362E0,-7.855936050E0
3.555650943E1,2.452643216E-2,-5.011168957E0,-8.100302696E0
3.556140578E1,2.494517565E-1,-4.807778835E0,-8.040482521E0
3.556630214E1,3.619144261E-1,-4.582554340E0,-7.537690639E0
3.557121667E1,3.786641955E-1,-4.333701134E0,-6.551249504E0
3.557609484E1,3.188436031E-1,-4.082155228E0,-5.301597595E0
3.558100938E1,1.393819153E-1,-3.893122435E0,-3.936791420E0
3.558588761E1,-4.965107143E-2,-3.725624800E0,-2.419143677E0
3.559080214E1,-2.700898647E-1,-3.543770313E0,-7.767700553E-1
3.559568031E1,-5.189434290E-1,-3.371187925E0,9.661021233E-1
3.560057667E1,-7.369893789E-1,-3.222832918E0,2.608475685E0
3.560547302E1,-9.212366939E-1,-3.062513828E0,4.006781578E0
3.561038787E1,-1.057627559E0,-2.870789051E0,5.201398373E0
3.561526578E1,-1.206281662E0,-2.641077995E0,6.056233883E0
3.562016214E1,-1.665703654E0,-2.296212435E0,6.515655994E0
3.562505849E1,-1.491027594E0,-2.143071890E0,6.606882572E0
3.562995484E1,-1.421635747E0,-1.894218206E0,6.343372822E0
3.563485120E1,-1.620239973E0,-1.329213023E0,5.996114254E0
3.563975156E1,-1.795215130E0,-7.259225845E-1,5.651547909E0
3.564464396E1,-1.857428551E0,-1.199402362E-1,5.277968407E0
3.564954031E1,-1.764108539E0,5.024927258E-1,4.758427143E0
3.565443667E1,-1.541276932E0,1.084247708E0,3.978067636E0
3.565933302E1,-1.292423368E0,1.606182218E0,2.986840963E0
3.566422943E1,-1.043270707E0,2.097009897E0,1.847259045E0
3.566912578E1,-7.561319470E-1,2.434397936E0,5.904290080E-1
3.567402214E1,-4.232304990E-1,2.685943365E0,-6.376872063E-1
3.567891849E1,-1.624128371E-1,2.841476917E0,-1.729412556E0
3.568381484E1,1.082752272E-1,2.968296528E0,-2.519642353E0
3.568880870E1,3.571287692E-1,3.006581545E0,-2.912065268E0
3.569360755E1,5.368895531E-1,2.980260611E0,-2.926422119E0
3.569850396E1,6.924230456E-1,2.824727058E0,-2.584248543E0
3.570340031E1,8.192426562E-1,2.582752943E0,-2.071885347E0
3.570829667E1,8.910273314E-1,2.298007011E0,-1.530808330E0
3.571319302E1,9.005986452E-1,2.044068813E0,-1.044766188E0
3.571808943E1,8.551349640E-1,1.800000787E0,-6.496513486E-1
3.572298578E1,7.809575200E-1,1.608574986E0,-3.984049559E-1
3.572788214E1,6.996015310E-1,1.385743380E0,-2.811566591E-1
3.573277849E1,5.895316601E-1,1.208674550E0,-2.691925466E-1
3.573767484E1,5.009972453E-1,1.026820064E0,-2.620140910E-1
3.574257120E1,4.217349887E-1,8.063812256E-1,-2.811566591E-1
3.574746761E1,3.164508045E-1,5.551348329E-1,-3.577269912E-1
3.575236396E1,1.058823988E-1,3.155534863E-1,-4.271188378E-1
3.575726031E1,-1.025922745E-1,1.265204996E-1,-5.324030519E-1
3.576215667E1,-3.011965454E-1,-2.991028305E-4,-6.903293133E-1
3.576705302E1,-3.897309899E-1,-8.165507019E-2,-8.605188727E-1
3.577194943E1,-3.203391433E-1,-1.390828192E-1,-1.020837903E0
3.577684578E1,-1.959123611E-1,-2.087737769E-1,-1.257727385E0
3.578174214E1,-3.290131316E-2,-2.685943544E-1,-1.530808330E0
3.578663849E1,1.130608693E-1,-2.518445849E-1,-1.786840320E0
3.579153484E1,8.673982322E-2,-7.447660714E-2,-1.992922187E0
3.579643120E1,1.752742529E-1,1.241276711E-1,-2.174776793E0
3.580134578E1,-3.179463148E-1,4.689932466E-1,-2.617748022E0
3.580622396E1,1.202393398E-1,6.987041831E-1,-2.701496840E0
3.581112031E1,6.349952817E-1,8.877372146E-1,-2.062314034E0
3.581601667E1,9.197412133E-1,1.603789330E0,-1.080658555E0
3.582093125E1,1.190429211E0,2.424826622E0,-9.900303930E-2
3.582580943E1,1.020239711E0,3.655335665E0,8.392825127E-1
3.583070578E1,7.618148923E-1,5.652146339E0,1.665404558E0
3.583560214E1,-1.671984792E-1,9.157032967E0,2.687737942E0
3.584051667E1,-2.003390789E0,1.380150223E1,2.907877684E0
3.584539484E1,-3.770191193E0,1.929841423E1,2.019542217E0
3.585030938E1,-4.531407833E0,2.639941406E1,2.371586323E0
3.585518761E1,-4.952843666E0,3.751048660E1,4.174279213E0
3.586008396E1,-5.850750446E0,4.955266571E1,7.549953461E0
3.586498031E1,-5.778965950E0,5.338088226E1,1.140688419E1
3.586987667E1,-3.016152859E0,4.653621292E1,1.475863075E1
3.587477302E1,4.528416991E-1,3.364637756E1,1.557996750E1
3.587966943E1,-3.140579700E0,2.765385056E1,1.721486282E1
3.588456578E1,-1.053111172E1,2.793411064E1,2.012393761E1
3.588946214E1,-1.374885941E1,2.753181648E1,2.094018936E1
3.589435849E1,-1.383260822E1,2.628695107E1,1.945574188E1
3.589925484E1,-1.389003658E1,2.532443810E1,1.644646835E1
3.590415120E1,-1.435932827E1,2.429253387E1,1.421994686E1
3.590904761E1,-1.278874016E1,2.293999100E1,1.236221886E1
3.591394396E1,-1.095015430E1,2.073978996E1,1.014287567E1
3.591884031E1,-9.667003632E0,1.854198265E1,7.890033722E0
3.592373667E1,-8.496315002E0,1.658824348E1,6.484549522E0
3.592863302E1,-7.418946743E0,1.456780338E1,6.410371780E0
3.593352943E1,-6.999903679E0,1.339232922E1,5.893223286E0
3.593842578E1,-7.411767960E0,1.373450279E1,5.230112076E0
3.594332214E1,-8.182556152E0,1.546301842E1,4.490430832E0
3.594821849E1,-7.856832981E0,1.705514336E1,3.975674868E0
3.595311484E1,-6.123532295E0,1.737368774E1,3.061018467E0
3.595801120E1,-4.371088982E0,1.737368774E1,1.952543259E0
3.596290761E1,-3.040081263E0,1.759382629E1,1.184148073E0
3.596780396E1,-1.742274046E0,1.798894119E1,9.445667267E-1
3.597270031E1,-1.211067319E0,1.878365707E1,1.243968725E0
3.597759667E1,-2.102692872E-1,1.941566277E1,1.533500195E0
3.598249302E1,-1.169492081E-1,2.003809547E1,2.161017895E0
3.598738943E1,-1.049850956E-1,2.040928078E1,3.197409153E0
3.599230396E1,-6.987041831E-1,2.064647102E1,4.298706055E0
3.599718214E1,-1.819143414E0,2.099342918E1,5.972186089E0
3.600207849E1,-9.786644578E-1,1.925295067E1,6.762415886E0
3.600697484E1,-2.029711723E0,1.852523232E1,7.016055107E0
3.601187125E1,-2.437688112E-1,1.547498226E1,5.577370644E0
3.601676761E1,-4.160520434E-1,1.376800251E1,4.107280254E0
3.602168214E1,-2.079961061E0,1.358614826E1,3.535096407E0
3.602656031E1,-2.393719912E0,1.337557983E1,3.209373474E0
3.603145667E1,-2.479861498E0,1.270499134E1,2.982055187E0
3.603635307E1,-2.412862539E0,1.182891846E1,2.730808735E0
3.604126761E1,-2.163709879E0,1.102433205E1,2.493620396E0
3.604614578E1,-2.199602127E0,1.045932674E1,2.266302109E0
3.605104214E1,-2.367398977E0,9.925428391E0,1.950150490E0
3.605593849E1,-2.429612398E0,9.250352859E0,1.665404558E0
3.606085307E1,-2.513360977E0,8.560921669E0,1.442572951E0
3.606573125E1,-2.616252422E0,7.828418255E0,1.229611754E0
3.607064578E1,-2.702394009E0,7.174878597E0,1.074078321E0
3.607552396E1,-2.752643347E0,6.513861656E0,8.512466550E-1
3.608042031E1,-2.774178743E0,5.917749405E0,6.047859192E-1
3.608531667E1,-2.793321371E0,5.343173027E0,2.359921336E-1
3.609023120E1,-2.769393206E0,4.770989418E0,-1.639083475E-1
3.609510943E1,-2.745464802E0,4.244269371E0,-5.706881881E-1
3.610000578E1,-2.692822695E0,3.763012648E0,-8.246265054E-1
3.610490214E1,-2.563610315E0,3.325126171E0,-1.039980531E0
3.610979849E1,-2.443969250E0,2.901297569E0,-1.099801064E0
3.611469490E1,-2.304886341E0,2.525325298E0,-1.085444212E0
3.611959125E1,-2.247458696E0,2.231008053E0,-1.018445134E0
3.612448761E1,-2.240280151E0,1.938784599E0,-9.777671695E-1
3.612938396E1,-2.178066730E0,1.737787485E0,-8.509475589E-1
3.613428031E1,-2.053640127E0,1.565504193E0,-6.975077987E-1
3.613917672E1,-1.957927108E0,1.455135226E0,-5.228317380E-1
3.614407307E1,-1.797608018E0,1.335494161E0,-2.955136001E-1
3.614896943E1,-1.572383523E0,1.232602715E0,-7.268198580E-2
3.615386578E1,-1.433599830E0,1.148854017E0,1.450648755E-1
3.615876214E1,-1.354636669E0,1.136889815E0,4.010969102E-1
3.616365854E1,-1.313958764E0,1.179960608E0,6.478567123E-1
3.616855490E1,-1.223031521E0,1.170389414E0,9.278169870E-1
3.617345125E1,-1.110269666E0,1.156032443E0,1.229611754E0
3.617834761E1,-1.016949654E0,1.170389414E0,1.466501236E0
3.618324396E1,-8.662018180E-1,1.187139153E0,1.653440475E0
3.618814037E1,-6.242275834E-1,1.242174029E0,1.775474429E0
3.619305490E1,-4.399802685E-1,1.433599830E0,1.792224169E0
3.619793307E1,-3.562314808E-1,1.721037745E0,1.615155339E0
3.620282943E1,-3.203391433E-1,2.079961061E0,1.272682548E0
3.620772578E1,-3.299104273E-1,2.503789902E0,9.158528447E-1
3.621262219E1,-3.035893738E-1,2.975475073E0,6.430711150E-1
3.621751854E1,-2.892324328E-1,3.518944740E0,4.612165689E-1
3.622241490E1,-3.490529954E-1,4.083950043E0,3.508476317E-1
3.622731125E1,-4.208376706E-1,4.694418907E0,3.125624657E-1
3.623220761E1,-5.572285652E-1,5.276174068E0,3.197409213E-1
3.623710401E1,-6.604190469E-1,5.900999546E0,3.843471408E-1
3.624200037E1,-7.082754970E-1,6.516254425E0,4.803591371E-1
3.624689672E1,-7.704889178E-1,7.184450150E0,6.263213158E-1
3.625181125E1,-9.188438654E-1,8.010272980E0,8.392825127E-1
3.625668943E1,-1.076770186E0,8.860322952E0,1.153041363E0
3.626160401E1,-1.201496124E0,9.690931320E0,1.607976794E0
3.626648219E1,-1.218245864E0,1.039950657E1,2.110768557E0
3.627139677E1,-1.380957723E0,1.115862942E1,2.709273338E0
3.627627490E1,-1.613061547E0,1.186720371E1,3.312563896E0
3.628117125E1,-1.895713687E0,1.256142139E1,3.887140274E0
3.628606766E1,-2.058425665E0,1.282493114E1,4.246063709E0
3.629098219E1,-2.345863581E0,1.288235855E1,4.473680973E0
3.629586037E1,-2.609073877E0,1.272891903E1,4.277170658E0
3.630077490E1,-3.035295486E0,1.219023514E1,3.731307745E0
3.630565307E1,-3.339184046E0,1.150319576E1,3.142374277E0
3.631056766E1,-3.763012648E0,1.096211910E1,2.840878725E0
3.631544584E1,-4.198805332E0,1.049282646E1,2.871985435E0
3.632034219E1,-4.567599297E0,1.010518932E1,2.998805046E0
3.632523854E1,-4.821238518E0,9.827322960E0,3.072982550E0
3.633013495E1,-4.921737194E0,9.590433121E0,3.075375319E0
3.633503130E1,-4.912165642E0,9.439684868E0,3.072982550E0
3.633993104E1,-4.900201797E0,9.537791252E0,3.156731367E0
3.634482401E1,-4.983950615E0,9.856036186E0,3.456133127E0
3.634972037E1,-5.062913418E0,1.036600685E1,3.901497364E0
3.635461672E1,-5.082056046E0,1.101476097E1,4.344169617E0
3.635951313E1,-5.074877739E0,1.179302597E1,4.787140846E0
3.636440948E1,-5.065306664E0,1.262124252E1,5.242076397E0
3.636930584E1,-5.086842060E0,1.345693588E1,5.687440395E0
3.637420219E1,-5.034199715E0,1.424925900E1,6.041877270E0
3.637909854E1,-4.893023014E0,1.506341648E1,6.223731518E0
3.638399495E1,-4.723132610E0,1.598734570E1,6.276373863E0
3.638889130E1,-4.586741924E0,1.689243126E1,6.269195557E0
3.639378766E1,-4.521836758E0,1.765843201E1,6.336194515E0
3.639868401E1,-4.579563618E0,1.821865273E1,6.604489803E0
3.640358037E1,-4.687240601E0,1.863051796E1,6.910770893E0
3.640847677E1,-4.893023014E0,1.897299004E1,7.303493023E0
3.641337313E1,-5.098805904E0,1.933430672E1,7.652844906E0
3.641826948E1,-5.379065514E0,1.971027756E1,8.021638870E0
3.642316584E1,-5.810072422E0,2.027767563E1,8.205885887E0
3.642806219E1,-6.296114445E0,2.097907257E1,8.299505234E0
3.643295860E1,-6.693323135E0,2.165893364E1,8.191529274E0
3.643785495E1,-6.937690258E0,2.231037903E1,7.863712311E0
3.644275130E1,-7.117151737E0,2.289452744E1,7.308278561E0
3.644764766E1,-7.052545547E0,2.343081856E1,6.357729912E0
3.645254401E1,-6.173781395E0,2.378256416E1,5.907579899E0
3.645744042E1,-5.733502388E0,2.440738869E1,5.531907082E0
3.646233677E1,-4.919344425E0,2.491018105E1,5.189434052E0
3.646723313E1,-3.851547241E0,2.525983238E1,4.540679932E0
3.647212948E1,-2.161317110E0,2.538665199E1,4.047459602E0
3.647702584E1,-5.524429083E-1,2.533879471E1,3.439383507E0
3.648194042E1,9.939187169E-1,2.492453766E1,2.807379246E0
3.648681860E1,2.509472847E0,2.417049980E1,2.149053812E0
3.649171495E1,3.804588079E0,2.299502563E1,1.596012712E0
3.649661130E1,4.604389191E0,2.161107635E1,1.229611754E0
3.650152584E1,5.205286503E0,2.005992889E1,6.023930907E-1
3.650640406E1,5.547759533E0,1.850609016E1,-7.986045629E-2
3.651131860E1,6.292226315E0,1.687089539E1,-6.783652306E-1
3.651619677E1,6.885945320E0,1.536969757E1,-1.147657514E0
3.652109313E1,7.338488102E0,1.387837124E1,-1.217049360E0
3.652598948E1,5.901896954E0,1.300917816E1,-1.061515927E0
3.653088589E1,5.753541946E0,1.146730328E1,-7.121638656E-1
3.653578224E1,4.470390797E0,1.000469017E1,-2.189432681E-1
3.654069677E1,3.907778502E0,8.043772697E0,2.455634177E-1
3.654557495E1,3.349951744E0,6.219544411E0,5.665007830E-1
3.655047136E1,2.574079037E0,4.809274197E0,8.847461939E-1
3.655536771E1,2.126322031E0,3.784847260E0,7.770691514E-1
3.656026406E1,2.172084808E0,2.630609512E0,2.216351926E-1
3.656516042E1,2.056930065E0,1.666002750E0,-5.371887088E-1
3.657005682E1,1.592423439E0,1.050748229E0,-1.020837903E0
3.657495318E1,1.111466169E0,5.814558864E-1,-1.166800141E0
3.657984953E1,8.694919348E-1,1.313061416E-1,-1.147657514E0
3.658474589E1,4.890331328E-1,-1.223330572E-1,-1.188335538E0
3.658966047E1,5.324030295E-2,-4.456632137E-1,-1.233799219E0
3.659453865E1,-7.357929647E-2,-1.013061285E0,-1.334596872E0
3.659943500E1,-2.940180898E-1,-1.623530149E0,-1.425524116E0
3.660433136E1,-6.556333899E-1,-2.104786634E0,-1.435095429E0
3.660922771E1,-6.963114142E-1,-2.554936409E0,-1.348953724E0
3.661412412E1,-1.086341500E0,-2.966800928E0,-1.736590981E0
3.661902047E1,-1.452742457E0,-3.404687405E0,-2.141277075E0
3.662391682E1,-1.562812328E0,-3.907479286E0,-2.782852650E0
3.662881318E1,-1.926820397E0,-4.269094467E0,-3.268894911E0
3.663370953E1,-2.343470573E0,-4.549055099E0,-3.735794306E0
3.663860589E1,-2.714358091E0,-4.654638290E0,-3.948755503E0
3.664350229E1,-2.903690338E0,-4.829314232E0,-3.874577999E0
3.664839865E1,-3.166900873E0,-4.874777794E0,-3.527618885E0
3.665329500E1,-3.387040377E0,-5.018347263E0,-2.916850805E0
3.665819136E1,-3.329612732E0,-5.205286503E0,-1.957029819E0
3.666308776E1,-3.183650494E0,-5.308177948E0,-7.983054519E-1
