"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.599693948E1,2.145000076E1,-4.539375305E1,1.350000024E0
4.600693948E1,2.163750076E1,-4.537500000E1,1.237500072E0
4.601693948E1,2.154375076E1,-4.546875000E1,1.406250000E0
4.602693948E1,2.156250000E1,-4.543125153E1,1.425000072E0
4.603693948E1,2.154375076E1,-4.535625076E1,1.162500024E0
4.604693948E1,2.176875114E1,-4.539375305E1,1.237500072E0
4.605693948E1,2.152500153E1,-4.567500305E1,1.256250024E0
4.606693948E1,2.161875153E1,-4.558125305E1,1.312500000E0
4.607693948E1,2.161875153E1,-4.524375153E1,1.181250095E0
4.608693948E1,2.130000114E1,-4.515000153E1,9.187500477E-1
4.609693948E1,2.160000038E1,-4.500000000E1,6.937500238E-1
4.610693948E1,2.158125114E1,-4.505625153E1,3.375000060E-1
4.611693948E1,2.186250114E1,-4.522500229E1,2.625000179E-1
4.612693948E1,2.195625114E1,-4.503750229E1,1.312500089E-1
4.613693948E1,2.218125153E1,-4.520625305E1,9.375000000E-2
4.614693948E1,2.203125000E1,-4.503750229E1,1.125000045E-1
4.615693948E1,2.221875000E1,-4.505625153E1,3.187500238E-1
4.616693948E1,2.225625038E1,-4.511250305E1,5.625000000E-1
4.617693948E1,2.214375114E1,-4.501875305E1,6.937500238E-1
4.618693948E1,2.229375076E1,-4.494375229E1,8.812500238E-1
4.619693948E1,2.210625076E1,-4.496250153E1,1.031250000E0
4.620693948E1,2.199375153E1,-4.503750229E1,1.031250000E0
4.621693948E1,2.199375153E1,-4.445625305E1,1.218750000E0
4.622693948E1,2.208750153E1,-4.440000153E1,1.200000048E0
4.623693948E1,2.208750153E1,-4.449375153E1,1.331250072E0
4.624693948E1,2.206875038E1,-4.434375000E1,1.462500095E0
4.625693948E1,2.193750000E1,-4.443750000E1,1.593750119E0
4.626693948E1,2.178750038E1,-4.449375153E1,1.762500048E0
4.627693948E1,2.173125076E1,-4.440000153E1,2.137500048E0
4.628693948E1,2.165625000E1,-4.445625305E1,2.325000048E0
4.629693948E1,2.156250000E1,-4.477500153E1,2.493750095E0
4.630693948E1,2.154375076E1,-4.505625153E1,3.018750191E0
4.631693948E1,2.135625076E1,-4.507500076E1,2.981250048E0
4.632693948E1,2.143125153E1,-4.518750000E1,2.793750048E0
4.633693948E1,2.145000076E1,-4.516875076E1,2.737500191E0
4.634693948E1,2.146875000E1,-4.496250153E1,2.793750048E0
4.635693948E1,2.152500153E1,-4.492500305E1,2.625000000E0
4.636693948E1,2.161875153E1,-4.464375305E1,2.475000143E0
4.637693948E1,2.163750076E1,-4.464375305E1,2.362500191E0
4.638693948E1,2.167500114E1,-4.445625305E1,2.025000095E0
4.639693948E1,2.167500114E1,-4.451250076E1,2.156250000E0
4.640693948E1,2.186250114E1,-4.458750153E1,2.400000095E0
4.641693948E1,2.176875114E1,-4.458750153E1,2.456250191E0
4.642693948E1,2.171250153E1,-4.468125153E1,2.550000191E0
4.643693948E1,2.158125114E1,-4.470000076E1,2.606250048E0
4.644693948E1,2.163750076E1,-4.488750076E1,2.868750095E0
4.645693948E1,2.156250000E1,-4.475625229E1,2.943750143E0
4.646693948E1,2.154375076E1,-4.470000076E1,3.262500048E0
4.647693948E1,2.163750076E1,-4.455000305E1,3.168750048E0
4.648693948E1,2.146875000E1,-4.436250305E1,3.112500191E0
4.649693948E1,2.156250000E1,-4.430625153E1,3.037500143E0
4.650693948E1,2.163750076E1,-4.428750229E1,3.243750095E0
4.651693948E1,2.169375038E1,-4.426875305E1,3.225000143E0
4.652693948E1,2.160000038E1,-4.421250153E1,3.206250191E0
4.653693948E1,2.176875114E1,-4.445625305E1,3.168750048E0
4.654693948E1,2.182500076E1,-4.432500076E1,2.756250143E0
4.655693948E1,2.190000153E1,-4.421250153E1,2.643750191E0
4.656693948E1,2.193750000E1,-4.426875305E1,2.456250191E0
4.657693948E1,2.195625114E1,-4.440000153E1,2.325000048E0
4.658693948E1,2.205000114E1,-4.440000153E1,1.950000048E0
4.659693948E1,2.223750114E1,-4.456875229E1,1.593750119E0
4.660693948E1,2.225625038E1,-4.449375153E1,1.237500072E0
4.661693948E1,2.246250153E1,-4.421250153E1,1.125000000E0
4.662693948E1,2.265000153E1,-4.447500229E1,1.331250072E0
4.663693948E1,2.276250076E1,-4.479375076E1,1.293750048E0
4.664693948E1,2.280000114E1,-4.473750305E1,1.256250024E0
4.665693948E1,2.300625038E1,-4.460625076E1,1.275000095E0
4.666693948E1,2.302500153E1,-4.462500000E1,1.012500048E0
4.667693948E1,2.317500114E1,-4.436250305E1,1.087500095E0
4.668693948E1,2.332500076E1,-4.434375000E1,1.200000048E0
4.669693948E1,2.293125153E1,-4.443750000E1,8.437500596E-1
4.670693948E1,2.300625038E1,-4.421250153E1,5.812500119E-1
4.671693948E1,2.311875153E1,-4.389375305E1,2.812500000E-1
4.672693948E1,2.326875114E1,-4.380000305E1,5.625000224E-2
4.673693948E1,2.336250114E1,-4.376250076E1,9.375000000E-2
4.674693948E1,2.364375114E1,-4.368750000E1,7.500000298E-2
4.675693948E1,2.362500000E1,-4.370625305E1,-1.125000045E-1
4.676693948E1,2.371875000E1,-4.380000305E1,-4.500000179E-1
4.677693948E1,2.420625114E1,-4.370625305E1,-5.062500238E-1
4.678693948E1,2.430000114E1,-4.355625153E1,-6.937500238E-1
4.679693948E1,2.443125153E1,-4.366875076E1,-8.062500358E-1
4.680693948E1,2.443125153E1,-4.370625305E1,-9.000000358E-1
4.681693948E1,2.445000076E1,-4.370625305E1,-1.312500000E0
4.682693948E1,2.445000076E1,-4.372500229E1,-1.650000095E0
4.683693948E1,2.448750114E1,-4.372500229E1,-1.743750095E0
4.684693948E1,2.458125114E1,-4.351875305E1,-1.781250119E0
4.685693948E1,2.480625153E1,-4.348125076E1,-1.743750095E0
4.686693948E1,2.465625191E1,-4.344375229E1,-1.706250072E0
4.687693948E1,2.456250191E1,-4.310625076E1,-1.725000024E0
4.688693948E1,2.467500114E1,-4.312500000E1,-1.650000095E0
4.689693948E1,2.463750076E1,-4.308750153E1,-1.743750095E0
4.690693948E1,2.465625191E1,-4.286250305E1,-1.537500024E0
4.691693948E1,2.491875076E1,-4.282500076E1,-1.556250095E0
4.692693948E1,2.508750153E1,-4.286250305E1,-1.612500072E0
4.693693948E1,2.491875076E1,-4.284375000E1,-1.518750072E0
4.694693948E1,2.503125191E1,-4.297500229E1,-1.612500072E0
4.695693948E1,2.525625038E1,-4.327500153E1,-1.668750048E0
4.696693948E1,2.555625153E1,-4.310625076E1,-2.081250191E0
4.697693948E1,2.585625076E1,-4.286250305E1,-2.025000095E0
4.698693948E1,2.581875038E1,-4.286250305E1,-2.362500191E0
4.699693948E1,2.563125038E1,-4.252500153E1,-2.512500048E0
4.700693948E1,2.580000114E1,-4.233750153E1,-2.531250000E0
4.701693948E1,2.589375114E1,-4.230000305E1,-2.981250048E0
4.702693948E1,2.608125114E1,-4.215000153E1,-3.468750238E0
4.703693948E1,2.608125114E1,-4.194375229E1,-3.787500143E0
4.704693948E1,2.604375076E1,-4.201875305E1,-4.031250000E0
4.705693948E1,2.600625038E1,-4.213125229E1,-4.462500095E0
4.706693948E1,2.617500114E1,-4.205625153E1,-4.631250381E0
4.707693948E1,2.626875114E1,-4.222500229E1,-5.006250381E0
4.708693948E1,2.621250153E1,-4.231875229E1,-5.400000095E0
4.709693948E1,2.619375038E1,-4.228125000E1,-5.643750191E0
4.710693948E1,2.604375076E1,-4.222500229E1,-5.643750191E0
4.711693948E1,2.591250038E1,-4.233750153E1,-5.850000381E0
4.712693948E1,2.595000076E1,-4.224375153E1,-5.850000381E0
4.713693948E1,2.589375114E1,-4.200000000E1,-6.093750477E0
4.714693948E1,2.593125153E1,-4.231875229E1,-6.187500477E0
4.715693948E1,2.591250038E1,-4.226250076E1,-6.206250191E0
4.716693948E1,2.572500038E1,-4.205625153E1,-6.300000191E0
4.717693948E1,2.598750114E1,-4.186875153E1,-6.281250477E0
4.718693948E1,2.617500114E1,-4.175625229E1,-6.506250381E0
4.719693948E1,2.662500191E1,-4.155000305E1,-6.562500477E0
4.720693948E1,2.662500191E1,-4.130625153E1,-6.731250286E0
4.721693948E1,2.675625038E1,-4.128750229E1,-6.881250381E0
4.722693948E1,2.694375038E1,-4.098750305E1,-6.768750191E0
4.723693948E1,2.711250114E1,-4.102500153E1,-6.900000095E0
4.724693948E1,2.731875038E1,-4.106250000E1,-6.918750286E0
4.725693948E1,2.709375191E1,-4.106250000E1,-7.106250286E0
4.726693948E1,2.707500076E1,-4.098750305E1,-7.200000286E0
4.727693948E1,2.696250153E1,-4.085625076E1,-7.312500477E0
4.728693948E1,2.692500114E1,-4.096875000E1,-7.575000286E0
4.729693948E1,2.692500114E1,-4.115625000E1,-7.556250095E0
4.730693948E1,2.685000038E1,-4.108125305E1,-7.893750191E0
4.731693948E1,2.688750076E1,-4.098750305E1,-8.231250763E0
4.732693948E1,2.668125153E1,-4.100625229E1,-8.643750191E0
4.733693948E1,2.679375076E1,-4.106250000E1,-9.131250381E0
4.734693948E1,2.671875191E1,-4.115625000E1,-9.543750763E0
4.735693948E1,2.641875076E1,-4.125000000E1,-1.020000076E1
4.736693948E1,2.611875153E1,-4.132500076E1,-1.051875019E1
4.737693948E1,2.615625191E1,-4.108125305E1,-1.108125019E1
4.738693948E1,2.602500153E1,-4.093125153E1,-1.188750076E1
4.739693948E1,2.576250076E1,-4.059375000E1,-1.256250095E1
4.740693948E1,2.591250038E1,-4.044375229E1,-1.333125019E1
4.741693948E1,2.563125038E1,-4.029375076E1,-1.385625076E1
4.742693948E1,2.538750076E1,-3.993750000E1,-1.451250076E1
4.743693948E1,2.533125114E1,-3.988125229E1,-1.492500019E1
4.744693948E1,2.540625191E1,-3.961875153E1,-1.569375038E1
4.745693948E1,2.531250191E1,-3.941250229E1,-1.631250000E1
4.746693948E1,2.529375076E1,-3.922500229E1,-1.672500038E1
4.747693948E1,2.535000038E1,-3.918750000E1,-1.725000000E1
4.748693948E1,2.501250076E1,-3.898125076E1,-1.740000153E1
4.749693948E1,2.516250038E1,-3.868125153E1,-1.785000038E1
4.750693948E1,2.536875153E1,-3.870000076E1,-1.820625114E1
4.751693948E1,2.544375038E1,-3.836250305E1,-1.886250114E1
4.752693948E1,2.550000191E1,-3.811875153E1,-1.925625038E1
4.753693948E1,2.542500114E1,-3.811875153E1,-1.938750076E1
4.754693948E1,2.527500153E1,-3.819375229E1,-1.968750000E1
4.755693948E1,2.518125153E1,-3.823125076E1,-1.985625076E1
4.756693948E1,2.546250153E1,-3.826875305E1,-2.025000000E1
4.757693948E1,2.553750038E1,-3.840000153E1,-2.038125038E1
4.758693948E1,2.566875076E1,-3.821250153E1,-2.041875076E1
4.759693948E1,2.561250114E1,-3.843750000E1,-2.041875076E1
4.760693948E1,2.553750038E1,-3.856875229E1,-2.026875114E1
4.761693948E1,2.555625153E1,-3.851250076E1,-2.036250114E1
4.762693948E1,2.566875076E1,-3.830625153E1,-2.038125038E1
4.763693948E1,2.555625153E1,-3.819375229E1,-2.040000153E1
4.764693948E1,2.553750038E1,-3.793125153E1,-2.051250076E1
4.765693948E1,2.561250114E1,-3.772500229E1,-2.058750153E1
4.766693948E1,2.531250191E1,-3.778125000E1,-2.081250000E1
4.767693948E1,2.520000076E1,-3.751875305E1,-2.075625038E1
4.768693948E1,2.518125153E1,-3.714375305E1,-2.088750076E1
4.769693948E1,2.525625038E1,-3.708750153E1,-2.115000153E1
4.770693948E1,2.520000076E1,-3.693750000E1,-2.150625038E1
4.771693948E1,2.520000076E1,-3.690000153E1,-2.173125076E1
4.772693948E1,2.510625076E1,-3.680625153E1,-2.212500000E1
4.773693948E1,2.471250153E1,-3.671250153E1,-2.259375000E1
4.774693948E1,2.465625191E1,-3.656250000E1,-2.291250038E1
4.775693948E1,2.458125114E1,-3.628125000E1,-2.343750000E1
4.776693948E1,2.433750153E1,-3.641250229E1,-2.396250153E1
4.777693948E1,2.401875114E1,-3.615000153E1,-2.443125153E1
4.778693948E1,2.388750076E1,-3.624375153E1,-2.478750038E1
4.779693948E1,2.371875000E1,-3.618750000E1,-2.510625076E1
4.780693948E1,2.347500038E1,-3.663750076E1,-2.520000076E1
4.781693948E1,2.347500038E1,-3.682500076E1,-2.523750114E1
4.782693948E1,2.336250114E1,-3.688125229E1,-2.535000038E1
4.783693948E1,2.323125076E1,-3.720000076E1,-2.510625076E1
4.784693948E1,2.328750038E1,-3.744375229E1,-2.491875076E1
4.785693948E1,2.319375038E1,-3.772500229E1,-2.441250038E1
4.786693948E1,2.304375076E1,-3.802500153E1,-2.390625000E1
4.787693948E1,2.287500000E1,-3.826875305E1,-2.364375114E1
4.788693948E1,2.293125153E1,-3.821250153E1,-2.341875076E1
4.789693948E1,2.263125038E1,-3.858750153E1,-2.300625038E1
4.790693948E1,2.266875076E1,-3.898125076E1,-2.251875114E1
4.791693948E1,2.266875076E1,-3.911250305E1,-2.235000038E1
4.792693948E1,2.246250153E1,-3.922500229E1,-2.218125153E1
4.793693948E1,2.227500153E1,-3.950625229E1,-2.231250000E1
4.794693948E1,2.212500000E1,-3.943125153E1,-2.233125114E1
4.795693948E1,2.203125000E1,-3.946875000E1,-2.231250000E1
4.796693948E1,2.199375153E1,-3.965625000E1,-2.248125076E1
4.797693948E1,2.188125038E1,-3.937500000E1,-2.263125038E1
4.798693948E1,2.160000038E1,-3.937500000E1,-2.289375114E1
4.799693948E1,2.122500038E1,-3.956250000E1,-2.321250153E1
4.800693948E1,2.107500076E1,-3.960000229E1,-2.330625153E1
4.801693948E1,2.086875153E1,-3.946875000E1,-2.358750153E1
4.802693948E1,2.066250038E1,-3.956250000E1,-2.375625038E1
4.803693948E1,2.043750000E1,-3.960000229E1,-2.405625153E1
4.804693948E1,2.004375076E1,-3.960000229E1,-2.403750038E1
4.805693948E1,2.006250000E1,-3.967500305E1,-2.437500191E1
4.806693948E1,1.991250038E1,-3.941250229E1,-2.471250153E1
4.807693948E1,1.996875000E1,-3.926250076E1,-2.491875076E1
4.808693948E1,1.963125038E1,-3.916875076E1,-2.520000076E1
4.809693948E1,1.965000153E1,-3.918750000E1,-2.527500153E1
4.810693948E1,1.959375000E1,-3.907500076E1,-2.561250114E1
4.811693948E1,1.953750038E1,-3.920625305E1,-2.548125076E1
4.812693948E1,1.953750038E1,-3.916875076E1,-2.565000153E1
4.813693948E1,1.935000038E1,-3.931875229E1,-2.555625153E1
4.814693948E1,1.933125114E1,-3.943125153E1,-2.544375038E1
4.815693948E1,1.933125114E1,-3.924375153E1,-2.531250191E1
4.816693948E1,1.953750038E1,-3.911250305E1,-2.518125153E1
4.817693948E1,1.955625153E1,-3.909375000E1,-2.506875038E1
4.818693948E1,1.946250153E1,-3.922500229E1,-2.499375153E1
4.819693948E1,1.957500076E1,-3.896250153E1,-2.516250038E1
4.820693948E1,1.963125038E1,-3.896250153E1,-2.503125191E1
4.821693948E1,1.966875076E1,-3.885000229E1,-2.518125153E1
4.822693948E1,1.978125000E1,-3.890625000E1,-2.536875153E1
4.823693948E1,1.959375000E1,-3.913125229E1,-2.542500114E1
4.824693948E1,1.955625153E1,-3.909375000E1,-2.542500114E1
4.825693948E1,1.950000000E1,-3.913125229E1,-2.531250191E1
4.826693948E1,1.946250153E1,-3.907500076E1,-2.514375114E1
4.827693948E1,1.935000038E1,-3.916875076E1,-2.503125191E1
4.828693948E1,1.931250000E1,-3.905625153E1,-2.514375114E1
4.829693948E1,1.938750076E1,-3.894375229E1,-2.506875038E1
4.830693948E1,1.935000038E1,-3.868125153E1,-2.512500191E1
4.831693948E1,1.935000038E1,-3.838125229E1,-2.520000076E1
4.832693948E1,1.946250153E1,-3.860625076E1,-2.518125153E1
4.833693948E1,1.936875153E1,-3.864375305E1,-2.535000038E1
4.834693948E1,1.950000000E1,-3.855000305E1,-2.540625191E1
4.835693948E1,1.946250153E1,-3.838125229E1,-2.551875114E1
4.836693948E1,1.953750038E1,-3.838125229E1,-2.557500076E1
4.837693948E1,1.925625038E1,-3.841875076E1,-2.561250114E1
4.838693948E1,1.914375114E1,-3.841875076E1,-2.581875038E1
4.839693948E1,1.914375114E1,-3.847500229E1,-2.580000114E1
4.840693948E1,1.890000153E1,-3.834375000E1,-2.613750076E1
4.841693948E1,1.899375153E1,-3.800625229E1,-2.623125076E1
4.842693948E1,1.875000000E1,-3.811875153E1,-2.638125038E1
4.843693948E1,1.884375000E1,-3.802500153E1,-2.641875076E1
4.844693948E1,1.858125114E1,-3.817500305E1,-2.641875076E1
4.845693948E1,1.860000038E1,-3.789375305E1,-2.640000153E1
4.846693948E1,1.856250000E1,-3.800625229E1,-2.632500076E1
4.847693948E1,1.871250153E1,-3.806250000E1,-2.634375191E1
4.848693948E1,1.861875153E1,-3.787500000E1,-2.632500076E1
4.849693948E1,1.850625038E1,-3.800625229E1,-2.649375153E1
4.850693948E1,1.854375076E1,-3.800625229E1,-2.681250191E1
4.851693948E1,1.846875000E1,-3.823125076E1,-2.707500076E1
4.852693948E1,1.841250038E1,-3.806250000E1,-2.726250076E1
4.853693948E1,1.833750153E1,-3.817500305E1,-2.741250038E1
4.854693948E1,1.831875038E1,-3.810000229E1,-2.752500153E1
4.855693948E1,1.803750038E1,-3.821250153E1,-2.754375076E1
4.856693948E1,1.816875076E1,-3.851250076E1,-2.773125076E1
4.857693948E1,1.805625153E1,-3.855000305E1,-2.767500114E1
4.858693948E1,1.790625000E1,-3.832500076E1,-2.750625038E1
4.859693948E1,1.764375114E1,-3.811875153E1,-2.754375076E1
4.860693948E1,1.751250076E1,-3.798750305E1,-2.756250191E1
4.861693948E1,1.751250076E1,-3.819375229E1,-2.767500114E1
4.862693948E1,1.717500114E1,-3.826875305E1,-2.782500076E1
4.863693948E1,1.691250038E1,-3.825000000E1,-2.812500191E1
4.864693948E1,1.665000153E1,-3.791250229E1,-2.814375114E1
4.865693948E1,1.655625153E1,-3.787500000E1,-2.838750076E1
4.866693948E1,1.650000000E1,-3.795000076E1,-2.840625191E1
4.867693948E1,1.648125076E1,-3.811875153E1,-2.853750038E1
4.868693948E1,1.655625153E1,-3.819375229E1,-2.861250114E1
4.869693948E1,1.646250153E1,-3.810000229E1,-2.861250114E1
4.870693948E1,1.653750038E1,-3.796875000E1,-2.853750038E1
4.871693948E1,1.657500076E1,-3.785625076E1,-2.851875114E1
4.872693948E1,1.661250114E1,-3.798750305E1,-2.855625153E1
4.873693948E1,1.640625000E1,-3.825000000E1,-2.853750038E1
4.874693948E1,1.638750076E1,-3.819375229E1,-2.848125076E1
4.875693948E1,1.623750114E1,-3.825000000E1,-2.842500114E1
4.876693948E1,1.610625076E1,-3.849375153E1,-2.836875153E1
4.877693948E1,1.621875000E1,-3.840000153E1,-2.829375076E1
4.878693948E1,1.614375114E1,-3.847500229E1,-2.836875153E1
4.879693948E1,1.608750153E1,-3.870000076E1,-2.814375114E1
4.880693948E1,1.612500000E1,-3.892500305E1,-2.790000153E1
4.881693948E1,1.593750095E1,-3.877500153E1,-2.778750038E1
4.882693948E1,1.588125038E1,-3.885000229E1,-2.782500076E1
4.883693948E1,1.606875038E1,-3.898125076E1,-2.767500114E1
4.884693948E1,1.606875038E1,-3.892500305E1,-2.760000038E1
4.885693948E1,1.591875076E1,-3.909375000E1,-2.775000191E1
4.886693948E1,1.590000057E1,-3.920625305E1,-2.743125153E1
4.887693948E1,1.593750095E1,-3.915000153E1,-2.760000038E1
4.888693948E1,1.584375095E1,-3.922500229E1,-2.760000038E1
4.889693948E1,1.614375114E1,-3.926250076E1,-2.739375114E1
4.890693948E1,1.601250076E1,-3.941250229E1,-2.741250038E1
4.891693948E1,1.580625057E1,-3.935625076E1,-2.743125153E1
4.892693948E1,1.576875019E1,-3.963750076E1,-2.716875076E1
4.893693948E1,1.575000095E1,-3.978750229E1,-2.679375076E1
4.894693948E1,1.582500076E1,-3.991875076E1,-2.701875114E1
4.895693948E1,1.573125076E1,-3.999375153E1,-2.675625038E1
4.896693948E1,1.569375038E1,-3.997500229E1,-2.647500038E1
4.897693948E1,1.546875095E1,-4.016250229E1,-2.641875076E1
4.898693948E1,1.535625076E1,-4.031250000E1,-2.630625153E1
4.899693948E1,1.526250076E1,-4.035000229E1,-2.630625153E1
4.900693948E1,1.515000057E1,-4.005000305E1,-2.636250114E1
4.901693948E1,1.509375095E1,-4.008750153E1,-2.655000114E1
4.902693948E1,1.501875019E1,-4.012500000E1,-2.655000114E1
4.903693948E1,1.496250057E1,-4.012500000E1,-2.658750153E1
4.904693948E1,1.486875057E1,-4.016250229E1,-2.698125076E1
4.905693948E1,1.473750019E1,-4.018125153E1,-2.705625153E1
4.906693948E1,1.458750057E1,-4.023750305E1,-2.707500076E1
4.907693948E1,1.462500095E1,-4.020000076E1,-2.686875153E1
4.908693948E1,1.440000057E1,-4.051875305E1,-2.709375191E1
4.909693948E1,1.434375095E1,-4.040625000E1,-2.715000153E1
4.910693948E1,1.419375038E1,-4.053750229E1,-2.715000153E1
4.911693948E1,1.383750057E1,-4.068750000E1,-2.715000153E1
4.912693948E1,1.361250019E1,-4.093125153E1,-2.681250191E1
4.913693948E1,1.338750076E1,-4.115625000E1,-2.666250038E1
4.914693948E1,1.329375076E1,-4.125000000E1,-2.623125076E1
4.915693948E1,1.299375057E1,-4.153125000E1,-2.604375076E1
4.916693948E1,1.284375095E1,-4.171875000E1,-2.583750153E1
4.917693948E1,1.235625076E1,-4.216875076E1,-2.565000153E1
4.918693948E1,1.196250057E1,-4.233750153E1,-2.518125153E1
4.919693948E1,1.201875019E1,-4.230000305E1,-2.488125038E1
4.920693948E1,1.179375076E1,-4.231875229E1,-2.503125191E1
4.921693948E1,1.175625038E1,-4.243125153E1,-2.497500038E1
4.922693948E1,1.171875000E1,-4.254375076E1,-2.535000038E1
4.923693948E1,1.126875019E1,-4.263750076E1,-2.529375076E1
4.924693948E1,1.096875000E1,-4.261875153E1,-2.533125114E1
4.925693948E1,1.089375019E1,-4.248750305E1,-2.533125114E1
4.926693948E1,1.078125000E1,-4.254375076E1,-2.563125038E1
4.927693948E1,1.066875076E1,-4.269375229E1,-2.578125191E1
4.928693948E1,1.089375019E1,-4.258125305E1,-2.557500076E1
4.929693948E1,1.076250076E1,-4.269375229E1,-2.589375114E1
4.930693948E1,1.053750038E1,-4.241250229E1,-2.611875153E1
4.931693948E1,1.081875038E1,-4.237500000E1,-2.645625114E1
4.932693948E1,1.091250038E1,-4.211250305E1,-2.621250153E1
4.933693948E1,1.076250076E1,-4.188750076E1,-2.630625153E1
4.934693948E1,1.078125000E1,-4.181250000E1,-2.641875076E1
4.935693948E1,1.065000057E1,-4.160625076E1,-2.664375114E1
4.936693948E1,1.066875076E1,-4.155000305E1,-2.681250191E1
4.937693948E1,1.053750038E1,-4.128750229E1,-2.686875153E1
4.938693948E1,1.059375000E1,-4.132500076E1,-2.686875153E1
4.939693948E1,1.051875019E1,-4.140000153E1,-2.688750076E1
4.940693948E1,1.046250057E1,-4.164375305E1,-2.726250076E1
4.941693948E1,1.074375057E1,-4.166250229E1,-2.754375076E1
4.942693948E1,1.085625076E1,-4.123125076E1,-2.776875114E1
4.943693948E1,1.085625076E1,-4.113750076E1,-2.793750191E1
4.944693948E1,1.096875000E1,-4.087500000E1,-2.833125114E1
4.945693948E1,1.108125019E1,-4.061250305E1,-2.857500076E1
4.946693948E1,1.121250057E1,-4.027500153E1,-2.880000114E1
4.947693948E1,1.121250057E1,-3.961875153E1,-2.928750038E1
4.948693948E1,1.132500076E1,-3.907500076E1,-2.977500153E1
4.949693948E1,1.119375038E1,-3.870000076E1,-2.994375038E1
4.950693948E1,1.113750076E1,-3.849375153E1,-3.045000076E1
4.951693948E1,1.123125076E1,-3.810000229E1,-3.095625114E1
4.952693948E1,1.104375076E1,-3.780000305E1,-3.125625038E1
4.953693948E1,1.115625000E1,-3.721875000E1,-3.166875076E1
4.954693948E1,1.136250019E1,-3.676875305E1,-3.204375076E1
4.955693948E1,1.166250038E1,-3.660000229E1,-3.228750229E1
4.956693948E1,1.196250057E1,-3.620625305E1,-3.273750305E1
4.957693948E1,1.233750057E1,-3.583125305E1,-3.341250229E1
4.958693948E1,1.265625095E1,-3.525000000E1,-3.358125305E1
4.959693948E1,1.286250019E1,-3.504375076E1,-3.378750229E1
4.960693948E1,1.323750019E1,-3.450000000E1,-3.395625305E1
4.961693948E1,1.351875019E1,-3.444375229E1,-3.401250076E1
4.962693948E1,1.357500076E1,-3.429375076E1,-3.408750153E1
4.963693948E1,1.357500076E1,-3.406875229E1,-3.421875000E1
4.964693948E1,1.361250019E1,-3.399375153E1,-3.429375076E1
4.965693948E1,1.353750038E1,-3.390000153E1,-3.393750000E1
4.966693948E1,1.361250019E1,-3.412500000E1,-3.376875305E1
4.967693948E1,1.376250076E1,-3.410625076E1,-3.365625000E1
4.968693948E1,1.391250038E1,-3.421875000E1,-3.371250153E1
4.969693948E1,1.396875095E1,-3.435000229E1,-3.350625229E1
4.970693948E1,1.410000038E1,-3.465000153E1,-3.333750153E1
4.971693948E1,1.436250019E1,-3.495000076E1,-3.296250153E1
4.972693948E1,1.470000076E1,-3.510000229E1,-3.241875076E1
4.973693948E1,1.509375095E1,-3.526875305E1,-3.200625229E1
4.974693948E1,1.533750057E1,-3.534375000E1,-3.148125076E1
4.975693948E1,1.573125076E1,-3.540000153E1,-3.097500038E1
4.976693948E1,1.612500000E1,-3.560625076E1,-3.031875038E1
4.977693948E1,1.648125076E1,-3.564375305E1,-2.996250153E1
4.978693948E1,1.661250114E1,-3.570000076E1,-2.962500191E1
4.979693948E1,1.680000114E1,-3.566250229E1,-2.936250114E1
4.980693948E1,1.689375114E1,-3.568125153E1,-2.923125076E1
4.981693948E1,1.695000076E1,-3.579375076E1,-2.943750191E1
4.982693948E1,1.696875000E1,-3.583125305E1,-2.943750191E1
4.983693948E1,1.687500000E1,-3.605625153E1,-2.930625153E1
4.984693948E1,1.659375000E1,-3.590625000E1,-2.970000076E1
4.985693948E1,1.659375000E1,-3.603750229E1,-2.983125114E1
4.986693948E1,1.683750153E1,-3.601875305E1,-3.003750038E1
4.987693948E1,1.666875076E1,-3.598125076E1,-3.028125191E1
4.988693948E1,1.670625114E1,-3.637500000E1,-3.039375114E1
4.989693948E1,1.672500038E1,-3.630000305E1,-3.041250038E1
4.990693948E1,1.687500000E1,-3.628125000E1,-3.048750114E1
4.991693948E1,1.676250076E1,-3.639375305E1,-3.071250153E1
4.992693948E1,1.698750114E1,-3.641250229E1,-3.063750076E1
4.993693948E1,1.698750114E1,-3.635625076E1,-3.060000038E1
4.994693948E1,1.695000076E1,-3.641250229E1,-3.033750153E1
4.995693948E1,1.683750153E1,-3.660000229E1,-3.020625114E1
4.996693948E1,1.685625076E1,-3.661875153E1,-3.009375191E1
4.997693948E1,1.689375114E1,-3.671250153E1,-2.996250153E1
4.998693948E1,1.672500038E1,-3.693750000E1,-2.985000038E1
4.999693948E1,1.681875038E1,-3.684375000E1,-2.985000038E1
5.000693948E1,1.663125038E1,-3.581250000E1,-2.908125114E1
5.001693948E1,1.648125076E1,-3.585000229E1,-2.906250191E1
5.002693948E1,1.635000038E1,-3.613125229E1,-2.904375076E1
5.003693948E1,1.648125076E1,-3.607500076E1,-2.900625038E1
5.004693948E1,1.648125076E1,-3.590625000E1,-2.872500038E1
5.005693948E1,1.646250153E1,-3.620625305E1,-2.836875153E1
5.006693948E1,1.650000000E1,-3.622500229E1,-2.829375076E1
5.007693948E1,1.653750038E1,-3.620625305E1,-2.810625076E1
5.008693948E1,1.644375038E1,-3.630000305E1,-2.810625076E1
5.009693948E1,1.657500076E1,-3.652500153E1,-2.778750038E1
5.010693948E1,1.681875038E1,-3.665625000E1,-2.767500114E1
