"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.220693948E1,-8.831250191E0,-4.239375305E1,-3.485625076E1
1.221693948E1,-8.737500191E0,-4.233750153E1,-3.517500305E1
1.222693948E1,-8.493750572E0,-4.231875229E1,-3.506250000E1
1.223693948E1,-8.287500381E0,-4.213125229E1,-3.519375229E1
1.224693948E1,-8.043750763E0,-4.194375229E1,-3.551250076E1
1.225693948E1,-7.687500477E0,-4.185000229E1,-3.575625229E1
1.226693948E1,-7.500000477E0,-4.194375229E1,-3.586875153E1
1.227693948E1,-7.275000095E0,-4.177500153E1,-3.570000076E1
1.228693948E1,-7.068750381E0,-4.155000305E1,-3.562500000E1
1.229693948E1,-6.731250286E0,-4.134375000E1,-3.566250229E1
1.230693948E1,-6.375000477E0,-4.123125076E1,-3.586875153E1
1.231693948E1,-6.093750477E0,-4.136250305E1,-3.605625153E1
1.232693948E1,-5.681250095E0,-4.126875305E1,-3.620625305E1
1.233693948E1,-5.343750000E0,-4.156875229E1,-3.615000153E1
1.234693948E1,-5.081250191E0,-4.140000153E1,-3.635625076E1
1.235693948E1,-4.800000191E0,-4.128750229E1,-3.645000076E1
1.236693948E1,-4.593750000E0,-4.149375153E1,-3.648750305E1
1.237693948E1,-4.293750286E0,-4.162500000E1,-3.658125305E1
1.238693948E1,-4.106250286E0,-4.170000076E1,-3.660000229E1
1.239693948E1,-3.712500095E0,-4.177500153E1,-3.671250153E1
1.240693948E1,-3.487500191E0,-4.183125305E1,-3.682500076E1
1.241693948E1,-3.375000238E0,-4.160625076E1,-3.697500229E1
1.242693948E1,-3.225000143E0,-4.171875000E1,-3.688125229E1
1.243693948E1,-3.056250095E0,-4.170000076E1,-3.693750000E1
1.244693948E1,-2.850000143E0,-4.170000076E1,-3.697500229E1
1.245693948E1,-2.775000095E0,-4.162500000E1,-3.701250076E1
1.246693948E1,-2.568750143E0,-4.160625076E1,-3.688125229E1
1.247693948E1,-2.718750000E0,-4.138125229E1,-3.682500076E1
1.248693948E1,-2.625000000E0,-4.162500000E1,-3.652500153E1
1.249693948E1,-2.587500095E0,-4.160625076E1,-3.669375229E1
1.250693948E1,-2.381250143E0,-4.158750153E1,-3.665625000E1
1.251693948E1,-2.212500095E0,-4.164375305E1,-3.684375000E1
1.252693948E1,-1.912500024E0,-4.166250229E1,-3.690000153E1
1.253693948E1,-1.800000072E0,-4.166250229E1,-3.671250153E1
1.254693948E1,-1.575000048E0,-4.156875229E1,-3.703125000E1
1.255693948E1,-1.012500048E0,-4.171875000E1,-3.691875076E1
1.256693948E1,-8.062500358E-1,-4.158750153E1,-3.697500229E1
1.257693948E1,-6.562500000E-1,-4.173750305E1,-3.684375000E1
1.258693948E1,-4.312500060E-1,-4.170000076E1,-3.693750000E1
1.259693948E1,-1.500000060E-1,-4.179375076E1,-3.699375153E1
1.260693948E1,7.500000298E-2,-4.173750305E1,-3.690000153E1
1.261693948E1,4.312500060E-1,-4.183125305E1,-3.690000153E1
1.262693948E1,6.937500238E-1,-4.181250000E1,-3.673125076E1
1.263693948E1,8.062500358E-1,-4.175625229E1,-3.667500305E1
1.264693948E1,1.050000072E0,-4.175625229E1,-3.661875153E1
1.265693948E1,1.575000048E0,-4.160625076E1,-3.656250000E1
1.266693948E1,1.575000048E0,-4.171875000E1,-3.654375076E1
1.267693948E1,1.668750048E0,-4.177500153E1,-3.633750153E1
1.268693948E1,1.762500048E0,-4.177500153E1,-3.635625076E1
1.269693948E1,1.893750072E0,-4.196250153E1,-3.631875229E1
1.270693948E1,2.006250143E0,-4.226250076E1,-3.643125153E1
1.271693948E1,2.250000000E0,-4.224375153E1,-3.633750153E1
1.272693948E1,2.381250143E0,-4.220625305E1,-3.630000305E1
1.273693948E1,2.381250143E0,-4.228125000E1,-3.628125000E1
1.274693948E1,2.718750000E0,-4.211250305E1,-3.598125076E1
1.275693948E1,2.850000143E0,-4.200000000E1,-3.601875305E1
1.276693948E1,2.887500048E0,-4.175625229E1,-3.594375229E1
1.277693948E1,3.000000000E0,-4.164375305E1,-3.600000000E1
1.278693948E1,3.075000048E0,-4.141875076E1,-3.575625229E1
1.279693948E1,3.037500143E0,-4.160625076E1,-3.568125153E1
1.280693948E1,3.093750238E0,-4.181250000E1,-3.570000076E1
1.281693948E1,3.225000143E0,-4.194375229E1,-3.555000305E1
1.282693948E1,3.468750238E0,-4.220625305E1,-3.568125153E1
1.283693948E1,3.750000238E0,-4.243125153E1,-3.545625305E1
1.284693948E1,4.106250286E0,-4.267500305E1,-3.530625153E1
1.285693948E1,4.425000191E0,-4.286250305E1,-3.521250153E1
1.286693948E1,4.781250000E0,-4.293750000E1,-3.519375229E1
1.287693948E1,5.193750381E0,-4.275000000E1,-3.523125076E1
1.288693948E1,5.531250000E0,-4.275000000E1,-3.510000229E1
1.289693948E1,5.868750095E0,-4.280625153E1,-3.493125153E1
1.290693948E1,6.037500381E0,-4.260000229E1,-3.483750153E1
1.291693948E1,6.375000477E0,-4.237500000E1,-3.468750000E1
1.292693948E1,6.600000381E0,-4.245000076E1,-3.463125229E1
1.293693948E1,6.900000095E0,-4.235625076E1,-3.457500076E1
1.294693948E1,6.993750095E0,-4.250625229E1,-3.450000000E1
1.295693948E1,7.012500286E0,-4.280625153E1,-3.433125305E1
1.296693948E1,7.275000095E0,-4.301250076E1,-3.416250229E1
1.297693948E1,7.500000477E0,-4.299375153E1,-3.405000305E1
1.298693948E1,7.856250286E0,-4.308750153E1,-3.401250076E1
1.299693948E1,7.781250477E0,-4.318125153E1,-3.418125153E1
1.300693948E1,7.950000286E0,-4.320000076E1,-3.414375305E1
1.301693948E1,7.968750477E0,-4.325625229E1,-3.395625305E1
1.302693948E1,8.100000381E0,-4.318125153E1,-3.395625305E1
1.303693948E1,8.231250763E0,-4.303125000E1,-3.403125000E1
1.304693948E1,8.325000763E0,-4.278750229E1,-3.397500229E1
1.305693948E1,8.268750191E0,-4.290000153E1,-3.410625076E1
1.306693948E1,8.212500572E0,-4.301250076E1,-3.395625305E1
1.307693948E1,8.343750000E0,-4.310625076E1,-3.382500076E1
1.308693948E1,8.550000191E0,-4.310625076E1,-3.388125229E1
1.309693948E1,8.831250191E0,-4.308750153E1,-3.395625305E1
1.310693948E1,9.037500381E0,-4.303125000E1,-3.386250305E1
1.311693948E1,9.243750572E0,-4.297500229E1,-3.371250153E1
1.312693948E1,9.431250572E0,-4.297500229E1,-3.367500305E1
1.313693948E1,9.731250763E0,-4.280625153E1,-3.343125153E1
1.314693948E1,9.918750763E0,-4.258125305E1,-3.354375076E1
1.315693948E1,1.051875019E1,-4.245000076E1,-3.324375153E1
1.316693948E1,1.061250019E1,-4.246875000E1,-3.303750229E1
1.317693948E1,1.074375057E1,-4.213125229E1,-3.279375076E1
1.318693948E1,1.080000019E1,-4.226250076E1,-3.275625229E1
1.319693948E1,1.089375019E1,-4.241250229E1,-3.266250229E1
1.320693948E1,1.104375076E1,-4.250625229E1,-3.275625229E1
1.321693948E1,1.100625038E1,-4.265625000E1,-3.283125305E1
1.322693948E1,1.126875019E1,-4.275000000E1,-3.286875153E1
1.323693948E1,1.119375038E1,-4.263750076E1,-3.316875076E1
1.324693948E1,1.145625019E1,-4.252500153E1,-3.331875229E1
1.325693948E1,1.151250076E1,-4.263750076E1,-3.337500000E1
1.326693948E1,1.185000038E1,-4.230000305E1,-3.350625229E1
1.327693948E1,1.209375095E1,-4.207500076E1,-3.356250000E1
1.328693948E1,1.205625057E1,-4.185000229E1,-3.361875153E1
1.329693948E1,1.233750057E1,-4.156875229E1,-3.382500076E1
1.330693948E1,1.261875057E1,-4.151250076E1,-3.363750076E1
1.331693948E1,1.273125076E1,-4.155000305E1,-3.360000229E1
1.332693948E1,1.295625019E1,-4.153125000E1,-3.346875000E1
1.333693948E1,1.312500095E1,-4.128750229E1,-3.360000229E1
1.334693948E1,1.320000076E1,-4.115625000E1,-3.339375305E1
1.335693948E1,1.346250057E1,-4.091250229E1,-3.326250076E1
1.336693948E1,1.374375057E1,-4.091250229E1,-3.322500229E1
1.337693948E1,1.380000019E1,-4.074375153E1,-3.290625000E1
1.338693948E1,1.372500038E1,-4.046250153E1,-3.292500305E1
1.339693948E1,1.393125057E1,-4.010625076E1,-3.288750076E1
1.340693948E1,1.385625076E1,-4.018125153E1,-3.313125229E1
1.341693948E1,1.402500057E1,-4.006875229E1,-3.320625305E1
1.342693948E1,1.430625057E1,-3.999375153E1,-3.339375305E1
1.343693948E1,1.445625019E1,-3.991875076E1,-3.363750076E1
1.344693948E1,1.466250038E1,-3.988125229E1,-3.354375076E1
1.345693948E1,1.488750076E1,-3.967500305E1,-3.373125076E1
1.346693948E1,1.515000057E1,-3.988125229E1,-3.373125076E1
1.347693948E1,1.531875038E1,-3.988125229E1,-3.337500000E1
1.348693948E1,1.543125057E1,-3.965625000E1,-3.313125229E1
1.349693948E1,1.588125038E1,-3.984375000E1,-3.294375229E1
1.350693948E1,1.606875038E1,-4.001250076E1,-3.292500305E1
1.351693948E1,1.620000076E1,-4.018125153E1,-3.298125076E1
1.352693948E1,1.638750076E1,-4.023750305E1,-3.305625153E1
1.353693948E1,1.672500038E1,-4.018125153E1,-3.307500076E1
1.354693948E1,1.687500000E1,-4.005000305E1,-3.294375229E1
1.355693948E1,1.711875153E1,-4.027500153E1,-3.313125229E1
1.356693948E1,1.755000114E1,-4.018125153E1,-3.309375000E1
1.357693948E1,1.751250076E1,-4.035000229E1,-3.296250153E1
1.358693948E1,1.745625114E1,-4.018125153E1,-3.256875229E1
1.359693948E1,1.760625076E1,-4.001250076E1,-3.206250000E1
1.360693948E1,1.766250038E1,-3.982500076E1,-3.195000076E1
1.361693948E1,1.777500153E1,-3.986250305E1,-3.172500038E1
1.362693948E1,1.796250153E1,-3.988125229E1,-3.163125038E1
1.363693948E1,1.815000153E1,-3.978750229E1,-3.140625191E1
1.364693948E1,1.815000153E1,-3.999375153E1,-3.129375076E1
1.365693948E1,1.820625114E1,-3.971250153E1,-3.123750114E1
1.366693948E1,1.843125153E1,-3.973125076E1,-3.127500153E1
1.367693948E1,1.875000000E1,-3.988125229E1,-3.135000038E1
1.368693948E1,1.899375153E1,-4.005000305E1,-3.106875038E1
1.369693948E1,1.891875076E1,-4.046250153E1,-3.069375038E1
1.370693948E1,1.910625076E1,-4.053750229E1,-3.052500153E1
1.371693948E1,1.921875000E1,-4.072500229E1,-3.043125153E1
1.372693948E1,1.942500114E1,-4.066875076E1,-3.022500038E1
1.373693948E1,1.978125000E1,-4.078125000E1,-2.990625191E1
1.374693948E1,1.987500000E1,-4.104375076E1,-2.936250114E1
1.375693948E1,1.974375153E1,-4.125000000E1,-2.900625038E1
1.376693948E1,1.991250038E1,-4.117500305E1,-2.855625153E1
1.377693948E1,2.010000038E1,-4.093125153E1,-2.823750114E1
1.378693948E1,2.010000038E1,-4.106250000E1,-2.786250114E1
1.379693948E1,2.010000038E1,-4.115625000E1,-2.760000038E1
1.380693948E1,2.008125114E1,-4.121250153E1,-2.722500038E1
1.381693948E1,1.991250038E1,-4.153125000E1,-2.698125076E1
1.382693948E1,1.995000076E1,-4.147500229E1,-2.703750038E1
1.383693948E1,2.008125114E1,-4.158750153E1,-2.685000038E1
1.384693948E1,1.991250038E1,-4.190625000E1,-2.690625191E1
1.385693948E1,2.013750076E1,-4.215000153E1,-2.683125114E1
1.386693948E1,2.023125076E1,-4.209375000E1,-2.673750114E1
1.387693948E1,2.034375000E1,-4.215000153E1,-2.662500191E1
1.388693948E1,2.049375153E1,-4.235625076E1,-2.658750153E1
1.389693948E1,2.060625076E1,-4.239375305E1,-2.630625153E1
1.390693948E1,2.079375076E1,-4.254375076E1,-2.617500114E1
1.391693948E1,2.094375038E1,-4.246875000E1,-2.613750076E1
1.392693948E1,2.120625114E1,-4.241250229E1,-2.591250038E1
1.393693948E1,2.109375000E1,-4.260000229E1,-2.580000114E1
1.394693948E1,2.103750038E1,-4.267500305E1,-2.566875076E1
1.395693948E1,2.103750038E1,-4.252500153E1,-2.550000191E1
1.396693948E1,2.109375000E1,-4.258125305E1,-2.536875153E1
1.397693948E1,2.111250114E1,-4.237500000E1,-2.533125114E1
1.398693948E1,2.118750000E1,-4.243125153E1,-2.520000076E1
1.399693948E1,2.128125000E1,-4.216875076E1,-2.512500191E1
1.400693948E1,2.139375114E1,-4.203750229E1,-2.531250191E1
1.401693948E1,2.145000076E1,-4.185000229E1,-2.550000191E1
1.402693948E1,2.154375076E1,-4.192500305E1,-2.574375153E1
1.403693948E1,2.156250000E1,-4.181250000E1,-2.583750153E1
1.404693948E1,2.135625076E1,-4.147500229E1,-2.600625038E1
1.405693948E1,2.148750114E1,-4.138125229E1,-2.623125076E1
1.406693948E1,2.150625038E1,-4.123125076E1,-2.641875076E1
1.407693948E1,2.130000114E1,-4.136250305E1,-2.645625114E1
1.408693948E1,2.116875076E1,-4.143750000E1,-2.653125191E1
1.409693948E1,2.133750153E1,-4.143750000E1,-2.643750191E1
1.410693948E1,2.130000114E1,-4.121250153E1,-2.617500114E1
1.411693948E1,2.115000153E1,-4.108125305E1,-2.608125114E1
1.412693948E1,2.109375000E1,-4.108125305E1,-2.617500114E1
1.413693948E1,2.088750076E1,-4.113750076E1,-2.619375038E1
1.414693948E1,2.068125153E1,-4.108125305E1,-2.615625191E1
1.415693948E1,2.055000114E1,-4.102500153E1,-2.636250114E1
1.416693948E1,2.036250114E1,-4.098750305E1,-2.645625114E1
1.417693948E1,2.013750076E1,-4.095000076E1,-2.681250191E1
1.418693948E1,1.987500000E1,-4.096875000E1,-2.711250114E1
1.419693948E1,1.983750153E1,-4.117500305E1,-2.748750114E1
1.420693948E1,1.981875038E1,-4.128750229E1,-2.773125076E1
1.421693948E1,1.970625114E1,-4.125000000E1,-2.812500191E1
1.422693948E1,1.953750038E1,-4.111875153E1,-2.848125076E1
1.423693948E1,1.944375038E1,-4.096875000E1,-2.868750191E1
1.424693948E1,1.946250153E1,-4.080000305E1,-2.883750153E1
1.425693948E1,1.914375114E1,-4.078125000E1,-2.893125153E1
1.426693948E1,1.920000076E1,-4.078125000E1,-2.913750076E1
1.427693948E1,1.916250038E1,-4.087500000E1,-2.926875114E1
1.428693948E1,1.893750000E1,-4.080000305E1,-2.930625153E1
1.429693948E1,1.884375000E1,-4.081875229E1,-2.906250191E1
1.430693948E1,1.882500076E1,-4.119375229E1,-2.891250038E1
1.431693948E1,1.882500076E1,-4.138125229E1,-2.881875038E1
1.432693948E1,1.871250153E1,-4.164375305E1,-2.859375191E1
1.433693948E1,1.891875076E1,-4.170000076E1,-2.851875114E1
1.434693948E1,1.893750000E1,-4.177500153E1,-2.840625191E1
1.435693948E1,1.878750038E1,-4.153125000E1,-2.840625191E1
1.436693948E1,1.886250114E1,-4.151250076E1,-2.823750114E1
1.437693948E1,1.888125038E1,-4.158750153E1,-2.836875153E1
1.438693948E1,1.886250114E1,-4.117500305E1,-2.846250153E1
1.439693948E1,1.869375038E1,-4.108125305E1,-2.853750038E1
1.440693948E1,1.878750038E1,-4.089375305E1,-2.863125038E1
1.441693948E1,1.867500114E1,-4.080000305E1,-2.863125038E1
1.442693948E1,1.848750114E1,-4.070625305E1,-2.866875076E1
1.443693948E1,1.876875114E1,-4.070625305E1,-2.857500076E1
1.444693948E1,1.888125038E1,-4.068750000E1,-2.844375038E1
1.445693948E1,1.876875114E1,-4.053750229E1,-2.844375038E1
1.446693948E1,1.873125076E1,-4.065000153E1,-2.838750076E1
1.447693948E1,1.873125076E1,-4.055625153E1,-2.821875191E1
1.448693948E1,1.839375114E1,-4.050000000E1,-2.821875191E1
1.449693948E1,1.831875038E1,-4.061250305E1,-2.846250153E1
1.450693948E1,1.826250076E1,-4.059375000E1,-2.838750076E1
1.451693948E1,1.798125076E1,-4.048125076E1,-2.863125038E1
1.452693948E1,1.770000076E1,-4.027500153E1,-2.902500153E1
1.453693948E1,1.775625038E1,-4.021875000E1,-2.926875114E1
1.454693948E1,1.749375153E1,-4.001250076E1,-2.958750153E1
1.455693948E1,1.751250076E1,-3.978750229E1,-3.015000153E1
1.456693948E1,1.771875000E1,-3.963750076E1,-3.065625191E1
1.457693948E1,1.779375076E1,-3.926250076E1,-3.091875076E1
1.458693948E1,1.783125114E1,-3.900000000E1,-3.136875153E1
1.459693948E1,1.779375076E1,-3.883125305E1,-3.168750191E1
1.460693948E1,1.779375076E1,-3.855000305E1,-3.208125305E1
1.461693948E1,1.773750114E1,-3.845625305E1,-3.213750076E1
1.462693948E1,1.792500114E1,-3.836250305E1,-3.232500076E1
1.463693948E1,1.800000000E1,-3.821250153E1,-3.225000000E1
1.464693948E1,1.792500114E1,-3.808125305E1,-3.215625000E1
1.465693948E1,1.783125114E1,-3.802500153E1,-3.206250000E1
1.466693948E1,1.771875000E1,-3.810000229E1,-3.225000000E1
1.467693948E1,1.779375076E1,-3.815625000E1,-3.223125076E1
1.468693948E1,1.798125076E1,-3.840000153E1,-3.215625000E1
1.469693948E1,1.798125076E1,-3.830625153E1,-3.225000000E1
1.470693948E1,1.805625153E1,-3.819375229E1,-3.213750076E1
1.471693948E1,1.815000153E1,-3.843750000E1,-3.208125305E1
1.472693948E1,1.815000153E1,-3.845625305E1,-3.187500191E1
1.473693948E1,1.824375153E1,-3.856875229E1,-3.165000153E1
1.474693948E1,1.850625038E1,-3.864375305E1,-3.108750153E1
1.475693948E1,1.843125153E1,-3.885000229E1,-3.069375038E1
1.476693948E1,1.846875000E1,-3.901875305E1,-3.011250114E1
1.477693948E1,1.858125114E1,-3.909375000E1,-2.966250038E1
1.478693948E1,1.850625038E1,-3.939375305E1,-2.947500038E1
1.479693948E1,1.854375076E1,-3.935625076E1,-2.923125076E1
1.480693948E1,1.854375076E1,-3.978750229E1,-2.941875076E1
1.481693948E1,1.841250038E1,-3.980625153E1,-2.936250114E1
1.482693948E1,1.824375153E1,-3.999375153E1,-2.941875076E1
1.483693948E1,1.813125038E1,-4.023750305E1,-2.940000153E1
1.484693948E1,1.790625000E1,-4.059375000E1,-2.941875076E1
1.485693948E1,1.764375114E1,-4.123125076E1,-2.949375153E1
1.486693948E1,1.751250076E1,-4.164375305E1,-2.902500153E1
1.487693948E1,1.711875153E1,-4.215000153E1,-2.878125191E1
1.488693948E1,1.691250038E1,-4.218750000E1,-2.814375114E1
1.489693948E1,1.659375000E1,-4.280625153E1,-2.788125038E1
1.490693948E1,1.629375076E1,-4.335000229E1,-2.763750076E1
1.491693948E1,1.618125153E1,-4.378125000E1,-2.724375153E1
1.492693948E1,1.603125000E1,-4.389375305E1,-2.716875076E1
1.493693948E1,1.580625057E1,-4.404375076E1,-2.707500076E1
1.494693948E1,1.563750076E1,-4.419375229E1,-2.722500038E1
1.495693948E1,1.546875095E1,-4.432500076E1,-2.718750191E1
1.496693948E1,1.518750095E1,-4.447500229E1,-2.748750114E1
1.497693948E1,1.515000057E1,-4.443750000E1,-2.752500153E1
1.498693948E1,1.492500019E1,-4.425000000E1,-2.763750076E1
1.499693948E1,1.468125057E1,-4.426875305E1,-2.778750038E1
1.500693948E1,1.462500095E1,-4.428750229E1,-2.776875114E1
1.501693948E1,1.483125019E1,-4.413750076E1,-2.761875153E1
1.502693948E1,1.485000038E1,-4.438125229E1,-2.750625038E1
1.503693948E1,1.494375038E1,-4.455000305E1,-2.728125191E1
1.504693948E1,1.507500076E1,-4.471875000E1,-2.675625038E1
1.505693948E1,1.520625019E1,-4.477500153E1,-2.651250076E1
1.506693948E1,1.548750019E1,-4.492500305E1,-2.598750114E1
1.507693948E1,1.586250019E1,-4.501875305E1,-2.551875114E1
1.508693948E1,1.612500000E1,-4.494375229E1,-2.525625038E1
1.509693948E1,1.614375114E1,-4.498125076E1,-2.480625153E1
1.510693948E1,1.642500114E1,-4.475625229E1,-2.458125114E1
1.511693948E1,1.665000153E1,-4.471875000E1,-2.448750114E1
1.512693948E1,1.685625076E1,-4.479375076E1,-2.463750076E1
1.513693948E1,1.710000038E1,-4.481250000E1,-2.467500114E1
1.514693948E1,1.723125076E1,-4.466250229E1,-2.497500038E1
1.515693948E1,1.719375038E1,-4.441875076E1,-2.529375076E1
1.516693948E1,1.715625000E1,-4.434375000E1,-2.561250114E1
1.517693948E1,1.706250000E1,-4.413750076E1,-2.598750114E1
1.518693948E1,1.710000038E1,-4.393125153E1,-2.615625191E1
1.519693948E1,1.711875153E1,-4.363125229E1,-2.651250076E1
1.520693948E1,1.710000038E1,-4.329375076E1,-2.694375038E1
1.521693948E1,1.713750076E1,-4.297500229E1,-2.698125076E1
1.522693948E1,1.728750038E1,-4.280625153E1,-2.713125038E1
1.523693948E1,1.755000114E1,-4.258125305E1,-2.713125038E1
1.524693948E1,1.779375076E1,-4.246875000E1,-2.703750038E1
1.525693948E1,1.816875076E1,-4.200000000E1,-2.715000153E1
1.526693948E1,1.839375114E1,-4.166250229E1,-2.752500153E1
1.527693948E1,1.865625000E1,-4.115625000E1,-2.795625114E1
1.528693948E1,1.903125000E1,-4.023750305E1,-2.859375191E1
1.529693948E1,1.910625076E1,-3.926250076E1,-2.975625038E1
1.530693948E1,1.903125000E1,-3.806250000E1,-3.084375191E1
1.531693948E1,1.890000153E1,-3.697500229E1,-3.223125076E1
1.532693948E1,1.875000000E1,-3.590625000E1,-3.337500000E1
1.533693948E1,1.850625038E1,-3.556875229E1,-3.438750076E1
1.534693948E1,1.822500038E1,-3.513750076E1,-3.508125305E1
1.535693948E1,1.788750076E1,-3.491250229E1,-3.526875305E1
1.536693948E1,1.764375114E1,-3.549375153E1,-3.504375076E1
1.537693948E1,1.751250076E1,-3.618750000E1,-3.451875305E1
1.538693948E1,1.760625076E1,-3.697500229E1,-3.376875305E1
1.539693948E1,1.768125153E1,-3.766875076E1,-3.262500000E1
1.540693948E1,1.792500114E1,-3.836250305E1,-3.165000153E1
1.541693948E1,1.830000114E1,-3.860625076E1,-3.082500076E1
1.542693948E1,1.860000038E1,-3.879375076E1,-3.037500191E1
1.543693948E1,1.888125038E1,-3.890625000E1,-3.013125038E1
1.544693948E1,1.905000114E1,-3.860625076E1,-2.998125076E1
1.545693948E1,1.906875038E1,-3.817500305E1,-2.994375038E1
1.546693948E1,1.903125000E1,-3.793125153E1,-3.031875038E1
1.547693948E1,1.884375000E1,-3.772500229E1,-3.093750191E1
1.548693948E1,1.871250153E1,-3.753750229E1,-3.151875114E1
1.549693948E1,1.835625076E1,-3.748125076E1,-3.191250038E1
1.550693948E1,1.811250114E1,-3.729375076E1,-3.204375076E1
1.551693948E1,1.798125076E1,-3.714375305E1,-3.226875305E1
1.552693948E1,1.783125114E1,-3.736875153E1,-3.219375229E1
1.553693948E1,1.794375038E1,-3.772500229E1,-3.213750076E1
1.554693948E1,1.796250153E1,-3.806250000E1,-3.153750038E1
1.555693948E1,1.811250114E1,-3.838125229E1,-3.099375153E1
1.556693948E1,1.792500114E1,-3.877500153E1,-3.024375153E1
1.557693948E1,1.809375000E1,-3.915000153E1,-2.970000076E1
1.558693948E1,1.805625153E1,-3.980625153E1,-2.932500076E1
1.559693948E1,1.805625153E1,-4.038750076E1,-2.889375114E1
1.560693948E1,1.796250153E1,-4.065000153E1,-2.874375153E1
1.561693948E1,1.764375114E1,-4.087500000E1,-2.883750153E1
1.562693948E1,1.740000153E1,-4.108125305E1,-2.904375076E1
1.563693948E1,1.693125153E1,-4.140000153E1,-2.908125114E1
1.564693948E1,1.678125000E1,-4.168125153E1,-2.938125038E1
1.565693948E1,1.636875153E1,-4.216875076E1,-2.936250114E1
1.566693948E1,1.610625076E1,-4.233750153E1,-2.900625038E1
1.567693948E1,1.565625095E1,-4.269375229E1,-2.863125038E1
1.568693948E1,1.526250076E1,-4.291875076E1,-2.816250038E1
1.569693948E1,1.511250019E1,-4.355625153E1,-2.731875038E1
1.570693948E1,1.479375076E1,-4.393125153E1,-2.683125114E1
1.571693948E1,1.458750057E1,-4.417500305E1,-2.651250076E1
1.572693948E1,1.215000057E1,-3.819375229E1,-2.038125038E1
1.573693948E1,1.185000038E1,-3.825000000E1,-2.056875038E1
1.574693948E1,1.158750057E1,-3.838125229E1,-2.079375076E1
1.575693948E1,1.136250019E1,-3.843750000E1,-2.116875076E1
1.576693948E1,1.102500057E1,-3.879375076E1,-2.150625038E1
1.577693948E1,1.065000057E1,-3.858750153E1,-2.212500000E1
1.578693948E1,1.046250057E1,-3.864375305E1,-2.233125114E1
1.579693948E1,1.046250057E1,-3.851250076E1,-2.236875153E1
1.580693948E1,1.053750038E1,-3.849375153E1,-2.242500114E1
1.581693948E1,1.065000057E1,-3.847500229E1,-2.205000114E1
1.582693948E1,1.074375057E1,-3.866250229E1,-2.186250114E1
1.583693948E1,1.093125057E1,-3.883125305E1,-2.163750076E1
1.584693948E1,1.143750000E1,-3.875625229E1,-2.143125153E1
1.585693948E1,1.196250057E1,-3.901875305E1,-2.081250000E1
1.586693948E1,1.243125057E1,-3.903750229E1,-2.060625076E1
1.587693948E1,1.280625057E1,-3.926250076E1,-2.034375000E1
1.588693948E1,1.323750019E1,-3.924375153E1,-2.015625000E1
1.589693948E1,1.348125076E1,-3.930000305E1,-1.995000076E1
1.590693948E1,1.355625057E1,-3.916875076E1,-1.963125038E1
1.591693948E1,1.359375095E1,-3.900000000E1,-1.925625038E1
1.592693948E1,1.344375038E1,-3.928125000E1,-1.895625114E1
1.593693948E1,1.338750076E1,-3.924375153E1,-1.893750000E1
1.594693948E1,1.306875038E1,-3.941250229E1,-1.884375000E1
1.595693948E1,1.284375095E1,-3.924375153E1,-1.893750000E1
1.596693948E1,1.261875057E1,-3.928125000E1,-1.882500076E1
1.597693948E1,1.248750019E1,-3.928125000E1,-1.893750000E1
1.598693948E1,1.228125095E1,-3.935625076E1,-1.921875000E1
1.599693948E1,1.243125057E1,-3.935625076E1,-1.983750153E1
1.600693948E1,1.260000038E1,-3.905625153E1,-2.011875153E1
1.601693948E1,1.250625038E1,-3.858750153E1,-2.051250076E1
1.602693948E1,1.280625057E1,-3.811875153E1,-2.055000114E1
1.603693948E1,1.316250038E1,-3.781875229E1,-2.068125153E1
1.604693948E1,1.338750076E1,-3.742500305E1,-2.083125114E1
1.605693948E1,1.393125057E1,-3.678750229E1,-2.116875076E1
1.606693948E1,1.479375076E1,-3.631875229E1,-2.156250000E1
1.607693948E1,1.539375019E1,-3.540000153E1,-2.173125076E1
1.608693948E1,1.608750153E1,-3.590625000E1,-2.274375153E1
1.609693948E1,1.646250153E1,-3.498750305E1,-2.353125000E1
1.610693948E1,1.672500038E1,-3.436875153E1,-2.460000038E1
1.611693948E1,1.676250076E1,-3.384375000E1,-2.529375076E1
1.612693948E1,1.665000153E1,-3.324375153E1,-2.623125076E1
1.613693948E1,1.635000038E1,-3.288750076E1,-2.700000191E1
1.614693948E1,1.578750038E1,-3.243750000E1,-2.761875153E1
1.615693948E1,1.526250076E1,-3.262500000E1,-2.806875038E1
1.616693948E1,1.488750076E1,-3.262500000E1,-2.838750076E1
1.617693948E1,1.470000076E1,-3.305625153E1,-2.838750076E1
1.618693948E1,1.460625076E1,-3.320625305E1,-2.814375114E1
1.619693948E1,1.475625038E1,-3.330000305E1,-2.797500038E1
1.620693948E1,1.503750038E1,-3.341250229E1,-2.765625191E1
1.621693948E1,1.526250076E1,-3.348750305E1,-2.711250114E1
1.622693948E1,1.561875057E1,-3.365625000E1,-2.662500191E1
1.623693948E1,1.597500038E1,-3.373125076E1,-2.628750038E1
1.624693948E1,1.620000076E1,-3.403125000E1,-2.604375076E1
1.625693948E1,1.627500153E1,-3.425625229E1,-2.565000153E1
1.626693948E1,1.640625000E1,-3.435000229E1,-2.538750076E1
1.627693948E1,1.620000076E1,-3.450000000E1,-2.550000191E1
1.628693948E1,1.593750095E1,-3.459375000E1,-2.559375191E1
