"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.171012453E1,3.434118032E0,-8.352113724E0,-3.645798683E0
4.171502094E1,3.369495392E0,-7.676098347E0,-3.489012241E0
4.171993552E1,2.950146198E0,-6.983992577E0,-3.073324203E0
4.172481365E1,2.225496769E0,-6.285633087E0,-2.300504684E0
4.172972823E1,1.693048954E0,-5.654923439E0,-1.301688552E0
4.173460641E1,1.289731979E0,-4.976347446E0,-6.744811535E-1
4.173952099E1,6.421685219E-1,-3.963637352E0,-8.587847948E-1
4.174439917E1,4.860401750E-1,-2.059485435E0,-1.621619225E0
4.174929901E1,8.605881333E-1,1.349291801E0,-3.489261150E0
4.175419193E1,1.059789062E0,6.607172012E0,-6.124383926E0
4.175908828E1,3.190119267E-1,1.558060551E1,-7.629112720E0
4.176398464E1,-9.841499329E-1,2.950122643E1,-6.484444618E0
4.176888104E1,-2.447504997E0,4.068589020E1,-4.301623821E0
4.177377740E1,-3.799006462E0,4.435004425E1,2.118092537E0
4.177867375E1,-2.886933565E0,3.809009933E1,1.129987335E1
4.178357016E1,-1.973170757E0,2.700711250E1,1.953635025E1
4.178847084E1,-4.571530342E0,2.272278976E1,2.584885597E1
4.179336292E1,-7.179252148E0,1.995643044E1,2.750242233E1
4.179825927E1,-8.976012230E0,1.745241356E1,2.445630455E1
4.180315563E1,-9.823051453E0,1.524711037E1,2.051419449E1
4.180805203E1,-9.967359543E0,1.392851448E1,1.765505981E1
4.181294839E1,-9.917097092E0,1.300724888E1,1.588633347E1
4.181784474E1,-9.990204811E0,1.258182907E1,1.426108932E1
4.182274115E1,-1.038488770E1,1.238003254E1,1.273250198E1
4.182763750E1,-1.071912479E1,1.188591290E1,1.064771080E1
4.183253391E1,-1.032262897E1,1.061305141E1,7.899095058E0
4.183743026E1,-9.306734085E0,8.957333565E0,4.634255886E0
4.184232662E1,-7.610901833E0,7.407478333E0,3.091948509E0
4.184722302E1,-6.027205467E0,6.543828011E0,2.069780350E0
4.185211938E1,-4.773728371E0,6.466747284E0,2.207020760E0
4.185701573E1,-3.537141323E0,6.789392471E0,2.211409569E0
4.186191214E1,-2.552140236E0,7.340734482E0,2.194483757E0
4.186680849E1,-1.879660130E0,7.890492439E0,1.827979565E0
4.187170485E1,-1.254888296E0,8.386107445E0,1.479359150E0
4.187660125E1,-2.408936024E-1,8.749342918E0,1.495768070E0
4.188149761E1,1.172981977E0,9.031939507E0,1.698722839E0
4.188639401E1,2.559415340E0,9.207442284E0,1.786038399E0
4.189129037E1,3.471471786E0,9.225462914E0,1.890209436E0
4.189618672E1,3.697492361E0,9.068344116E0,2.416196585E0
4.190108313E1,3.352717400E0,8.648292542E0,3.393891096E0
4.190597948E1,2.545374155E0,7.946621895E0,4.547737598E0
4.191087584E1,1.633611798E0,6.880361557E0,5.258360863E0
4.191577224E1,5.411938429E-1,5.694457054E0,5.254020691E0
4.192066860E1,-7.332451344E-1,4.547254562E0,4.713804245E0
4.192556500E1,-1.822054386E0,3.436710358E0,4.001266479E0
4.193047979E1,-2.597152233E0,2.241061211E0,3.441765785E0
4.193535771E1,-3.171985626E0,1.116180420E0,3.109058380E0
4.194027229E1,-3.560893059E0,2.003345490E-1,3.025168180E0
4.194515047E1,-3.739113569E0,-5.282335281E-1,3.118577003E0
4.195006500E1,-3.769222736E0,-1.118047714E0,3.179828644E0
4.195494323E1,-3.516644478E0,-1.596096039E0,3.148823261E0
4.195985776E1,-3.228461266E0,-1.812562466E0,2.898248196E0
4.196473594E1,-2.691323280E0,-1.890320778E0,2.547656775E0
4.196965047E1,-2.131107330E0,-1.746293068E0,2.076445580E0
4.197452870E1,-1.669262409E0,-1.476796627E0,1.424052000E0
4.197944328E1,-1.286810160E0,-1.235181332E0,7.153713703E-1
4.198432146E1,-9.717473984E-1,-1.050753593E0,8.843088150E-2
4.198923604E1,-5.769079924E-1,-8.695116043E-1,3.172922134E-2
4.199411422E1,4.580819607E-2,-5.176086426E-1,1.801576376E0
4.199901057E1,7.505583763E-1,1.847267151E-3,2.804156303E0
4.200390693E1,1.361613989E0,-8.125495911E-2,-3.983795643E-1
4.200880334E1,1.942867994E0,-8.147802353E-1,-4.538013458E0
4.201369969E1,2.205068350E0,-1.569887161E0,-7.974143982E0
4.201859610E1,2.270882607E0,-2.065766335E0,-1.023343277E1
4.202349245E1,2.247767687E0,-2.309587479E0,-1.083777142E1
4.202838880E1,2.226421118E0,-2.571810246E0,-9.952865601E0
4.203328521E1,2.282124758E0,-2.909438133E0,-8.692123413E0
4.203818156E1,2.128799677E0,-3.216782570E0,-7.285401344E0
4.204307797E1,1.859282374E0,-3.536718369E0,-5.777445793E0
4.204797432E1,1.849626780E0,-3.919336319E0,-4.250495911E0
4.205287068E1,1.928756475E0,-4.414603710E0,-2.927602291E0
4.205776708E1,2.002881050E0,-4.924013615E0,-1.907472491E0
4.206266344E1,2.043255806E0,-5.356226921E0,-1.162289500E0
4.206755979E1,2.038097620E0,-5.670180798E0,-7.075228691E-1
4.207245620E1,2.045464039E0,-5.953898430E0,-5.397195816E-1
4.207735255E1,2.058775425E0,-6.273882389E0,-5.189881325E-1
4.208224891E1,2.076524258E0,-6.562740803E0,-6.177260876E-1
4.208714531E1,2.018219948E0,-6.839293480E0,-9.279397726E-1
4.209204167E1,1.915964127E0,-7.084101200E0,-1.429118395E0
4.209693807E1,1.818466425E0,-7.296959400E0,-1.887811303E0
4.210183443E1,1.704667330E0,-7.449122429E0,-2.213945389E0
4.210673084E1,1.577118158E0,-7.564610481E0,-2.362643242E0
4.211162719E1,1.443043113E0,-7.641191483E0,-2.393921614E0
4.211652354E1,1.321393609E0,-7.664702892E0,-2.386736393E0
4.212141995E1,1.223706484E0,-7.647398949E0,-2.335870266E0
4.212631630E1,1.111189008E0,-7.589582443E0,-2.302877188E0
4.213121266E1,1.038481712E0,-7.501149178E0,-2.296368361E0
4.213610906E1,1.048372507E0,-7.382367134E0,-2.324967623E0
4.214100542E1,1.128583193E0,-7.250197411E0,-2.469181299E0
4.214590177E1,1.293432713E0,-7.068945408E0,-2.620464325E0
4.215079818E1,1.437639475E0,-6.759976864E0,-2.753900051E0
4.215569453E1,1.558588743E0,-6.373925209E0,-2.849362612E0
4.216060906E1,1.637179613E0,-5.999594688E0,-2.896316767E0
4.216548729E1,1.709062576E0,-5.701936722E0,-2.871848583E0
4.217040188E1,1.790944695E0,-5.495280266E0,-2.759021759E0
4.217528005E1,1.801050186E0,-5.320068836E0,-2.513911724E0
4.218019458E1,1.770239115E0,-5.123679161E0,-2.134417057E0
4.218507276E1,1.736239433E0,-4.935072422E0,-1.603429556E0
4.218996917E1,1.655893922E0,-4.711116791E0,-9.430561066E-1
4.219486552E1,1.572266936E0,-4.499681473E0,-2.754533291E-1
4.219976193E1,1.454754829E0,-4.334110260E0,3.657097816E-1
4.220465828E1,1.311433911E0,-4.216546059E0,7.889451981E-1
4.220957287E1,1.071802855E0,-4.132258892E0,8.792531490E-1
4.221445104E1,7.369803190E-1,-4.047460556E0,7.083997726E-1
4.221934740E1,3.321015835E-1,-3.928087711E0,4.499351978E-1
4.222424380E1,1.807415485E-2,-3.850270748E0,2.058510780E-1
4.222914016E1,-2.431420088E-1,-3.760943413E0,1.210579872E-1
4.223403651E1,-6.241433620E-1,-3.545078278E0,1.946215630E-1
4.223893292E1,-1.041812897E0,-3.281516552E0,3.061020374E-1
4.224382927E1,-1.513894439E0,-2.972708702E0,4.840223789E-1
4.224882318E1,-1.896966338E0,-2.659104347E0,7.446422577E-1
4.225362198E1,-2.114779234E0,-2.395236015E0,1.068603754E0
4.225851839E1,-2.409683228E0,-2.043754101E0,1.324894667E0
4.226341474E1,-2.535837650E0,-1.863923550E0,1.528042793E0
4.226831115E1,-2.340308666E0,-1.695703983E0,1.777292728E0
4.227320750E1,-2.771358728E0,-1.197839260E0,2.081054449E0
4.227810391E1,-3.214389324E0,-4.932136536E-1,2.399487257E0
4.228300026E1,-3.442269325E0,2.766294479E-1,2.677909136E0
4.228790016E1,-3.571946621E0,1.190366745E0,3.081779003E0
4.229279302E1,-3.732415676E0,2.209216118E0,3.728895187E0
4.229768938E1,-3.933529377E0,3.342325211E0,4.554710388E0
4.230258573E1,-4.049454689E0,4.524625778E0,5.496983528E0
4.230748214E1,-4.179621696E0,5.760437965E0,6.491026402E0
4.231237849E1,-4.402046204E0,7.049298286E0,7.443373680E0
4.231727490E1,-4.602994442E0,8.321582794E0,8.152821541E0
4.232217125E1,-4.770606518E0,9.560785294E0,8.487431526E0
4.232706761E1,-4.822723389E0,1.076753235E1,8.420370102E0
4.233196401E1,-4.896854401E0,1.202879524E1,8.060840607E0
4.233686037E1,-5.116100311E0,1.337646103E1,7.682848930E0
4.234175672E1,-5.515437126E0,1.465324020E1,7.347540379E0
4.234665313E1,-5.994034767E0,1.554888821E1,7.051432610E0
4.235154948E1,-6.418053627E0,1.602115631E1,6.882159233E0
4.235644589E1,-6.938583374E0,1.604191971E1,6.829724312E0
4.236134224E1,-7.500887871E0,1.569524288E1,6.755527496E0
4.236623860E1,-7.942790031E0,1.538058090E1,6.808310032E0
4.237113500E1,-8.164154053E0,1.528406811E1,6.993375778E0
4.237603136E1,-8.134143829E0,1.542400742E1,7.213749409E0
4.238092771E1,-7.795256138E0,1.563919640E1,7.413743496E0
4.238582412E1,-7.267145157E0,1.585655117E1,7.627281666E0
4.239072047E1,-6.817133904E0,1.603132248E1,7.643110752E0
4.239561688E1,-6.137963295E0,1.597534943E1,7.288700581E0
4.240051323E1,-5.294676304E0,1.575898838E1,7.125123978E0
4.240540958E1,-4.430749416E0,1.543804169E1,7.410867214E0
4.241032417E1,-3.412849426E0,1.508500290E1,7.959316254E0
4.241520235E1,-2.493046045E0,1.480234528E1,8.159627914E0
4.242009870E1,-1.611222267E0,1.426569080E1,7.241191864E0
4.242499511E1,-7.827231884E-1,1.358589745E1,5.604734421E0
4.242990964E1,6.678438187E-2,1.297427273E1,4.060531139E0
4.243478781E1,9.892195463E-1,1.247059822E1,2.897925377E0
4.243970240E1,1.796194553E0,1.213882732E1,1.916983366E0
4.244458057E1,2.521581411E0,1.179766369E1,1.379913092E0
4.244947698E1,3.274460316E0,1.135438156E1,1.283538580E0
4.245437334E1,4.070445538E0,1.071894741E1,1.487073660E0
4.245926969E1,4.830625534E0,1.006338024E1,2.114857435E0
4.246416610E1,5.454242229E0,9.561264992E0,2.790556669E0
4.246906610E1,5.927534103E0,9.082500458E0,2.614653111E0
4.247395886E1,6.354764462E0,8.621896744E0,1.398177385E0
4.247885521E1,6.549924850E0,8.315258026E0,-1.417191029E-1
4.248375156E1,6.611227036E0,8.004038811E0,-1.599813700E0
4.248865130E1,6.412361622E0,7.393049240E0,-2.455797434E0
4.249354432E1,6.117775917E0,6.349931717E0,-2.639078617E0
4.249844068E1,5.886087894E0,4.728624344E0,-2.533212662E0
4.250333709E1,5.463301659E0,2.773770332E0,-2.143014908E0
4.250823344E1,4.512312889E0,7.467565536E-1,-1.412389278E0
4.251312984E1,3.181200027E0,-1.148641586E0,-4.181942940E-1
4.251802620E1,2.057569981E0,-2.799686909E0,4.556825161E-1
4.252292255E1,1.211755514E0,-4.254072189E0,9.286627769E-1
4.252781896E1,3.505612612E-1,-5.588170052E0,9.834229946E-1
4.253271531E1,3.313076496E-2,-6.878208637E0,1.044848442E0
4.253761167E1,-4.143906832E-1,-7.937457085E0,1.077806711E0
4.254250807E1,-9.548976421E-1,-8.837675095E0,8.338567019E-1
4.254740443E1,-1.254226804E0,-9.865708351E0,3.467665911E-1
4.255230084E1,-1.239157081E0,-1.097340584E1,-4.257720709E-1
4.255719719E1,-1.114118576E0,-1.211044693E1,-1.274024367E0
4.256209354E1,-8.138917089E-1,-1.320523548E1,-2.147686958E0
4.256698995E1,-4.150454998E-1,-1.411702538E1,-2.892886162E0
4.257188630E1,-1.695275307E-3,-1.480329895E1,-3.578007221E0
4.257678271E1,3.874487579E-1,-1.533866692E1,-4.302817822E0
4.258167906E1,5.913137197E-1,-1.572826672E1,-4.877899647E0
4.258657542E1,6.665510535E-1,-1.594610596E1,-5.185823917E0
4.259149000E1,5.950486660E-1,-1.608584404E1,-5.010737896E0
4.259636818E1,4.074141085E-1,-1.614305305E1,-4.855515480E0
4.260126458E1,2.425771654E-1,-1.613221169E1,-5.331599236E0
4.260616094E1,1.292920113E-2,-1.609402466E1,-6.303691387E0
4.261105729E1,-2.084251642E-1,-1.603316879E1,-7.627836227E0
4.261595370E1,-4.705922008E-1,-1.593998909E1,-8.650735855E0
4.262085005E1,-7.132079005E-1,-1.593402195E1,-9.255329132E0
4.262574646E1,-7.565868497E-1,-1.596250534E1,-9.520583153E0
4.263066099E1,-9.860655665E-1,-1.616902161E1,-9.127309799E0
4.263553917E1,-1.086567640E0,-1.623102951E1,-7.975143433E0
4.264045375E1,-1.264845610E0,-1.618237686E1,-6.673779488E0
4.264533193E1,-1.386970043E0,-1.612433624E1,-5.043436527E0
4.265022828E1,-1.320317864E0,-1.585646057E1,-3.394022942E0
4.265512469E1,-1.247931004E0,-1.550396538E1,-1.912125230E0
4.266002104E1,-1.221093416E0,-1.505073166E1,-7.203031778E-1
4.266491745E1,-1.114157438E0,-1.429878044E1,8.438897133E-2
4.266983198E1,-9.084091187E-1,-1.333225346E1,4.423327446E-1
4.267471016E1,-6.783498526E-1,-1.228522301E1,3.243979216E-1
4.267962474E1,-5.113934278E-1,-1.119092178E1,-1.697175503E-1
4.268450292E1,-2.999939919E-1,-1.008025360E1,-6.534661055E-1
4.268941750E1,-8.159232140E-2,-9.120336533E0,-1.003323913E0
4.269429568E1,1.888728142E-1,-8.320311546E0,-1.189611912E0
4.269919203E1,5.166627169E-1,-7.634307861E0,-1.282562971E0
4.270408844E1,7.674612999E-1,-6.999825478E0,-1.312005043E0
4.270898479E1,9.984283447E-1,-6.349694252E0,-1.381722212E0
4.271388115E1,1.211236954E0,-5.705348492E0,-1.478343964E0
4.271877755E1,1.385870099E0,-5.085879326E0,-1.590754747E0
4.272367391E1,1.614781737E0,-4.589297771E0,-1.676661372E0
4.272866781E1,1.873604655E0,-4.198822498E0,-1.661813259E0
4.273346662E1,2.092833519E0,-3.887932777E0,-1.568509340E0
4.273846052E1,2.256386518E0,-3.604283333E0,-1.332254291E0
4.274325938E1,2.445808411E0,-3.400316715E0,-9.588497877E-1
4.274815578E1,2.656311512E0,-3.297765255E0,-5.423672199E-1
4.275305219E1,2.865908146E0,-3.325120926E0,-1.150112152E-1
4.275794854E1,3.050729275E0,-3.496507645E0,2.701931000E-1
4.276284490E1,3.161197662E0,-3.802017212E0,5.842106342E-1
4.276774130E1,3.141007185E0,-4.241288185E0,8.245900869E-1
4.277263766E1,3.104160786E0,-4.828282356E0,1.027484417E0
4.277753406E1,2.935046673E0,-5.567419052E0,1.176700950E0
4.278243042E1,2.711858988E0,-6.331614971E0,1.275155425E0
4.278742432E1,2.442256212E0,-7.061095238E0,1.349954247E0
4.279222313E1,2.151080132E0,-7.647959232E0,1.253378391E0
4.279711953E1,1.834559441E0,-8.109450340E0,8.694320917E-1
4.280201589E1,1.563702822E0,-8.464782715E0,2.590286732E-1
4.280691229E1,1.401286721E0,-8.766725540E0,-4.669697285E-1
4.281180865E1,1.254390001E0,-9.032077789E0,-1.274828911E0
4.281670505E1,1.228405476E0,-9.284793854E0,-2.064080238E0
4.282160141E1,1.253721952E0,-9.532055855E0,-2.727490902E0
4.282649776E1,1.188655376E0,-9.692580223E0,-3.232255697E0
4.283139417E1,1.221866846E0,-9.874057770E0,-3.634082317E0
4.283629052E1,1.292982578E0,-1.007409096E1,-3.904702663E0
4.284118693E1,1.435332060E0,-1.033335304E1,-4.056054115E0
4.284608328E1,1.653799534E0,-1.063983536E1,-4.080858231E0
4.285097964E1,1.850537300E0,-1.094329453E1,-4.012372017E0
4.285587604E1,1.932260513E0,-1.111462975E1,-3.922440529E0
4.286077240E1,1.896589398E0,-1.101773834E1,-3.849272251E0
4.286566880E1,1.832117558E0,-1.072953033E1,-3.615474701E0
4.287058334E1,1.973647118E0,-1.054919052E1,-3.167873859E0
4.287546151E1,2.257225990E0,-1.040248680E1,-2.649313450E0
4.288035792E1,2.575902462E0,-1.021038628E1,-2.100470543E0
4.288525427E1,2.779695272E0,-9.755095482E0,-1.795340419E0
4.289016886E1,2.790160418E0,-9.093969345E0,-1.594984174E0
4.289504703E1,2.715235710E0,-8.092910767E0,-1.098531961E0
4.289996156E1,2.682870150E0,-6.531735420E0,-4.727412462E-1
4.290483979E1,2.280803919E0,-4.441357136E0,-3.516287804E-1
4.290975432E1,2.245069027E0,-1.466789246E0,-5.234764814E-1
4.291463250E1,2.634962082E0,2.675499916E0,-1.952222109E0
4.291954703E1,2.245496750E0,8.922390938E0,-3.427416086E0
4.292442526E1,3.568220139E-1,1.809580612E1,-2.669950724E0
4.292932167E1,-4.132119179E0,3.215778732E1,1.645510793E0
4.293421802E1,-9.648555756E0,4.583526230E1,9.790945053E0
4.293911932E1,-1.180100918E1,4.790089417E1,1.687154007E1
4.294401078E1,-4.981817722E0,3.617166138E1,2.348436356E1
4.294890714E1,2.197863817E0,2.334664726E1,2.521665192E1
4.295380349E1,-2.687542439E-1,2.056726074E1,2.264309883E1
4.295869990E1,-8.139574051E0,2.219925690E1,1.923805046E1
4.296359625E1,-1.210367393E1,2.204173470E1,1.728710175E1
4.296849261E1,-1.264076900E1,2.036224747E1,1.590941143E1
4.297338901E1,-1.276352692E1,1.904713631E1,1.412588501E1
4.297828537E1,-1.302874756E1,1.857223129E1,1.125703716E1
4.298318177E1,-1.309920788E1,1.799370956E1,8.143239975E0
4.298807813E1,-1.285639954E1,1.660585022E1,5.790538788E0
4.299297448E1,-1.209184265E1,1.466438103E1,5.592908382E0
4.299787089E1,-1.133076191E1,1.269741344E1,8.562380791E0
4.300276724E1,-1.109784317E1,1.126090145E1,7.525505066E0
4.300766365E1,-1.001625824E1,9.376050949E0,3.841781378E0
4.301256000E1,-7.234408855E0,7.280413628E0,1.657032967E-1
4.301745636E1,-4.564728737E0,5.878997803E0,-2.475685120E0
4.302235276E1,-3.180121899E0,5.786242485E0,-4.443976402E0
4.302724912E1,-2.776457310E0,6.571607590E0,-6.625863552E0
4.303214547E1,-2.350035191E0,7.313321114E0,-9.040824890E0
4.303704188E1,-2.049169779E0,7.642679214E0,-1.005035973E1
4.304193823E1,-1.868985295E0,7.420227051E0,-9.431743622E0
4.304683464E1,-1.505256057E0,6.735822678E0,-7.924956322E0
4.305173099E1,-1.137773156E0,5.831948280E0,-5.816794872E0
4.305662734E1,-9.733520746E-1,4.919545174E0,-3.111896992E0
4.306152375E1,-5.219966173E-1,4.247509956E0,-2.259850502E-1
4.306642011E1,-4.014289379E-2,3.567340851E0,2.493774891E0
4.307131651E1,7.043324709E-1,2.767234802E0,5.180436134E0
4.307621287E1,1.011058331E0,2.151508331E0,7.452365875E0
4.308110922E1,9.941887856E-1,1.629394531E0,9.167898178E0
4.308600563E1,9.224393368E-1,9.094095230E-1,1.018614388E1
4.309092016E1,1.106747389E0,-1.848554611E-1,1.018633652E1
4.309579839E1,1.165698171E0,-1.401214600E0,8.782717705E0
4.310069474E1,1.298863888E0,-2.488420010E0,6.472837448E0
4.310559110E1,1.472879648E0,-3.338819981E0,4.349652767E0
4.311050568E1,1.362849832E0,-3.816751003E0,2.862669706E0
4.311538386E1,1.083421111E0,-4.076004505E0,1.924259543E0
4.312029792E1,8.729150891E-1,-4.354187965E0,1.140530109E0
4.312517662E1,7.263631225E-1,-4.751884937E0,4.104266167E-1
4.313007297E1,4.877173901E-1,-5.032621861E0,-2.004145384E-1
4.313496938E1,1.614151001E-1,-5.335462093E0,-6.918645501E-1
4.313988391E1,-1.645847559E-1,-5.598449230E0,-1.054015875E0
4.314476208E1,-3.829127550E-1,-5.848024368E0,-1.353942633E0
4.314967667E1,-6.329513788E-1,-6.005448341E0,-1.522025466E0
4.315455484E1,-7.951763868E-1,-6.111516476E0,-1.639447570E0
4.315946943E1,-7.861871719E-1,-6.214129448E0,-1.746733665E0
4.316434761E1,-7.394192219E-1,-6.296463966E0,-1.881576896E0
4.316926219E1,-5.900430679E-1,-6.293816566E0,-2.075390577E0
4.317414037E1,-3.226172924E-1,-6.294530869E0,-2.499961853E0
4.317903672E1,6.102585793E-2,-6.214620590E0,-3.136472702E0
4.318393307E1,4.589596391E-1,-6.025502205E0,-3.267597675E0
4.318883302E1,7.064182162E-1,-5.782622337E0,-2.764005184E0
4.319372584E1,8.633681536E-1,-5.479262352E0,-2.412519455E0
4.319862224E1,1.119276881E0,-5.268803596E0,-2.339856148E0
4.320351860E1,1.409410477E0,-5.106068611E0,-2.407378435E0
4.320841495E1,1.728641033E0,-4.914859295E0,-2.448344707E0
4.321331136E1,2.018666506E0,-4.700463295E0,-2.415858746E0
4.321820771E1,2.216343880E0,-4.504072666E0,-2.440029621E0
4.322310412E1,2.416674137E0,-4.287843704E0,-2.603244543E0
4.322800047E1,2.554722309E0,-4.128585339E0,-2.957300186E0
4.323289682E1,2.635298729E0,-3.949779987E0,-3.392044783E0
4.323779323E1,2.692145348E0,-3.803952694E0,-3.764535427E0
4.324268958E1,2.665603161E0,-3.693198204E0,-3.939903259E0
4.324758599E1,2.553357124E0,-3.672132015E0,-3.927323341E0
4.325248235E1,2.434484959E0,-3.730700016E0,-3.726499557E0
4.325737870E1,2.342446804E0,-3.832580090E0,-3.435157299E0
4.326227511E1,2.287070513E0,-3.848222733E0,-3.110155106E0
4.326717146E1,2.199218273E0,-3.837222099E0,-2.858149529E0
4.327206787E1,2.069487333E0,-3.770671844E0,-2.697065592E0
4.327696422E1,1.941073418E0,-3.693874359E0,-2.556106329E0
4.328186057E1,1.849802852E0,-3.537332535E0,-2.421921730E0
4.328675698E1,1.762171507E0,-3.248389721E0,-2.252315283E0
4.329165334E1,1.654090881E0,-2.841423035E0,-1.990823984E0
4.329654974E1,1.510928512E0,-2.323671341E0,-1.635804892E0
4.330144610E1,1.354022741E0,-1.747784615E0,-1.214193106E0
4.330634245E1,1.159118652E0,-1.192673683E0,-8.006166220E-1
4.331123886E1,1.091129899E0,-7.538366318E-1,-4.289144278E-1
4.331613521E1,9.465532303E-1,-3.353738785E-1,-1.183153391E-1
4.332103156E1,8.662792444E-1,5.088233948E-2,1.263396740E-1
4.332592797E1,7.253030539E-1,3.523998260E-1,3.410668373E-1
4.333082432E1,4.988020658E-1,4.735469818E-1,4.450273514E-1
4.333572073E1,2.691991329E-1,4.237184525E-1,6.335482597E-1
4.334061709E1,2.080523968E-2,2.263631821E-1,8.828358650E-1
4.334551344E1,-2.184660435E-1,-1.573934555E-1,1.009454489E0
4.335042802E1,-2.286437750E-1,-6.873197556E-1,9.516866207E-1
4.335530620E1,-1.932668686E-1,-1.234854698E0,7.608404160E-1
4.336022073E1,-1.252990961E-1,-1.793020725E0,4.192328453E-1
4.336509896E1,-6.560492516E-2,-2.407686710E0,-4.412961006E-2
4.337001354E1,-9.444367886E-2,-2.837227821E0,-2.706356049E-1
4.337489172E1,-9.393656254E-2,-3.148896694E0,-3.093671799E-2
4.337980625E1,-4.730904102E-2,-3.443005085E0,3.837609291E-1
4.338468448E1,-8.831810951E-2,-3.623890400E0,7.386245728E-1
4.338959901E1,-2.009832859E-1,-3.710721016E0,9.848573208E-1
4.339447719E1,-2.152938843E-1,-3.913940430E0,8.520562649E-1
4.339937360E1,-3.749930859E-2,-4.326408386E0,7.178964615E-1
4.340426995E1,-3.325641155E-2,-4.591344833E0,7.347517014E-1
4.340916630E1,-1.614509821E-1,-4.765950203E0,7.482481003E-1
4.341406271E1,-3.114452362E-1,-4.842683315E0,6.278455257E-1
4.341895906E1,-5.013934374E-1,-4.830654621E0,3.913371563E-1
4.342385547E1,-8.045763969E-1,-4.662434578E0,9.459447861E-2
4.342875182E1,-1.081297040E0,-4.442770004E0,-2.546103001E-1
4.343364818E1,-1.328536510E0,-4.197448254E0,-5.407218933E-1
4.343854458E1,-1.663034320E0,-3.923700809E0,-7.290904522E-1
4.344344094E1,-2.029640675E0,-3.568886757E0,-6.573271751E-1
4.344833735E1,-2.450166702E0,-3.171542645E0,-1.720697880E-1
4.345323370E1,-2.783940792E0,-2.686575413E0,5.836901665E-1
4.345813005E1,-3.005087852E0,-2.195705891E0,1.414729595E0
4.346302646E1,-3.063886166E0,-1.684998035E0,2.243501663E0
4.346792281E1,-3.011034250E0,-1.049573898E0,3.044821978E0
4.347281917E1,-2.818357229E0,-4.236297607E-1,3.804841518E0
4.347771557E1,-2.608704567E0,2.956848145E-1,4.468275547E0
4.348261193E1,-2.636417866E0,1.254133224E0,5.113684654E0
4.348760584E1,-2.841626167E0,2.525725365E0,5.838552475E0
4.349240464E1,-3.137826920E0,3.922345161E0,6.548058510E0
4.349730104E1,-3.367678165E0,5.287090302E0,7.129971504E0
4.350219745E1,-3.516974688E0,6.741704941E0,7.571569443E0
4.350709380E1,-3.687247038E0,8.300419807E0,7.757510185E0
4.351199021E1,-3.776042223E0,9.790992737E0,7.871762276E0
4.351688656E1,-3.750299215E0,1.104861927E1,7.777608871E0
4.352178292E1,-3.636793613E0,1.209283161E1,7.823902130E0
4.352667932E1,-3.519834995E0,1.296926308E1,7.955425262E0
4.353157568E1,-3.405056000E0,1.383563137E1,8.571818352E0
4.353647203E1,-3.273691654E0,1.430663109E1,9.149721146E0
4.354136844E1,-3.259341240E0,1.450435638E1,9.504020691E0
4.354626479E1,-3.449247599E0,1.473241425E1,9.514957428E0
4.355116120E1,-3.884775162E0,1.516973686E1,9.266149521E0
4.355605755E1,-4.322752953E0,1.582523727E1,9.051395416E0
4.356095391E1,-4.683335304E0,1.664516258E1,8.887544632E0
4.356585031E1,-5.039972305E0,1.755348587E1,9.029857635E0
4.357074667E1,-5.089888573E0,1.825150871E1,9.332739830E0
4.357564307E1,-4.708434105E0,1.871119881E1,9.566311836E0
4.358055761E1,-3.888866901E0,1.905961418E1,1.083324623E1
4.358543578E1,-3.049633503E0,1.961713982E1,1.266375732E1
4.359033219E1,-3.017291069E0,1.993049812E1,1.177699661E1
4.359522854E1,-3.073037386E0,1.965501022E1,8.737690926E0
4.360012495E1,-2.885947943E0,1.888090134E1,5.349684715E0
4.360502130E1,-3.244221926E0,1.808823967E1,1.874090433E0
4.360993610E1,-3.445146084E0,1.713654137E1,-1.278865576E0
4.361481406E1,-3.994584560E0,1.630178642E1,-3.973795414E0
4.361972860E1,-3.793315411E0,1.530012321E1,-5.814973831E0
4.362460677E1,-3.130094528E0,1.440655899E1,-6.995424271E0
4.362952136E1,-1.824915171E0,1.334580708E1,-7.095175743E0
4.363439953E1,-1.040785909E0,1.244138527E1,-6.265114784E0
4.363929594E1,-2.523465157E-1,1.163460636E1,-4.856611252E0
4.364419229E1,4.975427389E-1,1.053072071E1,-3.756626606E0
4.364908865E1,1.385101438E0,9.125349998E0,-2.987665653E0
4.365398505E1,1.964875698E0,7.842167854E0,-2.565365791E0
4.365888141E1,2.377859116E0,6.523159027E0,-2.146391392E0
4.366377781E1,2.630567789E0,5.144247055E0,-1.715226173E0
4.366867417E1,2.816112518E0,3.612026215E0,-1.325260758E0
4.367357052E1,2.905960560E0,1.950361252E0,-9.694947004E-1
4.367846693E1,2.900763273E0,2.955083847E-1,-4.636487365E-1
4.368336328E1,2.868328094E0,-1.347918510E0,-8.024716377E-2
4.368825969E1,2.795073032E0,-2.951411724E0,1.670836210E-1
4.369315604E1,2.710606813E0,-4.450593472E0,2.409585118E-1
4.369805240E1,2.620479345E0,-5.838520050E0,5.106741190E-2
4.370294880E1,2.584717512E0,-7.084381104E0,-4.881977439E-1
4.370784516E1,2.486315250E0,-8.233896255E0,-1.232997537E0
