"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.084836000E1,-4.565525055E-2,-4.338264465E-3,1.301212311E-1
1.085325636E1,-7.071232796E-2,-2.105236053E-2,7.525300980E-2
1.085815271E1,-6.245207787E-2,-3.276348114E-2,7.001972198E-2
1.086304906E1,-7.354211807E-2,-6.096172333E-2,7.855749130E-2
1.086794542E1,-8.013629913E-2,-8.419704437E-2,8.431434631E-2
1.087284177E1,-1.084532738E-1,-1.073093414E-1,8.034014702E-2
1.087773807E1,-1.180996895E-1,-1.256399155E-1,6.693196297E-2
1.088263443E1,-1.424217224E-1,-1.559009552E-1,4.682350159E-2
1.088753078E1,-1.789264679E-1,-1.814279556E-1,3.220295906E-2
1.089242714E1,-2.274329662E-1,-1.904296875E-1,4.227876663E-2
1.089732349E1,-2.593595982E-1,-1.997308731E-1,7.713842392E-2
1.090221979E1,-3.246047497E-1,-1.642646790E-1,1.202681065E-1
1.090711615E1,-3.658146858E-1,-1.698999405E-1,1.860978603E-1
1.091201250E1,-4.187145233E-1,-1.688156128E-1,2.389669418E-1
1.091690886E1,-4.427659512E-1,-1.610565186E-1,3.241279125E-1
1.092180521E1,-4.381732941E-1,-1.585388184E-1,4.057223797E-1
1.092670156E1,-4.335598946E-1,-1.587791443E-1,4.836390018E-1
1.093159787E1,-3.980185986E-1,-1.450853348E-1,5.244929790E-1
1.093649422E1,-3.460726738E-1,-1.222343445E-1,5.614430904E-1
1.094139057E1,-2.872722149E-1,-1.376771927E-1,5.775344372E-1
1.094628693E1,-2.571985722E-1,-1.364173889E-1,5.727231503E-1
1.095118328E1,-2.200117111E-1,-1.090517044E-1,5.754611492E-1
1.095607964E1,-2.161464691E-1,-5.573081970E-2,5.545001030E-1
1.096097599E1,-2.024984360E-1,-1.694297791E-2,5.311074257E-1
1.096587229E1,-1.530408859E-1,1.221847534E-2,5.074932575E-1
1.097076865E1,-1.274826527E-1,4.136848450E-2,4.976342916E-1
1.097566500E1,-9.961104393E-2,5.390834808E-2,4.940578938E-1
1.098056136E1,-8.135843277E-2,6.900787354E-2,5.059608221E-1
1.098545771E1,-7.050752640E-2,2.248477936E-2,5.379216671E-1
1.099035406E1,-6.475138664E-2,2.695083618E-3,5.349806547E-1
1.099525037E1,-4.754161835E-2,-1.676654816E-2,5.332187414E-1
1.100014672E1,-5.467748642E-2,-1.455020905E-2,4.850734472E-1
1.100504307E1,-7.176423073E-2,-3.361034393E-2,4.361615181E-1
1.100995761E1,-9.165239334E-2,-1.920986176E-2,3.842719793E-1
1.101483578E1,-1.284091473E-1,-1.196575165E-2,3.105272055E-1
1.101975031E1,-1.937355995E-1,-1.185894012E-2,2.604458332E-1
1.102462849E1,-2.349152565E-1,-3.540992737E-2,2.030994892E-1
1.102952479E1,-3.353037834E-1,-2.788639069E-2,1.459295750E-1
1.103442115E1,-4.112296104E-1,-5.843162537E-2,1.414400339E-1
1.103931750E1,-4.911882877E-1,-1.029996872E-1,1.704974174E-1
1.104421386E1,-5.893075466E-1,-1.662359238E-1,2.045133114E-1
1.104911021E1,-6.578078270E-1,-2.480163574E-1,2.580194473E-1
1.105400656E1,-7.563753128E-1,-3.221397400E-1,2.930951118E-1
1.105890292E1,-8.586537838E-1,-3.863124847E-1,3.336911201E-1
1.106379927E1,-9.242238998E-1,-4.643754959E-1,3.680073023E-1
1.106869557E1,-9.819266796E-1,-5.253553391E-1,4.032008648E-1
1.107359193E1,-1.005793333E0,-6.026525497E-1,4.392659664E-1
1.107848828E1,-1.019904613E0,-6.533603668E-1,4.830691814E-1
1.108338464E1,-1.012800455E0,-6.825008392E-1,5.438822508E-1
1.108828427E1,-9.633476734E-1,-7.092065811E-1,6.094179153E-1
1.109317734E1,-8.483054638E-1,-7.049655914E-1,6.341558695E-1
1.109807370E1,-7.371559143E-1,-6.818714142E-1,6.347398758E-1
1.110297005E1,-5.991289616E-1,-6.614170074E-1,6.253371239E-1
1.110786636E1,-4.463202953E-1,-6.174135208E-1,5.915094614E-1
1.111276271E1,-3.050920963E-1,-5.547885895E-1,5.403650999E-1
1.111765906E1,-1.492724419E-1,-4.713191986E-1,4.980862141E-1
1.112255542E1,-7.400107384E-2,-3.790349960E-1,4.668544531E-1
1.112745177E1,-5.070686340E-3,-3.065271378E-1,4.656436443E-1
1.113234813E1,6.472611427E-2,-2.488622665E-1,4.490448236E-1
1.113724448E1,1.187775135E-1,-2.344207764E-1,4.386849403E-1
1.114214084E1,1.335041523E-1,-2.130222321E-1,4.489938021E-1
1.114703719E1,1.520264149E-1,-2.227201462E-1,4.823210239E-1
1.115193354E1,1.079621315E-1,-2.300310135E-1,5.221002102E-1
1.115682984E1,9.926986694E-2,-2.326116562E-1,5.423530340E-1
1.116172620E1,9.021568298E-2,-2.518424988E-1,5.718308687E-1
1.116662255E1,1.001765728E-1,-2.043991089E-1,5.867439508E-1
1.117151891E1,8.417654037E-2,-1.691102982E-1,5.705885887E-1
1.117641526E1,9.266877174E-2,-1.054391861E-1,5.640469790E-1
1.118131162E1,1.115398407E-1,-3.726959229E-2,5.527184010E-1
1.118620797E1,1.315152645E-1,5.921268463E-2,5.815352201E-1
1.119112250E1,1.170773506E-1,1.529436111E-1,5.931102037E-1
1.119600068E1,1.636235714E-1,2.250518799E-1,6.109918356E-1
1.120089703E1,1.873493195E-1,2.780809402E-1,6.064165831E-1
1.120579339E1,2.095774412E-1,2.718458176E-1,5.839722157E-1
1.121068974E1,2.418854237E-1,3.184585571E-1,5.314216614E-1
1.121558604E1,2.933381796E-1,3.343524933E-1,4.440491199E-1
1.122048240E1,3.137217760E-1,3.435373306E-1,3.123912811E-1
1.122537875E1,3.791379929E-1,3.769311905E-1,1.675829887E-1
1.123029328E1,4.368818998E-1,4.082384109E-1,-2.308130264E-3
1.123517146E1,4.990266562E-1,4.683160782E-1,-1.492782831E-1
1.124008599E1,5.820111036E-1,5.331592560E-1,-2.640322447E-1
1.124496417E1,6.074059010E-1,6.406021118E-1,-3.437855244E-1
1.124987870E1,6.112673283E-1,7.214012146E-1,-3.791843653E-1
1.125475688E1,5.866143703E-1,8.016757965E-1,-4.218214750E-1
1.125967141E1,5.431984663E-1,8.789873123E-1,-4.784543514E-1
1.126454959E1,4.503538609E-1,9.483890533E-1,-4.862110615E-1
1.126946412E1,3.606250286E-1,1.014554977E0,-4.639922380E-1
1.127434229E1,2.456340790E-1,1.027446747E0,-3.991750479E-1
1.127923865E1,1.362524033E-1,1.032472610E0,-2.869664431E-1
1.128413500E1,4.653346539E-2,9.582681656E-1,-1.436753273E-1
1.128904948E1,-6.667840481E-2,8.599567413E-1,1.179337502E-2
1.129392766E1,-1.345200539E-1,7.518835068E-1,1.890954971E-1
1.129882401E1,-1.790788174E-1,5.842056274E-1,3.286607265E-1
1.130372037E1,-2.054156065E-1,4.381589890E-1,4.282691479E-1
1.130862261E1,-2.043635845E-1,3.159656525E-1,4.428884983E-1
1.131351307E1,-1.737596989E-1,2.009267807E-1,4.107835293E-1
1.131840943E1,-1.756578684E-1,1.215162277E-1,2.846601009E-1
1.132330578E1,-1.765815020E-1,7.516288757E-2,1.005537510E-1
1.132829974E1,-1.008840799E-1,-7.346153259E-3,4.671764374E-2
1.133309844E1,-9.736061096E-3,-8.712482452E-2,-3.612303734E-2
1.133799484E1,1.384593248E-1,-1.907644272E-1,-7.999801636E-2
1.134289120E1,2.940074205E-1,-2.893104553E-1,-6.912648678E-2
1.134778755E1,4.596267939E-1,-3.684043884E-1,-5.404639244E-2
1.135268391E1,5.878862143E-1,-4.471149445E-1,1.725602150E-2
1.135758026E1,6.579629183E-1,-4.754743576E-1,9.657239914E-2
1.136247662E1,7.085596323E-1,-5.036211014E-1,1.240843534E-1
1.136737297E1,7.429470420E-1,-5.447483063E-1,9.553813934E-2
1.137226932E1,8.112728000E-1,-5.711698532E-1,1.184284687E-2
1.137716568E1,8.851637244E-1,-6.018266678E-1,-1.294267178E-2
1.138206203E1,9.338031411E-1,-6.126194000E-1,-1.016910076E-1
1.138695839E1,9.767020345E-1,-6.105728149E-1,-1.761367321E-1
1.139185474E1,9.949353933E-1,-5.764417648E-1,-2.011958361E-1
1.139675110E1,1.017279029E0,-5.436735153E-1,-2.515935898E-1
1.140164745E1,1.024724722E0,-5.121908188E-1,-2.488874197E-1
1.140654380E1,9.861690998E-1,-4.915504456E-1,-2.460038662E-1
1.141144016E1,9.563220143E-1,-4.387807846E-1,-1.138273478E-1
1.141633651E1,8.893468380E-1,-4.305572510E-1,1.142444611E-1
1.142123287E1,7.369989157E-1,-3.952655792E-1,2.114682198E-1
1.142612922E1,5.707999468E-1,-4.191942215E-1,1.380625963E-1
1.143102552E1,4.864001274E-1,-4.354467392E-1,-2.371764183E-2
1.143592193E1,4.670919180E-1,-4.752292633E-1,-1.558228731E-1
1.144081823E1,4.841192961E-1,-4.788684845E-1,-2.312092781E-1
1.144571459E1,4.655578136E-1,-4.322052002E-1,-2.086199522E-1
1.145061099E1,4.113014936E-1,-3.378267288E-1,-1.258113384E-1
1.145550729E1,3.856208324E-1,-2.509546280E-1,2.732574940E-2
1.146042214E1,3.402556181E-1,-1.621494293E-1,1.746037006E-1
1.146530005E1,3.325923681E-1,-4.041767120E-2,3.547341824E-1
1.147019641E1,3.216148615E-1,3.759384155E-2,4.913942814E-1
1.147509276E1,3.311549425E-1,1.173343658E-1,5.847758055E-1
1.147998912E1,3.396520615E-1,1.581611633E-1,6.468448639E-1
1.148488542E1,3.973205090E-1,1.792793274E-1,6.440473795E-1
1.148978177E1,4.707702398E-1,1.736173630E-1,5.953098536E-1
1.149467818E1,4.957352281E-1,1.700286865E-1,5.385642052E-1
1.149957448E1,5.034760237E-1,1.662054062E-1,4.399696589E-1
1.150447089E1,4.654211998E-1,1.550788879E-1,4.138778448E-1
1.150938537E1,3.983696699E-1,1.414833069E-1,3.834637403E-1
1.151426354E1,3.719533682E-1,1.351165771E-1,3.314616680E-1
1.151916339E1,3.527634144E-1,1.025466919E-1,2.935403585E-1
1.152405630E1,3.434860706E-1,4.872035980E-2,2.094031572E-1
1.152895266E1,3.537298441E-1,-2.868175507E-2,1.123204231E-1
1.153384901E1,3.332965970E-1,-9.848594666E-2,3.543651104E-2
1.153874880E1,2.893399000E-1,-1.534967422E-1,-4.545164108E-2
1.154364172E1,3.081707358E-1,-1.960849762E-1,-1.184713840E-1
1.154863563E1,2.865340114E-1,-2.191495895E-1,-1.883857250E-1
1.155343438E1,2.755221725E-1,-2.512931824E-1,-2.337369919E-1
1.155833078E1,2.744955420E-1,-2.615404129E-1,-2.663067579E-1
1.156322714E1,2.956904173E-1,-2.881851196E-1,-3.145254850E-1
1.156812349E1,3.343188167E-1,-2.834243774E-1,-3.159617186E-1
1.157301985E1,3.690488338E-1,-2.664623260E-1,-3.468271494E-1
1.157791620E1,4.119861722E-1,-2.756271362E-1,-3.277620077E-1
1.158281255E1,4.176777601E-1,-2.440071106E-1,-2.943162918E-1
1.158773068E1,4.412870407E-1,-2.481994629E-1,-2.390496731E-1
1.159260526E1,4.660741687E-1,-2.356147766E-1,-1.999292374E-1
1.159750162E1,4.416204095E-1,-2.445840836E-1,-1.480660439E-1
1.160239797E1,4.131903648E-1,-1.890525818E-1,-4.988574982E-2
1.160729432E1,3.564789891E-1,-1.707391739E-1,-5.765080452E-3
1.161219068E1,3.003772497E-1,-1.147384644E-1,4.367828369E-2
1.161708703E1,2.732206583E-1,-1.139764786E-1,8.416521549E-2
1.162198339E1,2.389933467E-1,-6.116008759E-2,8.955872059E-2
1.162687974E1,2.570824027E-1,-6.355190277E-2,1.408294439E-1
1.163177610E1,2.818385959E-1,-3.046798706E-2,1.520067453E-1
1.163667245E1,3.131641150E-1,-2.154254913E-2,1.708110571E-1
1.164156880E1,3.580281138E-1,-1.757240295E-2,1.994282007E-1
1.164646516E1,3.377777934E-1,5.228996277E-3,1.948996782E-1
1.165136151E1,3.265483379E-1,-7.893562317E-3,2.358059883E-1
1.165625787E1,3.456435204E-1,1.936149597E-2,2.337762117E-1
1.166115422E1,3.212314844E-1,5.580520630E-2,2.365938425E-1
1.166605057E1,3.177914619E-1,6.814861298E-2,2.203599215E-1
1.167096511E1,3.422718048E-1,4.474735260E-2,2.183080912E-1
1.167584334E1,3.495514393E-1,6.195354462E-2,2.157649994E-1
1.168073969E1,2.992483974E-1,4.819965363E-2,1.841666698E-1
1.168563604E1,2.656167746E-1,3.790855408E-3,1.473391056E-1
1.169053240E1,2.366983891E-1,-7.810878754E-2,1.146708727E-1
1.169542875E1,2.220413089E-1,-1.378288269E-1,1.170295477E-1
1.170032511E1,2.001167536E-1,-2.040414810E-1,6.861233711E-2
1.170522146E1,1.689525843E-1,-3.028039932E-1,2.463436127E-2
1.171011781E1,1.428835392E-1,-3.744764328E-1,-2.925324440E-2
1.171501417E1,1.124654412E-1,-3.979387283E-1,-8.092892170E-2
1.171992870E1,7.769823074E-2,-4.282178879E-1,-1.137005091E-1
1.172480688E1,5.537694693E-2,-4.225301743E-1,-1.418358088E-1
1.172972141E1,6.681960821E-2,-4.286975861E-1,-1.128824949E-1
1.173459959E1,6.665140390E-2,-4.323987961E-1,-1.079069376E-1
1.173951412E1,5.957907438E-2,-4.123306274E-1,-7.430946827E-2
1.174439229E1,9.316241741E-2,-3.853225708E-1,-2.410948277E-2
1.174929198E1,1.408335567E-1,-3.609542847E-1,1.414060593E-2
1.175418505E1,1.454920769E-1,-3.392171860E-1,4.060447216E-2
1.175909953E1,1.309999824E-1,-3.011064529E-1,7.193005085E-2
1.176397776E1,1.402550936E-1,-2.633543015E-1,1.008342505E-1
1.176887734E1,1.397619247E-1,-2.378177643E-1,1.343461275E-1
1.177377047E1,1.604689956E-1,-2.433671951E-1,1.580706835E-1
1.177866682E1,1.760526896E-1,-2.488651276E-1,1.909809113E-1
1.178356318E1,1.912047267E-1,-2.068128586E-1,2.091314793E-1
1.178847776E1,1.300373673E-1,-1.579504013E-1,2.007184029E-1
1.179335589E1,7.862526178E-2,-7.385921478E-2,2.040181160E-1
1.179825224E1,6.542390585E-2,-3.790855408E-2,2.212349176E-1
1.180314860E1,1.021175385E-1,-1.408767700E-2,2.523248196E-1
1.180804495E1,1.385443211E-1,-2.128887177E-2,2.307628393E-1
1.181294130E1,2.316613793E-1,-8.295440674E-2,1.733615398E-1
1.181783771E1,2.504694462E-1,-1.131544113E-1,1.564004421E-1
1.182273406E1,2.713337541E-1,-1.121425629E-1,1.176428795E-1
1.182763042E1,2.776581049E-1,-1.110525131E-1,1.143412590E-1
1.183252677E1,2.861796021E-1,-1.003789902E-1,7.966399193E-2
1.183742313E1,2.921769023E-1,-9.443950653E-2,8.035624027E-2
1.184231948E1,2.861346304E-1,-7.896995544E-2,5.923736095E-2
1.184721584E1,2.848799527E-1,-9.441375732E-2,7.116246223E-2
1.185211219E1,2.812635601E-1,-9.066009521E-2,8.740043640E-2
1.185700854E1,2.491419315E-1,-9.639072418E-2,1.246947050E-1
1.186190490E1,2.291736007E-1,-7.589817047E-2,1.566981077E-1
1.186680125E1,1.736934185E-1,-5.554771423E-2,1.717133522E-1
1.187169761E1,1.520032287E-1,-7.093906403E-2,1.413981915E-1
1.187659396E1,1.447920799E-1,-8.853626251E-2,1.468327045E-1
1.188149037E1,1.021912694E-1,-7.747936249E-2,1.712810993E-1
1.188638672E1,1.220314503E-1,-6.648540497E-2,1.979483366E-1
1.189128307E1,1.302294135E-1,-8.405590057E-2,1.960403919E-1
1.189617943E1,1.555447578E-1,-7.532024384E-2,1.633362770E-1
1.190107578E1,1.741622388E-1,-5.709648132E-2,1.474851370E-1
1.190597214E1,1.979468167E-1,-2.708244324E-2,1.530270576E-1
1.191086849E1,2.221561968E-1,1.942825317E-2,1.486496925E-1
1.191576484E1,2.372366190E-1,5.144214630E-2,1.106191874E-1
1.192066120E1,2.384539545E-1,9.996604919E-2,9.844636917E-2
1.192555755E1,2.543583810E-1,1.529970169E-1,1.261250973E-1
1.193047234E1,2.728165686E-1,1.891164780E-1,1.458557844E-1
1.193535026E1,2.794961929E-1,2.274255753E-1,1.578733921E-1
1.194024667E1,2.886214256E-1,2.227821350E-1,1.978814602E-1
1.194514302E1,2.763056457E-1,2.229928970E-1,1.945703030E-1
1.195005755E1,2.401987612E-1,2.113819122E-1,1.981838942E-1
1.195493573E1,2.350230515E-1,2.164955139E-1,1.684979200E-1
1.195985026E1,2.319821119E-1,2.192020416E-1,1.485074759E-1
1.196472844E1,2.145113945E-1,2.052173615E-1,1.313273907E-1
1.196962479E1,2.231071293E-1,1.984071732E-1,1.288607121E-1
1.197452115E1,2.007117569E-1,1.654415131E-1,1.316838264E-1
1.197941750E1,1.951045096E-1,1.801061630E-1,1.565196514E-1
1.198431391E1,1.681745946E-1,1.683845520E-1,1.700379848E-1
1.198921026E1,1.580357552E-1,1.304693222E-1,1.985590458E-1
1.199410662E1,1.216873527E-1,9.266185760E-2,2.135720253E-1
1.199900297E1,1.257722974E-1,6.445217133E-2,2.151851654E-1
1.200389932E1,1.106170416E-1,1.487922668E-2,2.107157707E-1
1.200879568E1,1.167796254E-1,-3.215312958E-2,2.002828121E-1
1.201369203E1,1.322563887E-1,-9.330081940E-2,2.030124664E-1
1.201858839E1,1.593541801E-1,-1.541891098E-1,1.973657608E-1
1.202348474E1,1.599902213E-1,-2.171831131E-1,2.047214508E-1
1.202838115E1,1.297018230E-1,-2.418632507E-1,1.607000828E-1
1.203327750E1,1.304742992E-1,-2.878732681E-1,1.273169518E-1
1.203827141E1,1.263482571E-1,-2.932815552E-1,1.090917587E-1
1.204307016E1,1.083669662E-1,-3.105459213E-1,1.149935722E-1
1.204796656E1,9.057611227E-2,-2.754659653E-1,1.138987541E-1
1.205286292E1,8.270350099E-2,-2.287826538E-1,1.365144253E-1
1.205775927E1,7.286390662E-2,-2.133026123E-1,1.659364700E-1
1.206265563E1,1.110225320E-1,-1.907529831E-1,1.972424984E-1
1.206755203E1,1.801075339E-1,-1.516599655E-1,2.397291660E-1
1.207244839E1,2.228731811E-1,-1.317510605E-1,2.552282810E-1
1.207734474E1,2.751356661E-1,-1.261100769E-1,2.462785244E-1
1.208224110E1,3.105722666E-1,-1.488370895E-1,2.129428387E-1
1.208713745E1,3.505710363E-1,-1.450958252E-1,1.768033504E-1
1.209203380E1,3.689443171E-1,-1.554813385E-1,1.545414925E-1
1.209693016E1,4.109898210E-1,-1.703767776E-1,1.317985058E-1
1.210182651E1,4.480607808E-1,-1.683683395E-1,1.109304428E-1
1.210672292E1,4.421415329E-1,-1.496152878E-1,1.014776230E-1
1.211161927E1,4.195565581E-1,-1.023902893E-1,8.671951294E-2
1.211651563E1,4.397180974E-1,-5.305290222E-2,1.189541817E-1
1.212141198E1,4.619951844E-1,3.094673157E-3,1.077487469E-1
1.212630834E1,4.722593725E-1,3.749561310E-2,1.057670116E-1
1.213120469E1,4.849910736E-1,7.171440125E-2,3.216814995E-2
1.213610104E1,4.693274498E-1,9.622859955E-2,-1.736164093E-2
1.214099740E1,4.350177050E-1,1.229982376E-1,-5.066633224E-3
1.214589380E1,4.178156853E-1,1.068649292E-1,-2.550601959E-3
1.215079016E1,3.867322505E-1,8.852958679E-2,2.224445343E-3
1.215568651E1,3.489589095E-1,7.035446167E-2,-2.151179314E-2
1.216060099E1,2.855979204E-1,5.947685242E-2,-3.321552277E-2
1.216547922E1,2.727919221E-1,4.866504669E-2,-2.567267418E-2
1.217039380E1,2.604206800E-1,2.132511139E-2,-2.048420906E-2
1.217527193E1,2.248328328E-1,-3.475189209E-3,1.637935638E-3
1.218018646E1,1.756887883E-1,9.858131409E-3,-4.568099976E-3
1.218506469E1,1.368677616E-1,4.199218750E-2,1.345634460E-2
1.218996104E1,1.225035489E-1,4.766082764E-2,3.888487816E-2
1.219485740E1,8.975434303E-2,5.792140961E-2,6.467008591E-2
1.219977193E1,8.386719227E-2,1.574897766E-2,7.657766342E-2
1.220465011E1,8.321958780E-2,-2.475738525E-3,7.010126114E-2
1.220954646E1,8.055931330E-2,-8.786201477E-3,4.521369934E-2
1.221444281E1,8.540210128E-2,-2.223777771E-2,9.032011032E-3
1.221934328E1,1.048272550E-1,-2.402305603E-3,-4.787206650E-2
1.222423557E1,1.221441031E-1,1.958942413E-2,-1.111304760E-1
1.222915005E1,1.422527283E-1,5.562114716E-2,-1.570398808E-1
1.223402828E1,1.626755446E-1,1.340665817E-1,-1.715340614E-1
1.223892828E1,1.762711704E-1,1.880960464E-1,-1.667323112E-1
1.224382099E1,1.781449765E-1,2.368812561E-1,-1.522252560E-1
1.224871735E1,1.919745505E-1,2.733030319E-1,-9.233641624E-2
1.225361375E1,2.127148658E-1,2.713336945E-1,-5.626416206E-2
1.225851011E1,2.305974513E-1,2.336339951E-1,1.565408707E-2
1.226340646E1,2.503290772E-1,2.150945663E-1,6.379532814E-2
1.226840037E1,2.410775423E-1,2.155523300E-1,8.838486671E-2
1.227319912E1,2.288942486E-1,1.850061417E-1,1.203649044E-1
1.227809552E1,1.713213921E-1,1.949453354E-1,1.312079430E-1
1.228299188E1,1.352644861E-1,2.142105103E-1,1.256580353E-1
1.228788828E1,9.682250023E-2,2.261238098E-1,1.892344952E-1
1.229278464E1,7.753515244E-2,2.236309052E-1,2.240462303E-1
1.229768099E1,7.732868195E-2,2.210979462E-1,2.422051430E-1
1.230257735E1,8.189952374E-2,1.734342575E-1,2.414155006E-1
1.230747370E1,1.078391671E-1,1.142845154E-1,2.881839275E-1
1.231237005E1,1.312209964E-1,6.509971619E-2,3.204290867E-1
1.231726641E1,1.283566952E-1,4.455566406E-3,3.571572304E-1
1.232216281E1,1.373939514E-1,-4.143810272E-2,3.461165428E-1
1.232705917E1,1.866814196E-1,-6.316375732E-2,3.824505806E-1
1.233195552E1,2.667534351E-1,-7.750129700E-2,3.493304253E-1
1.233685188E1,2.965739071E-1,-7.972049713E-2,2.685048580E-1
1.234174823E1,2.194583118E-1,-1.530838013E-2,2.352838516E-1
1.234664458E1,1.834742129E-1,-1.143455505E-3,1.803667545E-1
1.235154094E1,1.431751549E-1,-3.577232361E-3,1.704475880E-1
1.235643735E1,7.483568788E-2,-3.479003906E-3,1.481738091E-1
1.236133370E1,6.412684917E-2,1.336097717E-2,1.303200722E-1
1.236623005E1,7.491508126E-2,-1.732349396E-2,1.383278370E-1
1.237112641E1,1.047981083E-1,-9.703636169E-3,1.436648369E-1
1.237602276E1,9.669244289E-2,5.724811554E-2,1.369743347E-1
1.238091912E1,6.982609630E-2,1.521587372E-1,9.465026855E-2
1.238581547E1,6.954631209E-2,2.320241928E-1,7.889533043E-2
1.239073005E1,9.313681722E-2,2.779445648E-1,7.298803329E-2
1.239560823E1,1.377789080E-1,2.925138474E-1,8.417439461E-2
1.240050458E1,1.485694945E-1,2.545785904E-1,7.688379288E-2
1.240540094E1,1.659284830E-1,2.048873901E-1,7.043027878E-2
1.241029729E1,1.776525974E-1,1.553859711E-1,1.052017212E-1
1.241519365E1,1.695054471E-1,9.657573700E-2,1.001267433E-1
1.242009005E1,1.725667715E-1,6.412506104E-2,1.221086979E-1
1.242498641E1,2.200777531E-1,4.122447968E-2,1.637151241E-1
1.242988276E1,2.143391073E-1,3.258514404E-2,1.770987511E-1
1.243477912E1,1.985645294E-1,1.202106476E-2,1.908066273E-1
1.243969365E1,2.038159668E-1,5.772590637E-3,1.881165504E-1
1.244457182E1,2.133415639E-1,-1.944732666E-2,1.973760128E-1
1.244948636E1,1.818856597E-1,-6.107616425E-2,1.565997601E-1
1.245436458E1,1.714499295E-1,-5.957698822E-2,1.372065544E-1
1.245926094E1,1.604706943E-1,-6.753349304E-2,1.104981899E-1
1.246415729E1,1.657252908E-1,-6.821346283E-2,5.980181694E-2
1.246905365E1,1.871546805E-1,-5.692863464E-2,3.044629097E-2
1.247395000E1,2.130389661E-1,-1.237678528E-2,-3.008818626E-2
1.247884641E1,2.293976545E-1,1.532173157E-2,-1.381461620E-1
1.248374276E1,2.271721512E-1,5.006217957E-2,-2.434751987E-1
1.248863912E1,2.565784454E-1,1.107664108E-1,-3.483656645E-1
1.249353547E1,2.722646892E-1,1.235895157E-1,-3.767226934E-1
1.249843182E1,2.647042871E-1,1.197614670E-1,-3.623056412E-1
1.250332818E1,2.481511682E-1,1.064987183E-1,-3.575484753E-1
1.250822458E1,1.986156106E-1,6.479930878E-2,-3.264311552E-1
1.251312094E1,1.754885018E-1,1.972198486E-3,-2.879828215E-1
1.251801729E1,1.335278451E-1,-1.776027679E-2,-2.253807783E-1
1.252291365E1,1.133947074E-1,-2.801418304E-2,-1.695680618E-1
1.252781000E1,3.926861286E-2,-1.462841034E-2,-9.665966034E-2
1.253270636E1,-1.928290725E-2,-2.766704559E-2,1.942920685E-2
1.253760276E1,-7.634225488E-2,-5.264663696E-2,1.379625797E-1
1.254249912E1,-1.106944382E-1,-9.419059753E-2,2.231726646E-1
1.254739547E1,-1.938986480E-1,-9.040641785E-2,2.989392281E-1
1.255229182E1,-2.069843411E-1,-1.532249451E-1,3.627998829E-1
1.255718818E1,-1.647974253E-1,-2.179079056E-1,3.859851360E-1
1.256208453E1,-1.318432391E-1,-2.630100250E-1,3.709514141E-1
1.256698089E1,-1.129857302E-1,-2.696380615E-1,3.390488625E-1
1.257187729E1,-6.780877709E-2,-2.831878662E-1,3.021049500E-1
1.257677365E1,-6.772524118E-2,-2.655935287E-1,2.434649467E-1
1.258167000E1,1.813998818E-2,-2.408456802E-1,2.059707642E-1
1.258656636E1,5.852600932E-2,-2.374734879E-1,1.822245121E-1
1.259146271E1,4.660201073E-2,-1.745729446E-1,1.245963573E-1
1.259635906E1,4.216507077E-2,-1.096277237E-1,9.511780739E-2
1.260125547E1,6.635382771E-2,-6.640625000E-2,9.119582176E-2
1.260615182E1,9.263539314E-2,-4.472732544E-2,7.933282852E-2
1.261104818E1,9.225851297E-2,-4.680919647E-2,8.811521530E-2
1.261594453E1,6.769067049E-2,-3.617286682E-3,8.416366577E-2
1.262084089E1,4.992997646E-2,2.986145020E-2,1.103143692E-1
1.262573729E1,2.951812744E-2,7.268142700E-2,1.379423141E-1
1.263065203E1,-2.187943459E-2,1.437301636E-1,1.672036648E-1
1.263553000E1,-6.130385399E-2,2.118606567E-1,2.125370502E-1
1.264042636E1,-8.144986629E-2,2.201013565E-1,2.454802990E-1
1.264532271E1,-1.085501313E-1,2.235031128E-1,2.711482048E-1
1.265023729E1,-1.282941699E-1,2.125682831E-1,3.087909222E-1
1.265511547E1,-1.289966106E-1,2.016210556E-1,2.848558426E-1
1.266003000E1,-1.536999941E-1,1.621417999E-1,2.688140869E-1
1.266490818E1,-1.643830538E-1,1.323537827E-1,3.009138107E-1
1.266982271E1,-1.185449958E-1,7.179546356E-2,2.478418350E-1
1.267470089E1,-9.031271935E-2,9.220123291E-3,2.218663692E-1
1.267961542E1,-8.891606331E-2,-3.871059418E-2,1.039407253E-1
1.268449365E1,-8.077585697E-2,-7.444953918E-2,-4.122614861E-2
1.268940813E1,-1.298620701E-1,-5.769920349E-2,-1.138130426E-1
1.269428636E1,-1.335073709E-1,-3.870010376E-2,-1.835027933E-1
1.269918271E1,-1.370488405E-1,-4.121971130E-2,-2.122476101E-1
1.270407906E1,-1.523455977E-1,-7.219314575E-2,-1.861842871E-1
1.270897542E1,-1.482704878E-1,-5.540275574E-2,-1.627305746E-1
1.271387182E1,-1.464279294E-1,-4.585647583E-2,-1.418697834E-1
1.271876818E1,-1.586471200E-1,-4.587650299E-2,-1.258974075E-1
1.272366453E1,-1.729763150E-1,-1.976680756E-2,-8.157432079E-2
1.272856089E1,-2.012690902E-1,-1.761627197E-2,-3.992271423E-2
1.273345724E1,-1.816878319E-1,-4.872894287E-2,-4.363691807E-2
